Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA,AAPL spanTwelveEMA,AAPL spanTwntySixEMA,AAPL_x,AAPL_y
AAPL,2021-05-19,123.16,123.47,122.86,123.45,1630302,123.45,127.043647342305,128.95720933724957,-1.9135619949445728,-1.2889616459455404
AAPL,2021-05-18,126.56,126.63,126.3,126.41,974191,126.41,127.69703776817865,129.39778608422955,-1.7007483160509196,-1.1328115586957823
AAPL,2021-05-17,126.82,126.92,126.41,126.69,1544797,126.69,127.9310446351202,129.6368089709679,-1.7057643358477037,-0.9908273693570016
AAPL,2021-05-14,126.27,126.62,126.24,126.51,1210385,126.51,128.15668911423296,129.87255368864533,-1.7158645744123646,-0.812093127734326
AAPL,2021-05-13,124.58,124.85,124.43,124.85,1999409,124.85,128.45608713500258,130.14155798373696,-1.6854708487343828,-0.5861502660648162
AAPL,2021-05-12,123.52,124.01,123.31,123.885,1731172,123.885,129.11173934136667,130.5648826224359,-1.4531432810692309,-0.3113201203974246
AAPL,2021-05-11,123.5,123.8,122.77,123.67,3595473,123.67,130.06205558525153,131.09927323223076,-1.0372176469792294,-0.025864330229473015
AAPL,2021-05-10,129.4,129.54,129.12,129.2184,1370113,129.2184,131.2242475098427,131.6936150908092,-0.469367580966491,0.22697399895796605
AAPL,2021-05-07,130.84,130.99,130.06,130.09,1377358,130.09,131.58894705708684,131.89163229807394,-0.3026852409871026,0.4010593939390803
AAPL,2021-05-06,127.9,128.01,127.63,127.69,998792,127.69,131.8614828856481,132.03576288191985,-0.174279996271764,0.576995552670626
AAPL,2021-05-05,129.21,129.6,129.19,129.48,1581947,129.48,132.6199343194023,132.38342391247343,0.2365104069288577,0.7648144399062233
AAPL,2021-05-04,131.18,131.41,130.94,131.38,1649469,131.38,133.19083146838452,132.6156978254713,0.5751336429132152,0.8968904481505647
AAPL,2021-05-03,132.01,132.12,131.83,132.0601,1128011,132.0601,133.52007355354533,132.71455365150902,0.8055199020363091,0.977329649459902
AAPL,2021-04-30,131.8,132.19,131.36,132.01,1896412,132.01,133.78552329055358,132.76690994362974,1.0186133469238428,1.0202820863158002
AAPL,2021-04-29,136.47,137.07,136.42,136.72,3844913,136.72,134.10834570701786,132.82746273912014,1.2808829678977247,1.0206992711637897
AAPL,2021-04-28,134.29,134.67,134.25,134.62,1340836,134.62,133.63349947193018,132.51605975824975,1.117439713680426,0.9556533469803059
AAPL,2021-04-27,135.06,135.41,135.01,135.1895,1303363,135.1895,133.45413573955383,132.34774453890972,1.1063912006441114,0.9152067553052758
AAPL,2021-04-26,134.83,134.96,134.5,134.925,1617712,134.925,133.13861496492726,132.1204041020225,1.018210862904766,0.8674106439705669
AAPL,2021-04-23,132.19,132.75,132.16,132.72,896678,132.72,132.81381768582312,131.8960364301843,0.917781255638829,0.8297105892370171
AAPL,2021-04-22,132.86,133.26,132.7,132.99,1253185,132.99,132.8308754468819,131.83011934459904,1.0007561022828495,0.8076929226365642
AAPL,2021-04-21,132.39,132.75,132.21,132.585,1187563,132.585,132.80194370995133,131.73732889216694,1.0646148177843884,0.7594271277249928
AAPL,2021-04-20,135.02,135.43,134.92,135.395,1455455,135.395,132.84138802085155,131.6695152035403,1.1718728173112538,0.6831302052101438
AAPL,2021-04-19,133.47,133.75,133.34,133.73,1226999,133.73,132.37709493373364,131.37147641982352,1.0056185139101217,0.5609445521848662
AAPL,2021-04-16,134.3,134.67,134.24,134.32,4465876,134.32,132.13111219441248,131.1827945334094,0.948317661003074,0.4497760617535522
AAPL,2021-04-15,133.82,134.25,133.64,134.1338,1506507,134.1338,131.7331325933966,130.93181809608217,0.8013144973144222,0.32514066194117175
AAPL,2021-04-14,134.94,135.0,134.37,134.4796,1548127,134.4796,131.2966476103778,130.67565954376877,0.6209880666090442,0.20609720309785917
AAPL,2021-04-13,132.49,132.5374,131.93,132.365,1640580,132.365,130.71792899408285,130.37134430727025,0.346584686812605,0.10237448722007003
AAPL,2021-04-12,132.57,132.85,132.3,132.61,1768894,132.61,130.41846153846154,130.21185185185186,0.2066096866096813,0.04132193732193628
AAPL,2021-04-09,129.9,130.19,129.8,130.02,1630606,130.02,130.02,130.02,0.0,0.0
