Symbol,Date,Open,High,Low,Close,Volume,MDRPF SMA,MDRPF spanTwelveEMA,MDRPF spanTwntySixEMA,MDRPF_x,MDRPF_y
MDRPF,2020-08-06,1.51,1.52,1.46,1.47,499378,1.47,1.47,1.47,0.0,0.0
MDRPF,2020-08-05,1.415,1.52,1.415,1.48,719858,1.4800000000000002,1.4715384615384617,1.470740740740741,0.0007977207977207801,0.00015954415954415603
MDRPF,2020-08-04,1.3,1.47,1.24,1.43,845583,1.4300000000000002,1.4651479289940827,1.4677229080932783,-0.0025749790991957955,-0.00038736049220383423
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.2050000000000003,1.4251251706873012,1.4482619519382207,-0.02313678125091978,-0.004937244643947024
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.205,1.3912597598123315,1.4302425480909453,-0.03898278827861357,-0.011746353370880333
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.205,1.3626044121488965,1.4135579148990236,-0.05095350275012733,-0.01958778324672973
MDRPF,2020-07-31,1.1,1.15,1.06,1.15,223964,1.15,1.329896041049066,1.394035106387985,-0.06413906533891889,-0.028498039665167566
MDRPF,2020-07-30,1.17,1.19,1.14,1.18,383539,1.1800000000000002,1.3068351116569021,1.378180654062949,-0.07134554240604718,-0.03706754021334349
MDRPF,2020-07-29,1.2,1.23,1.135,1.1799,292582,1.1799000000000002,1.2873066329404554,1.3634931982064342,-0.07618656526597878,-0.044891345223870546
MDRPF,2020-07-28,1.195,1.24,1.19,1.21699,263901,1.21699,1.2764886894111545,1.352641109450402,-0.0761524200392476,-0.05114356018694596
MDRPF,2020-07-27,1.03,1.34,1.015,1.235,944722,1.2350000000000003,1.2701058141171306,1.3439269531948168,-0.07382113907768617,-0.055679075965094006
MDRPF,2020-07-27,1.03,1.34,1.015,1.235,944722,1.2350000000000003,1.264704919637572,1.3358582899952007,-0.07115337035762881,-0.058773934843600974
MDRPF,2020-07-27,1.03,1.34,1.015,1.235,944722,1.2350000000000003,1.2601349320010222,1.3283873055511115,-0.0682523735500895,-0.060669622584898684
MDRPF,2020-07-24,0.9213,1.0,0.9213,1.0,233017,1.0000000000000002,1.220114173231634,1.304062319954733,-0.08394814672309893,-0.06532532741253874
MDRPF,2020-07-23,0.91,0.9428,0.8690000000000001,0.94,245015,0.9400000000000002,1.1770196850421522,1.2770947406988271,-0.10007505565667496,-0.072275273061366
MDRPF,2020-07-22,0.982,0.982,0.87,0.8825,296722,0.8825000000000003,1.1317089642664362,1.2478655006470618,-0.11615653638062562,-0.08105152572521793
