Symbol,Date,Open,High,Low,Close,Volume,PSRU SMA,PSRU spanTwelveEMA,PSRU spanTwntySixEMA,PSRU_x,PSRU_y
PSRU,2020-08-06,0.061,0.075,0.06,0.064,135470,0.064,0.064,0.064,0.0,0.0
PSRU,2020-08-05,0.0925,0.11875,0.07,0.0909,1134881,0.09089999999999998,0.06813846153846154,0.06599259259259259,0.002145868945868948,0.0004291737891737896
PSRU,2020-08-04,0.0741,0.08,0.0655,0.0655,178440,0.06549999999999999,0.06773254437869823,0.06595610425240055,0.0017764401262976711,0.000698627056598566
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07549999999999997,0.06892753755120619,0.06666305949296347,0.0022644780582427165,0.001011797256927396
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07549999999999997,0.06993868562025139,0.06731764767866988,0.0026210379415815143,0.0013336453938582197
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07549999999999997,0.07079427244790502,0.06792374785062026,0.0028705245972847626,0.0016410212345435281
PSRU,2020-07-31,0.0401,0.0401,0.0401,0.0401,3150,0.04009999999999997,0.06607207668668888,0.06586272949131508,0.0002093471953737991,0.0013546864267095823
PSRU,2020-07-30,0.065,0.065,0.065,0.065,100,0.06499999999999997,0.06590714181181366,0.0657988236030695,0.000108318208744157,0.0011054127831164973
PSRU,2020-07-29,0.055,0.055,0.055,0.055,35500,0.054999999999999966,0.06422911999461156,0.06499891074358287,-0.0007697907489713081,0.0007303720766989362
PSRU,2020-07-28,0.085,0.085,0.08,0.08,35510,0.07999999999999996,0.06665540922620979,0.06611010254035453,0.0005453066858552708,0.0006933589985302031
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.10999999999999996,0.0733238078067929,0.0693612060558838,0.003962601750909095,0.0013472075490059815
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.10999999999999996,0.07896629891344015,0.0723714870887813,0.006594811824658847,0.002396728404136555
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.10999999999999996,0.08374071446521858,0.07515878434146417,0.008581930123754411,0.003633768748060126
PSRU,2020-07-24,0.109,0.11,0.09,0.11,22100,0.10999999999999996,0.08778060454749265,0.07773961513098535,0.0100409894165073,0.004915212881749561
PSRU,2020-07-23,0.08,0.1,0.071,0.1,936,0.09999999999999996,0.08966051154018609,0.07938853252869013,0.010271979011495956,0.00598656610769884
PSRU,2020-07-22,0.08,0.08,0.07,0.08,5600,0.07999999999999996,0.08817427899554207,0.07943382641545384,0.008740452580088237,0.00653734340217672
PSRU,2020-07-21,0.1,0.1,0.1,0.1,100,0.09999999999999996,0.0899936206885356,0.08095724668097577,0.009036374007559828,0.007037149523253342
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.06999999999999998,0.0869176790441455,0.08014559877868127,0.0067720802654642346,0.006984135671695521
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.06999999999999998,0.08431495919120004,0.0793940729432234,0.004920886247976639,0.006571485786951745
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.06999999999999998,0.08211265777716928,0.07869821568816981,0.0034144420889994503,0.005940077047361287
PSRU,2020-07-17,0.1001,0.14,0.1001,0.14,1300,0.14,0.09101840273452784,0.08323908860015725,0.0077793141343706065,0.006307924464763151
PSRU,2020-07-16,0.15,0.185,0.15,0.185,15688,0.18499999999999994,0.10547711000613896,0.09077693388903448,0.014700176117104474,0.007986374795231416
PSRU,2020-07-15,0.19,0.19,0.19,0.19,150,0.18999999999999995,0.11848063154365605,0.0981267906379949,0.02035384090566114,0.010459868017317363
PSRU,2020-07-14,0.19,0.19,0.19,0.19,1050,0.18999999999999995,0.1294836113061705,0.10493221355369896,0.02455139775247153,0.013278173964348198
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.22399999999999992,0.14402459418214425,0.1137520495867583,0.03027254459538595,0.01667704809055575
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.22399999999999992,0.15632850276950666,0.12191856443218363,0.03440993833732305,0.02022362613990921
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.22399999999999992,0.1667395023434287,0.12948015225202186,0.03725935009140685,0.02363077093020874
PSRU,2020-07-10,0.235,0.27,0.23,0.23,3700,0.23,0.17647188659828586,0.13692606690002024,0.0395458196982656,0.026813780683820114
PSRU,2020-07-09,0.268,0.35600000000000004,0.231,0.231,133914,0.231,0.1848608271216265,0.14389450638890766,0.040966320732718865,0.02964428869359987
PSRU,2020-07-08,0.2737,0.34,0.2736,0.2736,11340,0.27359999999999995,0.1985130075644532,0.15350232073047002,0.04501068683398316,0.03271756832167653
PSRU,2020-07-07,0.2,0.22555,0.2,0.22555,762,0.22555,0.2026725448622296,0.15883918586154633,0.04383335900068328,0.03494072645747788
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2,0.20226138411419428,0.16188813505698735,0.04037324905720693,0.03602723097742369
