Symbol,Date,Open,High,Low,Close,Volume,EQXWF SMA,EQXWF spanTwelveEMA,EQXWF spanTwntySixEMA,EQXWF_x,EQXWF_y
EQXWF,2020-08-06,0.58,0.6,0.57,0.6,33678,0.6,0.6,0.6,0.0,0.0
EQXWF,2020-08-05,0.5429999999999999,0.55,0.54,0.55,118300,0.5499999999999999,0.5923076923076923,0.5962962962962963,-0.003988603988604011,-0.0007977207977208022
EQXWF,2020-08-04,0.524,0.57,0.524,0.53,34492,0.53,0.5827218934911242,0.5913854595336077,-0.008663566042483417,-0.0023708898466733254
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.46,0.5638416021847974,0.5816532032718589,-0.017811601087061483,-0.005459032094750957
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4599999999999999,0.5478659710794439,0.5726418548813508,-0.024775883801906876,-0.009322402436182141
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4599999999999999,0.534348129374914,0.5642980137790284,-0.029949884404114387,-0.01344789882976859
EQXWF,2020-07-31,0.5252,0.5252,0.51,0.51,1500,0.51,0.5306022633172349,0.5602759386842856,-0.02967367536705068,-0.016693054137225008
EQXWF,2020-07-30,0.53,0.53,0.51,0.51,53700,0.51,0.5274326843453526,0.5565517950780422,-0.029119110732689583,-0.019178265456317924
EQXWF,2020-07-29,0.52878,0.52878,0.49093000000000003,0.5,95907,0.5,0.5232122713691445,0.5523627732204095,-0.029150501851265,-0.02117271273530734
EQXWF,2020-07-28,0.51762,0.53572,0.51,0.53572,12000,0.53572,0.525136537312353,0.5511299752040828,-0.02599343789172981,-0.022136857766591835
EQXWF,2020-07-27,0.5279,0.55,0.51928,0.55,72065,0.55,0.5289616854181448,0.5510462733371138,-0.022084587918968945,-0.02212640379706726
EQXWF,2020-07-27,0.5279,0.55,0.51928,0.55,72065,0.55,0.5321983491999687,0.5509687716084387,-0.018770422408470044,-0.021455207519347815
EQXWF,2020-07-27,0.5279,0.55,0.51928,0.55,72065,0.55,0.5349370647076658,0.5508970107485543,-0.015959946040888573,-0.020356155223655966
EQXWF,2020-07-24,0.50215,0.51,0.5,0.51,8030,0.51,0.5311005932141788,0.5478676025449578,-0.016767009330779015,-0.019638326045080576
EQXWF,2020-07-23,0.535,0.535,0.535,0.535,3486,0.5349999999999999,0.5317005019504589,0.546914446800887,-0.015213944850427931,-0.018753449806150048
EQXWF,2020-07-22,0.51,0.52,0.51,0.5157,18212,0.5156999999999999,0.5292388862657731,0.5446022655563768,-0.015363379290603718,-0.018075435703040783
EQXWF,2020-07-21,0.52,0.52,0.5199,0.52,4400,0.5199999999999998,0.5278175191479618,0.5427798755151637,-0.01496235636720189,-0.017452819835873004
EQXWF,2020-07-20,0.52,0.54032,0.5,0.54032,61545,0.5403199999999999,0.5297409777405829,0.5425976625140404,-0.012856684773457359,-0.016533592823389877
EQXWF,2020-07-20,0.52,0.54032,0.5,0.54032,61545,0.5403199999999998,0.5313685196266471,0.5424289467722596,-0.011060427145612506,-0.015438959687834403
EQXWF,2020-07-20,0.52,0.54032,0.5,0.54032,61545,0.5403199999999998,0.5327456704533168,0.5422727284928329,-0.009527058039516144,-0.014256579358170752
EQXWF,2020-07-17,0.48,0.5118,0.47,0.5101,7502,0.5100999999999999,0.5292617211528065,0.5398895634192897,-0.010627842266483278,-0.013530831939833256
EQXWF,2020-07-16,0.51,0.51,0.51,0.51,3000,0.5099999999999998,0.5262983794369901,0.5376755216845275,-0.011377142247537386,-0.013100094001374083
EQXWF,2020-07-15,0.5213,0.5286,0.51,0.51,13000,0.5099999999999998,0.523790936446684,0.5356254830412291,-0.011834546594545192,-0.012846984520008306
EQXWF,2020-07-14,0.5,0.5,0.5,0.5,200,0.4999999999999998,0.5201307923779633,0.5329865583715085,-0.01285576599354521,-0.012848740814715688
EQXWF,2020-07-13,0.545,0.555,0.545,0.55193,24599,0.5519299999999998,0.525022978165969,0.5343897762699154,-0.00936679810394636,-0.012152352272561824
EQXWF,2020-07-13,0.545,0.555,0.545,0.55193,24599,0.5519299999999998,0.5291625199865891,0.5356890521017735,-0.0065265321151843905,-0.011027188241086339
EQXWF,2020-07-13,0.545,0.555,0.545,0.55193,24599,0.5519299999999998,0.5326652092194216,0.53689208527942,-0.004226876059998386,-0.009667125804868748
EQXWF,2020-07-10,0.555,0.555,0.54871,0.55,21400,0.5499999999999998,0.5353321001087413,0.5378630419253889,-0.002530941816647592,-0.008239889007224518
EQXWF,2020-07-09,0.53,0.551,0.53,0.55,19937,0.5499999999999998,0.5375887000920119,0.5387620758568417,-0.0011733757648297873,-0.006826586358745572
EQXWF,2020-07-08,0.4961,0.52,0.4961,0.52,15350,0.5199999999999998,0.5348827462317023,0.5373722924600386,-0.0024895462283363035,-0.0059591783326637185
EQXWF,2020-07-07,0.49,0.51,0.4878,0.5,108723,0.4999999999999998,0.5295161698883635,0.5346039745000357,-0.005087804611672242,-0.005784903588465423
EQXWF,2020-07-06,0.52,0.56,0.50555,0.52,27183,0.5199999999999998,0.5280521437516922,0.5335221986111442,-0.005470054859452067,-0.005721933842662752
EQXWF,2020-07-06,0.52,0.56,0.50555,0.52,27183,0.5199999999999998,0.5268133524052779,0.5325205542695779,-0.005707201864300071,-0.005718987446990217
EQXWF,2020-07-06,0.52,0.56,0.50555,0.52,27183,0.5199999999999998,0.5257651443429274,0.5315931058051648,-0.005827961462237408,-0.0057407822500396555
EQXWF,2020-07-06,0.52,0.56,0.50555,0.52,27183,0.5199999999999998,0.5248781990594001,0.5307343572270045,-0.00585615816760432,-0.005763857433552589
EQXWF,2020-07-02,0.53,0.55552,0.53,0.5352,21844,0.5351999999999997,0.526466168434877,0.5310651455805597,-0.004598977145682692,-0.005530881375978609
EQXWF,2020-07-01,0.55,0.56,0.52,0.56,3725,0.5599999999999997,0.5316252194448959,0.5332084681301479,-0.0015832486852519476,-0.004741354837833277
EQXWF,2020-06-30,0.4944,0.51762,0.4944,0.5162,6425,0.5161999999999995,0.5292521087610658,0.5319485816019888,-0.002696472840923003,-0.004332378438451223
EQXWF,2020-06-29,0.53,0.5385,0.4928,0.5092,20400,0.5091999999999994,0.526167168951671,0.5302635014833229,-0.0040963325316518695,-0.004285169257091353
EQXWF,2020-06-29,0.53,0.5385,0.4928,0.5092,20400,0.5091999999999993,0.5235568352667985,0.5287032421141878,-0.005146406847389318,-0.004457416775150946
EQXWF,2020-06-29,0.53,0.5385,0.4928,0.5092,20400,0.5091999999999993,0.5213480913795988,0.5272585575131369,-0.005910466133538073,-0.004748026646828371
EQXWF,2020-06-26,0.48517,0.4876,0.48,0.48,1700,0.4799999999999993,0.5149868465519682,0.5237579236232749,-0.008771077071306643,-0.005552636731724026
EQXWF,2020-06-25,0.49,0.49,0.49,0.49,8000,0.4899999999999993,0.5111427163132038,0.5212573366882175,-0.01011462037501365,-0.00646503346038195
EQXWF,2020-06-24,0.51132,0.54,0.51132,0.527,69735,0.5269999999999995,0.5135822984188648,0.5216827191557569,-0.0081004207368921,-0.0067921109156839805
