Symbol,Date,Open,High,Low,Close,Volume,AFMD SMA,AFMD spanTwelveEMA,AFMD spanTwntySixEMA,AFMD_x,AFMD_y
AFMD,2020-08-17,3.41,3.47,3.39,3.46,117231,3.46,3.46,3.46,0.0,0.0
AFMD,2020-08-17,3.41,3.47,3.39,3.46,117231,3.46,3.46,3.46,0.0,0.0
AFMD,2020-08-17,3.41,3.47,3.39,3.46,117231,3.46,3.46,3.46,0.0,0.0
AFMD,2020-08-14,3.45,3.4656,3.365,3.42,88399,3.42,3.4538461538461536,3.457037037037037,-0.0031908831908831203,-0.0006381766381766241
AFMD,2020-08-13,3.34,3.43,3.34,3.37,123341,3.37,3.4409467455621305,3.4505898491083675,-0.009643103546236986,-0.0024391620197886967
AFMD,2020-08-12,3.5,3.65,3.41,3.575,119180,3.575,3.4615703231679564,3.459805415841081,0.0017649073268755087,-0.0015983481504558555
AFMD,2020-08-11,3.8,3.94,3.41,3.48,339757,3.4799999999999995,3.4644056580651936,3.461301310963964,0.003104347101229976,-0.0006578091001186894
AFMD,2020-08-10,3.85,3.9201,3.8,3.92,101983,3.92,3.534497095285933,3.4952789916333,0.03921810365263356,0.007317373450431762
AFMD,2020-08-10,3.85,3.9201,3.8,3.92,101983,3.92,3.5938052344727125,3.526739807067869,0.06706542740484299,0.019266984241314008
AFMD,2020-08-10,3.85,3.9201,3.8,3.92,101983,3.92,3.6439890445538334,3.555870191729509,0.08811885282432462,0.03303735795791613
AFMD,2020-08-07,3.78,3.8032,3.74,3.75,37474,3.75,3.6602984223147823,3.5702501775273228,0.09004824478745954,0.044439535323824816
AFMD,2020-08-06,3.82,3.82,3.71,3.755,48503,3.755,3.6748678958048164,3.5839353495623363,0.09093254624248016,0.053738137507555885
AFMD,2020-08-05,3.8,3.82,3.705,3.72,63696,3.72,3.6818112964502285,3.5940142125577186,0.0877970838925104,0.06054992678454679
AFMD,2020-08-04,3.81,3.85,3.6732,3.71,65505,3.71,3.6861480200732704,3.6026057523682584,0.08354226770501239,0.06514839496863992
AFMD,2020-08-03,3.51,3.655,3.51,3.65,170002,3.65,3.680586786215844,3.606116437378017,0.07447034883782777,0.06701278574247749
AFMD,2020-08-03,3.51,3.655,3.51,3.65,170002,3.649999999999999,3.6758811267980223,3.609367071646312,0.0665140551517105,0.06691303962432409
AFMD,2020-08-03,3.51,3.655,3.51,3.65,170002,3.649999999999999,3.6718994149829416,3.612376918191029,0.059522496791912786,0.06543493105784183
AFMD,2020-07-31,3.69,3.7343,3.595,3.6467,99001,3.6467,3.668022581908644,3.614919368695397,0.053103213213246285,0.06296858748892273
AFMD,2020-07-30,3.53,3.72,3.51,3.65,134160,3.65,3.6652498769996216,3.617517933977219,0.047731943022402135,0.059921258595618615
AFMD,2020-07-29,3.82,3.89,3.8,3.81,97522,3.809999999999999,3.687519126691988,3.6317758647937217,0.05574326189826584,0.05908565925614806
AFMD,2020-07-28,3.97,4.01,3.865,3.8799,63495,3.8799,3.7171161841239897,3.6501554303645567,0.06696075375943256,0.06066067815680496
AFMD,2020-07-27,3.95,4.11,3.92,4.09,126727,4.089999999999999,3.774482925027991,3.682736509596813,0.09174641543117844,0.06687782561167967
AFMD,2020-07-27,3.95,4.11,3.92,4.09,126727,4.09,3.823024013485223,3.712904175552605,0.11011983793261848,0.07552622807586742
AFMD,2020-07-27,3.95,4.11,3.92,4.09,126727,4.09,3.864097242179804,3.7408371995857452,0.12326004259405955,0.08507299097950585
AFMD,2020-07-24,4.07,4.145,3.98,4.08,126068,4.08,3.8973130510752187,3.765960369986801,0.13135268108841824,0.09432892900128834
AFMD,2020-07-23,4.25,4.25,4.16,4.23,42053,4.23,3.9484956586021087,3.8003336759137047,0.14816198268840394,0.10509553973871147
AFMD,2020-07-22,4.38,4.43,4.23,4.2403,93944,4.240300000000001,3.993388634201784,3.8329237739941715,0.1604648602076133,0.11616940383249186
AFMD,2020-07-21,4.44,4.455,4.38,4.41,126525,4.410000000000001,4.057482690478434,3.875670161105714,0.18181252937271888,0.12929802894053727
AFMD,2020-07-20,4.41,4.5,4.36,4.455,96742,4.455000000000002,4.118639199635597,3.9185834825052903,0.20005571713030607,0.14344956657849103
AFMD,2020-07-20,4.41,4.5,4.36,4.455,96742,4.455000000000002,4.170387015076273,3.9583180393567514,0.21206897571952327,0.1571734484066975
AFMD,2020-07-20,4.41,4.5,4.36,4.455,96742,4.455000000000002,4.214173628141463,3.9951092957006953,0.21906433244076773,0.16955162521351155
AFMD,2020-07-17,4.51,4.61,4.47,4.52,204403,4.520000000000001,4.261223839196623,4.033990088611755,0.2272337505848681,0.18108805028778288
AFMD,2020-07-16,4.56,4.61,4.45,4.52,248758,4.520000000000001,4.3010355562432965,4.069990822788663,0.2310447334546337,0.19107938692115303
AFMD,2020-07-15,4.27,4.495,4.27,4.4001,252996,4.400100000000002,4.3162762398981736,4.094443354433946,0.2218328854642273,0.1972300866297679
AFMD,2020-07-14,4.26,4.346,4.19,4.23,87775,4.230000000000002,4.303002972221532,4.104484587438839,0.1985183847826928,0.1974877462603529
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.410000000000002,4.319464053418218,4.127115358739665,0.19234869467855376,0.19645993594399308
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.410000000000002,4.333392660584647,4.148069776610802,0.18532288397384544,0.19423252554996356
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.410000000000002,4.345178405110087,4.167472015380373,0.17770638972971398,0.19092729838591366
AFMD,2020-07-10,4.51,4.6,4.42,4.58,97605,4.580000000000002,4.38130480432392,4.198029643870716,0.1832751604532037,0.18939687079937167
AFMD,2020-07-09,4.62,4.71,4.59,4.7,110638,4.700000000000001,4.430334834427932,4.235212633213627,0.19512220121430526,0.1905419368823584
AFMD,2020-07-08,4.39,4.51,4.39,4.46,60051,4.46,4.434898706054403,4.251863549271876,0.18303515678252769,0.18904058086239225
AFMD,2020-07-07,4.35,4.5068,4.32,4.415,169298,4.415,4.431837366661418,4.263947730807293,0.16788963585412642,0.18481039186073908
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.56,4.4515546948673546,4.285877528525272,0.16567716634208374,0.180983746757008
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.56,4.4682385879646835,4.3061828967826585,0.1620556911820259,0.1771981356420116
