Symbol,Date,Open,High,Low,Close,Volume,PSRU SMA,PSRU spanTwelveEMA,PSRU spanTwntySixEMA,PSRU_x,PSRU_y
PSRU,2020-08-17,0.0485,0.0485,0.04,0.0469,122118,0.0469,0.0469,0.0469,0.0,0.0
PSRU,2020-08-17,0.0485,0.0485,0.04,0.0469,122118,0.0469,0.0469,0.0469,0.0,0.0
PSRU,2020-08-17,0.0485,0.0485,0.04,0.0469,122118,0.0469,0.0469,0.0469,0.0,0.0
PSRU,2020-08-14,0.040999999999999995,0.04785,0.040999999999999995,0.0475,16100,0.0475,0.04699230769230769,0.046944444444444434,4.786324786324597e-05,9.572649572649195e-06
PSRU,2020-08-13,0.0405,0.0485,0.0405,0.0485,76424,0.0485,0.04722426035502959,0.04705967078189299,0.0001645895731365865,4.057603428543666e-05
PSRU,2020-08-12,0.0425,0.052000000000000005,0.0425,0.051,14307,0.051,0.04780514337733273,0.047351547020271285,0.00045359635706143653,0.00012318009884063663
PSRU,2020-08-11,0.04375,0.04904,0.0425,0.0425,73868,0.0425,0.046988967473127696,0.04699217316691787,-3.2056937901703275e-06,9.790294031447524e-05
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.0479906647849542,0.047474234413812835,0.0005164303711413659,0.00018160842647985337
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.04883825481803817,0.047920587420197065,0.0009176673978411043,0.00032882022075210357
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.049555446384493836,0.0483338772409232,0.0012215691435706333,0.0005073700053158096
PSRU,2020-08-07,0.0699,0.07,0.06,0.065,198537,0.065,0.05193153155611017,0.049568404852706666,0.0023631267034035022,0.0008785213449333481
PSRU,2020-08-06,0.061,0.075,0.06,0.064,135470,0.064,0.053788219009016286,0.05063741190065432,0.003150807108361971,0.0013329784976190728
PSRU,2020-08-05,0.0925,0.11875,0.07,0.0909,1134881,0.09089999999999998,0.05949772377685994,0.053619825833939185,0.0058778979429207475,0.0022419623866794082
PSRU,2020-08-04,0.0741,0.08,0.0655,0.0655,178440,0.06549999999999999,0.060421150888112264,0.05449983873512888,0.005921312152983381,0.0029778323399402033
