Symbol,Date,Open,High,Low,Close,Volume,RSSV SMA,RSSV spanTwelveEMA,RSSV spanTwntySixEMA,RSSV_x,RSSV_y
RSSV,2020-08-17,0.185,0.19,0.1313,0.142,195729,0.142,0.142,0.142,0.0,0.0
RSSV,2020-08-17,0.185,0.19,0.1313,0.142,195729,0.142,0.142,0.142,0.0,0.0
RSSV,2020-08-17,0.185,0.19,0.1313,0.142,195729,0.142,0.142,0.142,0.0,0.0
RSSV,2020-08-14,0.1585,0.17,0.1585,0.16275,50532,0.16274999999999998,0.14519230769230768,0.14353703703703702,0.0016552706552706573,0.0003310541310541315
RSSV,2020-08-13,0.1999,0.1999,0.1511,0.1608,199640,0.1608,0.14759349112426035,0.14481577503429355,0.002777716089966797,0.0008203865228366646
RSSV,2020-08-12,0.15575,0.18899999999999997,0.1432,0.15775,336002,0.15775,0.14915603095129726,0.14577386577249402,0.0033821651788032148,0.0013327422540299746
RSSV,2020-08-11,0.1901,0.215,0.16,0.1775,543924,0.1775,0.15351664157417458,0.14812394978934632,0.005392691784828263,0.0021447321601896323
RSSV,2020-08-10,0.16,0.2,0.155,0.18085,929880,0.18085,0.15772177363968615,0.15054810165680213,0.007173671982884045,0.0031505201247285152
RSSV,2020-08-10,0.16,0.2,0.155,0.18085,929880,0.18085,0.16127996231050368,0.15279268671926124,0.00848727559124243,0.0042178712180312985
RSSV,2020-08-10,0.16,0.2,0.155,0.18085,929880,0.18085,0.16429073733965696,0.15487100622153818,0.00941973111811878,0.005258243198048795
RSSV,2020-08-07,0.13,0.147,0.13,0.139,371741,0.139,0.16039985467201742,0.15369537613105388,0.0067044785409635385,0.005547490266631744
RSSV,2020-08-06,0.1782,0.1782,0.1401,0.16,625296,0.16000000000000006,0.16033833856863014,0.1541623853065314,0.006175953262098743,0.005673182865725144
RSSV,2020-08-05,0.2199,0.2199,0.17,0.1825,458683,0.1825,0.16374782494268705,0.15626146787641795,0.0074863570662691,0.006035817705833935
RSSV,2020-08-04,0.1999,0.245,0.15,0.1855,2407821,0.1855,0.1670943134130429,0.15842728507075735,0.008667028342285527,0.006562059833124254
RSSV,2020-08-03,0.27,0.3742,0.23,0.345,1985327,0.345,0.19446441904180556,0.1722474861766272,0.02221693286517834,0.009693034439535071
RSSV,2020-08-03,0.27,0.3742,0.23,0.345,1985327,0.345,0.21762373918922007,0.18504396868206224,0.03257977050715785,0.014270381653059628
RSSV,2020-08-03,0.27,0.3742,0.23,0.345,1985327,0.345,0.23722008700626315,0.19689256359450205,0.040327523411761074,0.01948181000479992
RSSV,2020-07-31,0.066,0.1,0.06,0.08575,1023902,0.08574999999999999,0.21391699669760728,0.1886597811060204,0.025257215591586862,0.02063689112215731
RSSV,2020-07-30,0.04,0.040999999999999995,0.037000000000000005,0.037000000000000005,252516,0.036999999999999984,0.18669899720566768,0.1774257232463152,0.009273273959352485,0.018364167689596346
RSSV,2020-07-29,0.051,0.051,0.0435,0.047225,58190,0.04722499999999999,0.1652414591740265,0.16778122522806962,-0.00253976605404313,0.014183380940868451
RSSV,2020-07-28,0.05925,0.05925,0.055,0.0577,335918,0.05769999999999999,0.14869661930109934,0.15962706039636074,-0.010930441095261423,0.009160616533642477
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999999,0.13812790863939173,0.15372875962625995,-0.015600850986868225,0.004208323029540337
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999997,0.1291851534641007,0.14826737002431475,-0.019082216560214055,-0.00044978488841054126
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999997,0.12161820677731597,0.14321052780029142,-0.021592321022975442,-0.004678292115323521
RSSV,2020-07-24,0.1,0.11,0.08199999999999999,0.11,633353,0.10999999999999996,0.1198307903500366,0.14075048870397355,-0.02091969835393695,-0.007926573363046207
RSSV,2020-07-23,0.075,0.1,0.07,0.09,323352,0.08999999999999997,0.1152414379884925,0.13699119324441994,-0.02174975525592744,-0.010691209741622455
RSSV,2020-07-22,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,10000,0.025999999999999968,0.10151198599026287,0.1287696233744629,-0.02725763738420002,-0.014004495270137968
