Symbol,Date,Open,High,Low,Close,Volume,DOCRF SMA,DOCRF spanTwelveEMA,DOCRF spanTwntySixEMA,DOCRF_x,DOCRF_y
DOCRF,2020-08-17,0.62,0.6594,0.62,0.6403,83570,0.6403,0.6403,0.6403,0.0,0.0
DOCRF,2020-08-17,0.62,0.6594,0.62,0.6403,83570,0.6403,0.6403,0.6403,0.0,0.0
DOCRF,2020-08-17,0.62,0.6594,0.62,0.6403,83570,0.6403,0.6403,0.6403,0.0,0.0
DOCRF,2020-08-14,0.6586,0.66,0.6486,0.6536,32136,0.6535999999999998,0.6423461538461538,0.6412851851851852,0.0010609686609686086,0.00021219373219372173
DOCRF,2020-08-13,0.6,0.6409999999999999,0.6,0.6252,18814,0.6252,0.6397082840236686,0.6400936899862826,-0.0003854059626139384,9.26737932321897e-05
DOCRF,2020-08-12,0.6234,0.6523,0.6002,0.625,65352,0.625,0.6374454710969504,0.6389756388761876,-0.0015301677792372015,-0.00023189452126168856
DOCRF,2020-08-11,0.6538,0.6538,0.5981,0.602,97928,0.6019999999999999,0.6319923216974196,0.6362367026631367,-0.004244380965717109,-0.001034391810152773
DOCRF,2020-08-10,0.721,0.721,0.6793,0.698,91352,0.6979999999999998,0.6421473491285858,0.6408117617251265,0.001335587403459293,-0.0005603959674303598
DOCRF,2020-08-10,0.721,0.721,0.6793,0.698,91352,0.698,0.650740064647265,0.6450479275232653,0.00569213712399963,0.0006901106508556381
DOCRF,2020-08-10,0.721,0.721,0.6793,0.698,91352,0.698,0.6580108239323011,0.6489703032622827,0.00904052067001848,0.0023601926546882065
DOCRF,2020-08-07,0.72,0.736,0.6428,0.6485,937968,0.6484999999999999,0.6565476202504086,0.648935465983595,0.00761215426681361,0.0034105849771132873
DOCRF,2020-08-06,0.643,0.7052,0.6371,0.6970000000000001,189374,0.6970000000000001,0.6627710632888073,0.652495801836662,0.0102752614521453,0.00478352027211969
DOCRF,2020-08-05,0.5867,0.59,0.58,0.59,45924,0.5899999999999999,0.6515755150905294,0.6478664831820944,0.003709031908434968,0.004568622599382746
DOCRF,2020-08-04,0.569,0.569,0.54255,0.55,77743,0.5499999999999999,0.6359485127689095,0.6406171140574948,-0.004668601288585261,0.0027211778217891445
