Symbol,Date,Open,High,Low,Close,Volume,IDCBF SMA,IDCBF spanTwelveEMA,IDCBF spanTwntySixEMA,IDCBF_x,IDCBF_y
IDCBF,2020-08-17,0.611,0.611,0.598,0.598,50000,0.598,0.598,0.598,0.0,0.0
IDCBF,2020-08-17,0.611,0.611,0.598,0.598,50000,0.598,0.598,0.598,0.0,0.0
IDCBF,2020-08-17,0.611,0.611,0.598,0.598,50000,0.598,0.598,0.598,0.0,0.0
IDCBF,2020-08-14,0.60215,0.60215,0.5833,0.5833,50000,0.5833,0.5957384615384616,0.5969111111111111,-0.001172649572649509,-0.00023452991452990182
IDCBF,2020-08-14,0.60215,0.60215,0.5833,0.5833,50000,0.5833,0.5938248520710059,0.5959028806584361,-0.002078028587430225,-0.0006032296491099666
IDCBF,2020-08-12,0.618,0.618,0.618,0.618,1000,0.618,0.5975441055985434,0.5975397043133668,4.401285176647285e-06,-0.0004817034622526438
IDCBF,2020-08-11,0.5993,0.5993,0.5993,0.5993,1000,0.5993,0.5978142431987675,0.5976700965864508,0.0001441466123167645,-0.00035653344733876214
IDCBF,2020-08-10,0.55,0.55,0.55,0.55,100,0.5500000000000002,0.5904582057835726,0.5941389783207878,-0.0036807725372152156,-0.0010213812653140529
IDCBF,2020-08-10,0.55,0.55,0.55,0.55,100,0.55,0.5842338664322537,0.5908694243710998,-0.0066355579388460715,-0.002144216600020457
IDCBF,2020-08-10,0.55,0.55,0.55,0.55,100,0.55,0.5789671177503686,0.5878420596028702,-0.008874941852501594,-0.0034903616505166848
IDCBF,2020-08-07,0.59224,0.59224,0.59,0.59,10145,0.5900000000000001,0.5806644842503119,0.5880019070396946,-0.0073374227893826536,-0.004259773878289879
IDCBF,2020-08-06,0.59,0.59,0.59,0.59,1000,0.5900000000000002,0.5821007174425716,0.5881499139256431,-0.006049196483071451,-0.004617658399246194
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.6004680000000001,0.5849264532206375,0.5890623647459658,-0.0041359115253283285,-0.0045213090244626206
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5873174604174625,0.5899072266166351,-0.002589766199172616,-0.00413500045940462
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5893406203532374,0.5906895061265139,-0.0013488857732765205,-0.0035777775221790004
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5910525249142778,0.5914138390060315,-0.0003613140917536617,-0.0029344848360939326
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5925010595428505,0.5920845175981774,0.00041654194467311,-0.002264279479940524
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000001,0.5921162811516427,0.5919301088872012,0.0001861722644415087,-0.0017741891310641177
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000002,0.5917906994360054,0.5917871378585197,3.5615774857111764e-06,-0.001418638989354152
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000002,0.5915152072150816,0.5916547572764069,-0.00013955006132548853,-0.0011628212037484195
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.6190000000000001,0.5957436368742998,0.5936803308114879,0.0020633060628117983,-0.0005175957504363759
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.5993215388936383,0.5955558618624888,0.003765677031149495,0.0003390588058807983
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.6023489944484631,0.5972924646874895,0.005056529760973594,0.0012825529968993575
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.6049106876102379,0.598900430266194,0.006010257344044034,0.002228093866328293
IDCBF,2020-07-24,0.61,0.62,0.5953,0.62,9825,0.6199999999999999,0.607232120285586,0.600463361357587,0.006768758927998997,0.003136226878662434
