Symbol,Date,Open,High,Low,Close,Volume,ENKS SMA,ENKS spanTwelveEMA,ENKS spanTwntySixEMA,ENKS_x,ENKS_y
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08400000000000005,0.09631850884766753,0.08972832033485746,0.006590188512810069,0.005669219822307213
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08400000000000002,0.09442335364033408,0.08930400031005321,0.0051193533302808505,0.00555924652390194
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08400000000000002,0.09281976077259037,0.08891111139819742,0.0039086493743929465,0.005229127094000141
ENKS,2020-07-31,0.075,0.08,0.0711,0.075,224100,0.07500000000000002,0.09007825911526876,0.08788065870203464,0.0021976004132341354,0.004622821757846941
ENKS,2020-07-30,0.1,0.1,0.1,0.1,5000,0.10000000000000003,0.0916046807898428,0.08877838768706911,0.0028262931027737,0.004263516026832293
ENKS,2020-07-29,0.0886,0.0886,0.0886,0.0886,5500,0.08860000000000004,0.09114242220679006,0.08876517378432325,0.00237724842246681,0.003886262505959196
ENKS,2020-07-28,0.085,0.085,0.085,0.085,1000,0.08500000000000002,0.0901974341749762,0.08848627202252153,0.001711162152454676,0.0034512424352582923
ENKS,2020-07-27,0.08,0.08,0.075,0.075,713000,0.07500000000000002,0.08785936737882602,0.08748728890974215,0.0003720784690838669,0.0028354096420234076
ENKS,2020-07-27,0.08,0.08,0.075,0.075,713000,0.07500000000000002,0.08588100316669894,0.08656230454605754,-0.0006813013793585954,0.002132067437747007
ENKS,2020-07-27,0.08,0.08,0.075,0.075,713000,0.07500000000000002,0.08420700267951449,0.08570583754264588,-0.0014988348631313766,0.0014058869775713306
ENKS,2020-07-24,0.08,0.08,0.078,0.078,600000,0.07800000000000003,0.08325207919035843,0.08513503476170914,-0.0018829555713507226,0.00074811846778692
ENKS,2020-07-23,0.075,0.0799,0.075,0.0799,54200,0.07990000000000004,0.08273637469953404,0.08474725440898995,-0.002010879709455904,0.00019631883233835526
ENKS,2020-07-22,0.07,0.075,0.07,0.07,247000,0.07000000000000002,0.08077693243806726,0.0836548651935092,-0.002877932755441945,-0.00041853148521770476
ENKS,2020-07-21,0.094,0.094,0.094,0.094,13244,0.09400000000000004,0.08281125052451846,0.08442117147547147,-0.0016099209509530257,-0.0006568093783647689
ENKS,2020-07-21,0.094,0.094,0.094,0.094,13244,0.09400000000000004,0.08453259659766946,0.08513071432914028,-0.0005981177314708098,-0.0006450710489859772
ENKS,2020-07-21,0.094,0.094,0.094,0.094,13244,0.09400000000000004,0.08598912019802801,0.08578769845290765,0.00020142174512036148,-0.0004757724901647094
ENKS,2020-07-21,0.094,0.094,0.094,0.094,13244,0.09400000000000004,0.08722156324448524,0.08639601708602561,0.0008255461584596308,-0.0002155087604398414
ENKS,2020-07-17,0.076,0.095,0.076,0.094,21200,0.09400000000000004,0.0882643996684106,0.08695927507965334,0.001305124588757256,8.861790939957808e-05
ENKS,2020-07-16,0.083,0.09,0.0679,0.0679,856200,0.06790000000000004,0.08513141510403974,0.08554747692560495,-0.00041606182156521404,-1.231803679338034e-05
ENKS,2020-07-15,0.06,0.06,0.06,0.06,85000,0.06000000000000004,0.08126504354957209,0.08365507122741199,-0.0023900276778398982,-0.00048785996500268393
ENKS,2020-07-14,0.081,0.081,0.081,0.081,10000,0.08100000000000004,0.0812242676188687,0.08345839928464073,-0.002234131665772035,-0.0008371143051565542
ENKS,2020-07-13,0.075,0.08,0.075,0.08,86500,0.08000000000000003,0.08103591875442738,0.08320222155985252,-0.002166302805425166,-0.0011029520052102766
ENKS,2020-07-13,0.075,0.08,0.075,0.08,86500,0.08000000000000003,0.08087654663836162,0.08296501996282643,-0.002088473324464809,-0.0013000562690611832
ENKS,2020-07-13,0.075,0.08,0.075,0.08,86500,0.08000000000000003,0.08074169330938291,0.08274538885446893,-0.0020036955450860178,-0.0014407841242661504
ENKS,2020-07-10,0.09,0.09,0.09,0.09,4088,0.09000000000000004,0.08216604818486246,0.0832827674578416,-0.0011167192729791414,-0.0013759711540087486
ENKS,2020-07-09,0.0973,0.0973,0.0973,0.0973,500,0.09730000000000004,0.08449434846411437,0.08432108097948297,0.00017326748463140915,-0.001066123426280717
ENKS,2020-07-08,0.087,0.087,0.087,0.087,10000,0.08700000000000002,0.08487983331578909,0.0845195194254472,0.00036031389034188455,-0.0007808359629561968
ENKS,2020-07-07,0.09,0.09,0.08900000000000001,0.08900000000000001,30394,0.08900000000000005,0.08551370511336001,0.08485140687541408,0.0006622982379459326,-0.000492209122775771
ENKS,2020-07-06,0.1145,0.1145,0.1145,0.1145,300,0.11450000000000005,0.08997313509592,0.08704759895871672,0.002925536137203269,0.00019133992922003708
ENKS,2020-07-06,0.1145,0.1145,0.1145,0.1145,300,0.11450000000000005,0.09374649892731693,0.08908111014695994,0.004665388780356994,0.0010861496994474284
