Symbol,Date,Open,High,Low,Close,Volume,AGE SMA,AGE spanTwelveEMA,AGE spanTwntySixEMA,AGE_x,AGE_y
AGE,2020-08-17,1.07,1.1,1.01,1.095,179325,1.095,1.095,1.095,0.0,0.0
AGE,2020-08-17,1.07,1.1,1.01,1.095,179325,1.095,1.095,1.095,0.0,0.0
AGE,2020-08-17,1.07,1.1,1.01,1.095,179325,1.095,1.095,1.095,0.0,0.0
AGE,2020-08-14,1.25,1.25,1.17,1.185,42464,1.1850000000000005,1.1088461538461538,1.1016666666666666,0.007179487179487244,0.0014358974358974488
AGE,2020-08-13,1.18,1.2315,1.18,1.2183,26608,1.2183000000000002,1.1256852071005916,1.1103061728395058,0.015379034261085556,0.00422452480093507
AGE,2020-08-12,1.3,1.3,1.26,1.29,23080,1.2900000000000005,1.150964406008193,1.1236168267032465,0.027347579304946468,0.00884913570173735
AGE,2020-08-11,1.3,1.3,1.25,1.275,34882,1.2750000000000004,1.1700468050838555,1.1348303950955985,0.035216409988257036,0.014122590559041288
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2800000000000007,1.1869626812248009,1.1455836991625912,0.04137898206220969,0.01957386885967497
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2800000000000005,1.2012761148825242,1.1555404621875844,0.04573565269493951,0.02480622562672788
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2800000000000005,1.213387481823674,1.1647596872107264,0.04862779461294764,0.029570539423971833
AGE,2020-08-07,1.4,1.405,1.35,1.3916,32088,1.3916000000000006,1.2408047923123395,1.1815626733432654,0.059242118969074165,0.0355048553329923
AGE,2020-08-06,1.31,1.5198,1.25,1.51,273929,1.510000000000001,1.2822194396489026,1.2058913642067273,0.07632807544217535,0.04366949935482891
AGE,2020-08-05,1.41,1.49,1.31,1.3672,604972,1.3672000000000006,1.2952933720106101,1.2178401520432658,0.07745321996734389,0.050426243477331906
AGE,2020-08-04,1.1,1.11,1.1,1.1,23903,1.100000000000001,1.2652482378551315,1.2091112518919132,0.05613698596321859,0.05156839197450925
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0700000000000007,1.2352100474158805,1.1988067147147343,0.03640333270114615,0.04853538011983663
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0700000000000005,1.2097931170442064,1.189265476587717,0.02052764045648936,0.042933832187167176
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0700000000000005,1.18828648365279,1.1804309968404791,0.007855486812311073,0.03591816311219596
AGE,2020-07-31,1.09,1.12,1.09,1.1,12559,1.1000000000000008,1.1747039477062071,1.1744731452226658,0.00023080248354112598,0.028780690986464994
AGE,2020-07-30,1.2,1.2,1.1,1.11,71767,1.1100000000000008,1.1647494942129444,1.1696973566876534,-0.0049478624747090185,0.02203498029423019
AGE,2020-07-29,1.23,1.29,1.23,1.23,13625,1.2300000000000006,1.174788033564799,1.1741642191552346,0.0006238144095644937,0.01775274711729705
AGE,2020-07-28,1.27,1.27,1.23,1.26,27372,1.2600000000000011,1.1878975668625222,1.1805224251437356,0.007375141718786615,0.015677226037594964
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.320000000000001,1.2082210181144422,1.1908540973553108,0.017366920759131155,0.016015164981902204
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.320000000000001,1.225417784558374,1.2004204605141766,0.02499732404419741,0.017811596794361246
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.320000000000001,1.2399688946263163,1.2092782041797931,0.030690690446523394,0.020387415524793676
AGE,2020-07-24,1.34,1.4499,1.33,1.35,58225,1.3500000000000008,1.2568967569914986,1.2197020409072157,0.037194716084282715,0.023748875636691483
AGE,2020-07-23,1.35,1.45,1.35,1.435,67931,1.435000000000001,1.2842972559158834,1.235650037877052,0.048647218038831534,0.028728544117119496
AGE,2020-07-22,1.34,1.43,1.3,1.3185,137752,1.3185000000000011,1.2895592165442091,1.2417870721083812,0.04777214443582789,0.032537264180861176
AGE,2020-07-21,1.25,1.52,1.2,1.38,558092,1.3800000000000006,1.3034731832297155,1.2520250667670196,0.05144811646269587,0.036319434637228115
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685010000000008,1.2519390011943747,1.231023284043537,0.02091571715083806,0.03323869113995011
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685010000000008,1.2083331548567786,1.2115771889292006,-0.00324403407242202,0.025942146097475683
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685010000000008,1.171435900263428,1.1935715453048157,-0.02213564504138743,0.016326587869703063
AGE,2020-07-17,1.05,1.06,1.0201,1.03,24613,1.0300000000000007,1.1496765309921315,1.181455134541496,-0.03177860354936435,0.006705549585889581
AGE,2020-07-16,0.9377,1.0139,0.92,0.98,161622,0.9800000000000006,1.1235724493010344,1.1665325319828663,-0.042960082681832164,-0.0032275768676547686
AGE,2020-07-15,0.9,0.91495,0.89,0.9020100000000001,3844,0.9020100000000006,1.0894859186393369,1.146938270354506,-0.05745235171516928,-0.01407253183715767
AGE,2020-07-14,0.9123,0.9558,0.88,0.888,8476,0.8880000000000005,1.0584880850025158,1.1277576577356538,-0.06926957273313805,-0.02511194001635375
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9200000000000004,1.0371822257713594,1.1123682016070868,-0.07518597583572739,-0.035126747180228485
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9200000000000004,1.019154191037304,1.0981187051917471,-0.07896451415444282,-0.04389430057507135
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9200000000000004,1.0038997001084882,1.0849247270293951,-0.08102502692090696,-0.05132044584423848
AGE,2020-07-10,0.9,0.9059999999999999,0.88,0.8802,44535,0.8802000000000004,0.9848689770148746,1.069759932434625,-0.08489095541975034,-0.05803454775934086
AGE,2020-07-09,0.8809999999999999,0.9,0.88,0.8902,31225,0.8902000000000004,0.9703045190125864,1.056459196698727,-0.08615467768614038,-0.06365857374470077
AGE,2020-07-08,0.91,0.9299,0.8901100000000001,0.92,3883,0.9200000000000004,0.9625653622414192,1.0463511080543766,-0.08378574581295739,-0.0676840081583521
