Symbol,Date,Open,High,Low,Close,Volume,LADFF SMA,LADFF spanTwelveEMA,LADFF spanTwntySixEMA,LADFF_x,LADFF_y
LADFF,2020-08-17,0.0728,0.0728,0.0728,0.0728,5000,0.0728,0.0728,0.0728,0.0,0.0
LADFF,2020-08-17,0.0728,0.0728,0.0728,0.0728,5000,0.0728,0.0728,0.0728,0.0,0.0
LADFF,2020-08-17,0.0728,0.0728,0.0728,0.0728,5000,0.0728,0.0728,0.0728,0.0,0.0
LADFF,2020-08-14,0.05685,0.0627,0.05685,0.0627,3000,0.0627,0.07124615384615385,0.07205185185185188,-0.0008056980056980191,-0.00016113960113960384
LADFF,2020-08-13,0.065,0.065,0.06395,0.06395,101000,0.06395,0.07012366863905325,0.07145171467764062,-0.0013280460385873688,-0.0003945208886291569
LADFF,2020-08-12,0.0779,0.0779,0.0779,0.0779,1000,0.0779,0.07132002730996814,0.07192936544225982,-0.0006093381322916924,-0.000437484337361664
LADFF,2020-08-11,0.0726,0.0764,0.0726,0.0764,2500,0.0764,0.07210156156997304,0.07226052355764799,-0.00015896198767495484,-0.0003817798674243222
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.07253778286690027,0.07245878107189628,7.90017950039884e-05,-0.00028962353493866013
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.07290689319506946,0.0726423528443484,0.00026454035072105697,-0.0001787907578067167
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.07321921731890492,0.07281232670773,0.00040689061117493713,-6.165448401038593e-05
LADFF,2020-08-07,0.070225,0.07315,0.070225,0.07315,7500,0.07315000000000002,0.07320856850061186,0.07283733954419444,0.0003712289564174187,2.4922204075174995e-05
LADFF,2020-08-06,0.0803,0.0803,0.0803,0.0803,3000,0.08030000000000002,0.07429955796205619,0.07339012920758745,0.0009094287544687412,0.00020182351415388823
