Symbol,Date,Open,High,Low,Close,Volume,EANRF SMA,EANRF spanTwelveEMA,EANRF spanTwntySixEMA,EANRF_x,EANRF_y
EANRF,2020-08-17,0.20395,0.20395,0.19,0.2,56000,0.2,0.2,0.2,0.0,0.0
EANRF,2020-08-17,0.20395,0.20395,0.19,0.2,56000,0.2,0.2,0.2,0.0,0.0
EANRF,2020-08-17,0.20395,0.20395,0.19,0.2,56000,0.2,0.2,0.2,0.0,0.0
EANRF,2020-08-14,0.195,0.19525,0.195,0.19525,10469,0.19525,0.1992692307692308,0.19964814814814816,-0.00037891737891737615,-7.578347578347523e-05
EANRF,2020-08-13,0.19262,0.1964,0.19262,0.195,33500,0.195,0.19861242603550294,0.19930384087791495,-0.0006914148424120027,-0.00019890974910918074
EANRF,2020-08-12,0.2,0.2,0.1942,0.1942,15500,0.1942,0.1979335912608102,0.198925778590662,-0.000992187329851818,-0.0003575652652577082
EANRF,2020-08-11,0.2,0.21,0.1858,0.1897,149356,0.1897,0.19666688491299325,0.1982423875839463,-0.0015755026709530495,-0.0006011527463967766
EANRF,2020-08-10,0.2147,0.2147,0.21100000000000002,0.2144,60000,0.2144,0.1993950564648405,0.1994392477629132,-4.41912980727599e-05,-0.0004897604567319733
EANRF,2020-08-10,0.2147,0.2147,0.21100000000000002,0.2144,60000,0.2144,0.20170350931640346,0.20054745163232707,0.0011560576840763948,-0.0001605968285702997
EANRF,2020-08-10,0.2147,0.2147,0.21100000000000002,0.2144,60000,0.2144,0.20365681557541832,0.20157356632622875,0.002083249249189567,0.00028817238698167365
EANRF,2020-08-07,0.22855,0.22855,0.215,0.215,251665,0.215,0.20540192087150785,0.2025681169687303,0.0028338039027775157,0.0007972986901408421
EANRF,2020-08-06,0.231,0.231,0.21,0.218,55100,0.218,0.20734008689127587,0.20371121941549106,0.003628867475784836,0.0013636124472696412
EANRF,2020-08-05,0.2281,0.2281,0.22,0.22,130400,0.22,0.20928776583107955,0.2049177957550843,0.004369970075995266,0.001964883973014766
EANRF,2020-08-04,0.2096,0.2167,0.205,0.20929,216748,0.20929,0.209288109549375,0.2052416627361892,0.0040464468131858325,0.0023811965410489794
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.21093609269562494,0.20633487290387886,0.004601219791746103,0.002825201191188404
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.2123305399732211,0.2073471045406286,0.004983435432592498,0.0032568480394692227
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.21351045690041787,0.2082843560561376,0.005226100844280268,0.003650698600431432
EANRF,2020-07-31,0.206853,0.2069,0.2,0.2052,71083,0.2052,0.21223192506958435,0.2080558852371644,0.004176039832419931,0.003755766846829132
EANRF,2020-07-30,0.217,0.24,0.2,0.2085,503547,0.2085,0.2116577827511868,0.2080887826270041,0.003569000124182653,0.0037184135022998365
EANRF,2020-07-29,0.1383,0.13833,0.135,0.13505,23250,0.13505000000000006,0.19987197002023496,0.20267850243241126,-0.002806532412176266,0.002413424319404616
EANRF,2020-07-28,0.1409,0.14300000000000002,0.1388,0.1388,21000,0.13880000000000006,0.1904762823248142,0.19794676151149188,-0.007470479186677675,0.0004366436181881578
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13700000000000004,0.18224916196715046,0.1934321865847147,-0.011183024617564236,-0.0018872900289623208
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13700000000000004,0.1752877524337427,0.18925202461547655,-0.013964272181733878,-0.004302686459516632
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13700000000000004,0.16939732898239768,0.18538150427358946,-0.015984175291191758,-0.006638984225851657
EANRF,2020-07-24,0.12645,0.12645,0.12645,0.12645,1000,0.1264500000000001,0.16279004760049035,0.18101620766073093,-0.01822616006024061,-0.008956419392729448
EANRF,2020-07-23,0.135,0.135,0.129439,0.129439,33000,0.12943900000000008,0.1576591172004149,0.17719567375993608,-0.01953655655952119,-0.011072446826087797
EANRF,2020-07-22,0.131,0.1337,0.131,0.1337,10737,0.13370000000000012,0.15397309916958185,0.1739737719999408,-0.020000672830358945,-0.012858092026942027
EANRF,2020-07-21,0.132,0.1325,0.1288,0.1306,92495,0.13060000000000008,0.15037723775887693,0.1707608999999452,-0.020383662241068273,-0.014363206069767277
EANRF,2020-07-20,0.13525,0.13525,0.135,0.135,42000,0.13500000000000004,0.14801150887289585,0.16811194444439373,-0.02010043557149788,-0.0155106519701134
EANRF,2020-07-20,0.13525,0.13525,0.135,0.135,42000,0.13500000000000004,0.1460097382770657,0.1656592078188831,-0.0196494695418174,-0.0163384154844542
