Symbol,Date,Open,High,Low,Close,Volume,SOHFF SMA,SOHFF spanTwelveEMA,SOHFF spanTwntySixEMA,SOHFF_x,SOHFF_y
SOHFF,2020-08-17,0.145,0.145,0.145,0.145,69500,0.145,0.145,0.145,0.0,0.0
SOHFF,2020-08-17,0.145,0.145,0.145,0.145,69500,0.145,0.145,0.145,0.0,0.0
SOHFF,2020-08-17,0.145,0.145,0.145,0.145,69500,0.145,0.145,0.145,0.0,0.0
SOHFF,2020-08-14,0.145,0.145,0.1435,0.1435,5000,0.1435,0.14476923076923076,0.14488888888888887,-0.00011965811965811145,-2.393162393162229e-05
SOHFF,2020-08-14,0.145,0.145,0.1435,0.1435,5000,0.1435,0.1445739644970414,0.14478600823045265,-0.0002120437334112435,-6.155404582754654e-05
SOHFF,2020-08-12,0.1472,0.15,0.1472,0.15,12500,0.15,0.14540873918980424,0.1451722298430117,0.00023650934679256275,-1.9413673035246796e-06
SOHFF,2020-08-11,0.1578,0.1578,0.1578,0.1578,900,0.15779999999999994,0.14731508700675747,0.14610762022501084,0.00120746678174663,0.00023994026250650626
SOHFF,2020-08-10,0.182,0.182,0.182,0.182,10500,0.182,0.15265122746725632,0.14876631502315818,0.0038849124440981375,0.0009689346988248325
SOHFF,2020-08-10,0.182,0.182,0.182,0.182,10500,0.182,0.15716642324152458,0.1512280694658872,0.005938353775637367,0.0019628185141873397
SOHFF,2020-08-10,0.182,0.182,0.182,0.182,10500,0.182,0.16098697351205926,0.15350747172767334,0.007479501784385917,0.0030661551682270556
SOHFF,2020-08-07,0.17,0.17,0.17,0.17,10000,0.16999999999999998,0.16237359297174248,0.15472914048858644,0.007644452483156039,0.003981814631212853
SOHFF,2020-08-06,0.17,0.17,0.17,0.17,8500,0.16999999999999996,0.1635468863607052,0.15586031526720967,0.00768657109349552,0.004722765923669386
SOHFF,2020-08-05,0.1509,0.1623,0.1509,0.1623,76500,0.16229999999999992,0.16335505768982747,0.15633732895112007,0.0070177287387074025,0.00518175848667699
SOHFF,2020-08-04,0.1437,0.147,0.141771,0.141771,31000,0.14177099999999992,0.16003443342985402,0.15525834162140745,0.004776091808446571,0.005100625151030906
SOHFF,2020-08-03,0.1304,0.14,0.1304,0.14,15500,0.13999999999999993,0.15695221290218414,0.15412809409389575,0.002824118808288395,0.004645323882482404
SOHFF,2020-08-03,0.1304,0.14,0.1304,0.14,15500,0.1399999999999999,0.15434418014800194,0.15308156860545905,0.001262611542542924,0.0039687814144945075
SOHFF,2020-08-03,0.1304,0.14,0.1304,0.14,15500,0.1399999999999999,0.1521373832021555,0.1521125635235732,2.4819678582310708e-05,0.003179989067312068
SOHFF,2020-07-31,0.1354,0.1354,0.1354,0.1354,3000,0.13539999999999985,0.14956240117105465,0.15087459585516036,-0.0013121946841057053,0.0022815523170285137
SOHFF,2020-07-30,0.1081,0.1379,0.1081,0.1378,48000,0.1377999999999999,0.1477528009908924,0.14990610727329665,-0.0021533062824042604,0.001394580597141959
SOHFF,2020-07-29,0.12,0.12,0.12,0.12,1000,0.11999999999999993,0.14348313929998588,0.14769084006786726,-0.004207700767881378,0.0002741243241372915
SOHFF,2020-07-28,0.115,0.115,0.115,0.115,19000,0.11499999999999995,0.13910111786921886,0.14526929635913635,-0.0061681784899175205,-0.001014336238673671
SOHFF,2020-07-27,0.1067,0.125,0.1067,0.125,5750,0.12499999999999993,0.13693171512010824,0.1437678669992003,-0.006836151879092062,-0.0021786993667573494
SOHFF,2020-07-27,0.1067,0.125,0.1067,0.125,5750,0.12499999999999994,0.1350960666400916,0.14237765462888918,-0.0072815879887975785,-0.0031992770911653955
SOHFF,2020-07-27,0.1067,0.125,0.1067,0.125,5750,0.12499999999999994,0.13354282561853906,0.14109042095267516,-0.007547595334136099,-0.004068940739759537
SOHFF,2020-07-24,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,1100,0.08199999999999992,0.1256131601387638,0.13671335273395846,-0.011100192595194652,-0.00547519111084656
SOHFF,2020-07-23,0.08828,0.08828,0.08828,0.08828,4000,0.08827999999999994,0.11986959704049245,0.13312569697588744,-0.013256099935394993,-0.007031372875756246
SOHFF,2020-07-23,0.08828,0.08828,0.08828,0.08828,4000,0.08827999999999994,0.11500965903426286,0.1298037934961921,-0.014794134461929244,-0.008583925192990846
SOHFF,2020-07-21,0.09195,0.09195,0.09195,0.09195,500,0.09194999999999996,0.1114620191828378,0.12699980879277045,-0.015537789609932656,-0.009974698076379209
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09059999999999993,0.10825247777009353,0.12430352665997264,-0.016051048889879127,-0.011189968239079192
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09059999999999993,0.1055367119593099,0.1218069691296043,-0.0162702571702944,-0.012206026025322234
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09059999999999993,0.10323875627326222,0.11949534178667065,-0.01625658551340843,-0.013016137922939474
SOHFF,2020-07-17,0.081,0.081,0.081,0.081,7500,0.08099999999999992,0.0998174091542988,0.116643834987658,-0.01682642583335921,-0.013778195505023422
SOHFF,2020-07-17,0.081,0.081,0.081,0.081,7500,0.08099999999999992,0.09692242313056053,0.11400355091449815,-0.017081127783937642,-0.014438781960806266
SOHFF,2020-07-15,0.0887,0.0887,0.0887,0.0887,1200,0.0886999999999999,0.09565743495662814,0.11212921380972052,-0.01647177885309238,-0.014845381339263488
SOHFF,2020-07-14,0.096204,0.096204,0.096204,0.096204,3400,0.0962039999999999,0.09574152188637763,0.11094956834233384,-0.015208046455956178,-0.014917914362602026
SOHFF,2020-07-13,0.0993,0.0993,0.0993,0.0993,5000,0.0992999999999999,0.09628898005770416,0.1100866373540128,-0.013797657296308649,-0.01469386294934335
SOHFF,2020-07-13,0.0993,0.0993,0.0993,0.0993,5000,0.09929999999999987,0.09675221389498044,0.1092876271796415,-0.012535413284661054,-0.014262173016406893
SOHFF,2020-07-13,0.0993,0.0993,0.0993,0.0993,5000,0.09929999999999987,0.09714418098806037,0.1085478029441125,-0.011403621956052127,-0.013690462804335942
SOHFF,2020-07-10,0.1,0.1,0.1,0.1,2000,0.0999999999999999,0.097583537759128,0.10791463235565972,-0.010331094596531712,-0.013018589162775098
SOHFF,2020-07-10,0.1,0.1,0.1,0.1,2000,0.0999999999999999,0.09795530118080062,0.10732836329227753,-0.0093730621114769,-0.01228948375251546
SOHFF,2020-07-08,0.09195,0.09195,0.09195,0.09195,2000,0.09194999999999988,0.09703140869144668,0.10618922527062734,-0.00915781657918066,-0.011663150317848502
SOHFF,2020-07-07,0.095737,0.095737,0.095737,0.095737,1300,0.09573699999999988,0.0968322688927626,0.10541498636169197,-0.008582717468929399,-0.01104706374806468
SOHFF,2020-07-07,0.095737,0.095737,0.095737,0.095737,1300,0.09573699999999986,0.09666376598618373,0.10469809848304812,-0.008034332496864402,-0.010444517497824626
SOHFF,2020-07-07,0.095737,0.095737,0.095737,0.095737,1300,0.09573699999999986,0.09652118660369394,0.10403431341022976,-0.007513126806535818,-0.009858239359566864
