Symbol,Date,Open,High,Low,Close,Volume,PPSI SMA,PPSI spanTwelveEMA,PPSI spanTwntySixEMA,PPSI_x,PPSI_y
PPSI,2020-08-17,1.94,2.02,1.9,1.9,6389,1.9,1.9,1.9,0.0,0.0
PPSI,2020-08-17,1.94,2.02,1.9,1.9,6389,1.9,1.9,1.9,0.0,0.0
PPSI,2020-08-17,1.94,2.02,1.9,1.9,6389,1.9,1.9,1.9,0.0,0.0
PPSI,2020-08-14,2.04,2.04,1.95,2.04,25870,2.04,1.9215384615384612,1.9103703703703705,0.011168091168091143,0.0022336182336182286
PPSI,2020-08-13,1.66,1.68,1.66,1.68,2500,1.6799999999999995,1.8843786982248518,1.8933058984910835,-0.008927200266231505,1.4545336482819395e-06
PPSI,2020-08-12,1.64,1.68,1.64,1.68,4363,1.6799999999999995,1.8529358215748748,1.8775054615658182,-0.024569639990943196,-0.004912764371270014
PPSI,2020-08-11,1.75,1.75,1.67,1.67,13641,1.6699999999999997,1.8247918490248944,1.8621346866350168,-0.03734283761012236,-0.011398779019040482
PPSI,2020-08-10,1.7,1.7913,1.67,1.73,17636,1.7299999999999995,1.810208487636449,1.85234693206946,-0.04213844443301085,-0.017546712101834557
PPSI,2020-08-10,1.7,1.7913,1.67,1.73,17636,1.7299999999999995,1.7978687203077646,1.8432841963606108,-0.04541547605284646,-0.023120464892036938
PPSI,2020-08-10,1.7,1.7913,1.67,1.73,17636,1.7299999999999995,1.7874273787219546,1.8348927744079733,-0.047465395686018486,-0.02798945105083325
PPSI,2020-08-07,1.59,1.7199,1.58,1.64,68008,1.6399999999999992,1.7647462435339616,1.8204562725999751,-0.055710029066013515,-0.03353356665386931
PPSI,2020-08-06,1.51,1.545,1.5,1.5014,15832,1.5013999999999992,1.7242314368364289,1.7968224746296066,-0.07259103779317777,-0.041345060881731004
PPSI,2020-08-05,1.65,1.67,1.53,1.545,97853,1.5449999999999993,1.6966573696308245,1.7781689579903763,-0.08151158835955186,-0.049378366377295174
PPSI,2020-08-04,1.4,1.44,1.4,1.423,2878,1.4229999999999992,1.6545562358414667,1.7518601462873855,-0.09730391044591856,-0.058963475191019854
PPSI,2020-08-03,1.41,1.445,1.41,1.4388,5997,1.4387999999999992,1.6213629687889335,1.7286705058216532,-0.10730753703271943,-0.06863228755935977
PPSI,2020-08-03,1.41,1.445,1.41,1.4388,5997,1.4387999999999992,1.593276358206021,1.7071986165015307,-0.11392225829550973,-0.07769028170658976
PPSI,2020-08-03,1.41,1.445,1.41,1.4388,5997,1.4387999999999992,1.569510764635864,1.6873172375014174,-0.11780647286555344,-0.0857135199383825
PPSI,2020-07-31,1.42,1.4839,1.42,1.45,18731,1.4499999999999988,1.5511244931534234,1.6697381828716829,-0.11861368971825947,-0.09229355389435791
PPSI,2020-07-30,1.51,1.51,1.43,1.43,4271,1.429999999999999,1.5324899557452043,1.651979798955262,-0.11948984321005772,-0.09773281175749787
PPSI,2020-07-29,1.48,1.5,1.4725,1.5,27366,1.4999999999999991,1.5274915010151728,1.6407220360696868,-0.1132305350545142,-0.10083235641690115
PPSI,2020-07-28,1.44,1.47,1.4,1.4699,15614,1.469899999999999,1.5186312700897615,1.628068551916377,-0.10943728182661516,-0.10255334149884396
PPSI,2020-07-27,1.47,1.4971,1.465,1.48,13021,1.479999999999999,1.51268799776826,1.6171005110336822,-0.10441251326542234,-0.10292517585215964
PPSI,2020-07-27,1.47,1.4971,1.465,1.48,13021,1.479999999999999,1.5076590750346814,1.6069449176237798,-0.09928584258909834,-0.10219730919954739
PPSI,2020-07-27,1.47,1.4971,1.465,1.48,13021,1.479999999999999,1.5034038327216537,1.5975415903923886,-0.09413775767073518,-0.10058539889378496
PPSI,2020-07-24,1.44,1.4999,1.42,1.47,15634,1.4699999999999993,1.498264781533707,1.5880940651781374,-0.08982928364443077,-0.09843417584391412
PPSI,2020-07-23,1.49,1.49,1.36,1.435,44992,1.4349999999999994,1.4885317382208287,1.5767537640538312,-0.0882220258330022,-0.09639174584173174
PPSI,2020-07-22,1.32,1.58,1.32,1.58,457178,1.5799999999999996,1.5026037784945474,1.5769942259757694,-0.07439044748122202,-0.09199148616962981
PPSI,2020-07-21,1.38,1.38,1.2913,1.32,3903,1.3199999999999994,1.4745108894953862,1.5579576166442308,-0.0834467271488446,-0.09028253436547277
PPSI,2020-07-20,1.36,1.36,1.2,1.26,16830,1.2599999999999991,1.4415092141884036,1.5358866820779915,-0.0943774678895879,-0.0911015210702958
