Symbol,Date,Open,High,Low,Close,Volume,OCX SMA,OCX spanTwelveEMA,OCX spanTwntySixEMA,OCX_x,OCX_y
OCX,2020-08-17,1.74,1.75,1.66,1.6701,50520,1.6701,1.6701,1.6701,0.0,0.0
OCX,2020-08-17,1.74,1.75,1.66,1.6701,50520,1.6701,1.6701,1.6701,0.0,0.0
OCX,2020-08-17,1.74,1.75,1.66,1.6701,50520,1.6701,1.6701,1.6701,0.0,0.0
OCX,2020-08-14,1.77,1.8,1.76,1.7679,67733,1.7678999999999998,1.6851461538461536,1.6773444444444443,0.007801709401709322,0.0015603418803418643
OCX,2020-08-13,1.71,1.72,1.6846,1.71,13644,1.71,1.6889698224852068,1.6797633744855966,0.009206447999610123,0.003089563104195516
OCX,2020-08-12,1.72,1.75,1.68,1.7,51698,1.7000000000000002,1.690666772872098,1.68126238378296,0.009404389089137988,0.0043525283011840105
OCX,2020-08-11,1.8,1.8,1.7,1.73,135855,1.7300000000000002,1.6967180385840828,1.6848725775768147,0.011845461007268021,0.005851114842400813
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.865,1.7226075711096085,1.6982153496081618,0.02439222150144671,0.009559336174209992
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.8650000000000004,1.744514098631207,1.7105697681557053,0.03394433047550205,0.014436335034468405
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.8650000000000004,1.7630503911494833,1.7220090445886158,0.04104134656086722,0.019757337339748167
OCX,2020-08-07,1.83,1.83,1.78,1.78,82576,1.7800000000000005,1.7656580232803318,1.7263046709153853,0.03935335236494675,0.02367654034478788
OCX,2020-08-06,1.78,1.8,1.76,1.8,75330,1.8000000000000005,1.7709414043141272,1.7317635841809125,0.03917782013321491,0.026776796302473288
OCX,2020-08-05,1.97,2.03,1.83,1.8503,820326,1.8503000000000005,1.783150419035031,1.7405440594267705,0.0426063596082602,0.029942708963630674
OCX,2020-08-04,1.75,1.76,1.64,1.7127,405596,1.7127000000000006,1.772311893029641,1.738481536506269,0.033830356523372414,0.03072023847557902
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000003,1.7073408325635426,1.7097051263946936,-0.0023642938311509987,0.02410333201423302
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000003,1.6523653198614587,1.6830603022173092,-0.03069498235585,0.013143669140216419
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000003,1.6058475783443114,1.6583891687197303,-0.05254159037541917,6.617237089301745e-06
OCX,2020-07-31,1.46,1.46,1.41,1.43,43115,1.4300000000000002,1.5787941047528788,1.6414714525182692,-0.06267734776539012,-0.012530175763406584
OCX,2020-07-30,1.31,1.3335,1.25,1.3107,140253,1.3107000000000004,1.5375488578678205,1.6169698634428415,-0.07942100557502108,-0.025908341725729485
OCX,2020-07-29,1.45,1.47,1.38,1.3998,69574,1.3998000000000006,1.5163567258881558,1.60088320689152,-0.08452648100336413,-0.03763196958125642
OCX,2020-07-28,1.36,1.4,1.33,1.3601,67415,1.360100000000001,1.4923172295976703,1.5830474137884445,-0.09073018419077417,-0.04825161250315997
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000007,1.4627299635057212,1.562080938693004,-0.0993509751872832,-0.05847148503998462
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000005,1.4376945845048408,1.5426675358268558,-0.104972951322015,-0.06777177829639071
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000005,1.4165108022733268,1.5246921628026442,-0.10818136052931736,-0.07585369474297604
OCX,2020-07-24,1.31,1.31,1.27,1.281,45739,1.2810000000000004,1.395662986538969,1.5066408914839298,-0.11097790494496083,-0.08287853678337301
OCX,2020-07-23,1.33,1.37,1.3274,1.37,43628,1.3700000000000008,1.391714834763743,1.4965193439666016,-0.10480450920285866,-0.08726373126727013
OCX,2020-07-22,1.41,1.42,1.39,1.4,61500,1.4000000000000004,1.3929894755693208,1.4893697629320384,-0.09638028736271753,-0.08908704248635961
OCX,2020-07-21,1.47,1.48,1.43,1.44,53508,1.4400000000000004,1.4002218639432713,1.485712743455591,-0.0854908795123197,-0.08836780989155163
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000003,1.3971108079519987,1.477882169866288,-0.08077136191428935,-0.08684852029609917
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000003,1.3944783759593835,1.4706316387650815,-0.07615326280569801,-0.08470946879801894
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000003,1.3922509335040938,1.463918184041742,-0.07166725053764833,-0.08210102514594482
OCX,2020-07-17,1.45,1.48,1.4,1.41,135643,1.41,1.3949815591188486,1.4599242444830944,-0.06494268536424586,-0.07866935718960502
OCX,2020-07-16,1.3,1.32,1.28,1.306,76345,1.3060000000000005,1.3812920884851796,1.448522448595458,-0.06723036011027839,-0.0763815577737397
OCX,2020-07-15,1.28,1.28,1.25,1.26,24463,1.2600000000000002,1.3626317671797672,1.4345578227735722,-0.07192605559380505,-0.07549045733775278
OCX,2020-07-14,1.26,1.27,1.22,1.23,123369,1.2300000000000002,1.3422268799213417,1.4194053914570113,-0.07717851153566979,-0.07582806817733619
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825000000000002,1.3330381291642122,1.4092642513490845,-0.07622612218487235,-0.07590767897884342
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825000000000004,1.3252630323697179,1.399874306804708,-0.07461127443498983,-0.0756483980700727
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825000000000004,1.3186841043128386,1.3911799137080632,-0.07249580939522438,-0.07501788033510304
OCX,2020-07-10,1.31,1.32,1.28,1.29,135718,1.2900000000000007,1.3142711651877863,1.3836851052852437,-0.06941394009745694,-0.07389709228757382
OCX,2020-07-09,1.3,1.37,1.2819,1.34,189205,1.3400000000000007,1.3182294474665883,1.3804491715604106,-0.06221972409382204,-0.07156161864882346
OCX,2020-07-08,1.28,1.3,1.24,1.265,113661,1.2650000000000003,1.310040301702498,1.371897381074454,-0.061857079371956177,-0.06962071079345
OCX,2020-07-07,1.33,1.35,1.3,1.33,186683,1.3300000000000007,1.3131110245174984,1.3687938713652352,-0.05568284684773683,-0.06683313800430737
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299000000000008,1.3310785592071142,1.3733202512641067,-0.042241692056992575,-0.06191484881484442
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299000000000008,1.346281857790635,1.3775113437630615,-0.031229485972426693,-0.05577777624636088
