Symbol,Date,Open,High,Low,Close,Volume,NBIO SMA,NBIO spanTwelveEMA,NBIO spanTwntySixEMA,NBIO_x,NBIO_y
NBIO,2020-08-17,0.085,0.0889,0.085,0.085,12535,0.085,0.085,0.085,0.0,0.0
NBIO,2020-08-17,0.085,0.0889,0.085,0.085,12535,0.085,0.085,0.085,0.0,0.0
NBIO,2020-08-17,0.085,0.0889,0.085,0.085,12535,0.085,0.085,0.085,0.0,0.0
NBIO,2020-08-14,0.08395,0.0882,0.079,0.079,28444,0.079,0.08407692307692308,0.08455555555555556,-0.0004786324786324875,-9.57264957264975e-05
NBIO,2020-08-13,0.0802,0.0802,0.0802,0.0802,1200,0.08020000000000001,0.08348047337278107,0.0842329218106996,-0.0007524484379185513,-0.00022707088416490829
NBIO,2020-08-12,0.081,0.0898,0.075,0.075,125459,0.07500000000000001,0.08217578516158397,0.08354900167657371,-0.0013732165149897418,-0.000456300010329875
NBIO,2020-08-11,0.0899,0.0899,0.08199999999999999,0.08645,12500,0.08645000000000001,0.08283335667518645,0.08376389044127196,-0.0009305337660855117,-0.0005511467614810024
NBIO,2020-08-10,0.0895,0.0895,0.085,0.085,1250,0.08500000000000002,0.08316668641746545,0.08385545411228885,-0.0006887676948234001,-0.000578670948149482
NBIO,2020-08-10,0.0895,0.0895,0.085,0.085,1250,0.08500000000000002,0.08344873466093232,0.08394023528915635,-0.0004915006282240342,-0.0005612368841643924
NBIO,2020-08-10,0.0895,0.0895,0.085,0.085,1250,0.08500000000000002,0.08368739086694274,0.08401873637884848,-0.0003313455119057368,-0.0005152586097126613
NBIO,2020-08-07,0.08800000000000001,0.09,0.0876,0.09,3000,0.09000000000000004,0.0846585615027977,0.08446179294337823,0.0001967685594194829,-0.0003728531758862325
NBIO,2020-08-06,0.099,0.099,0.0915,0.0915,3950,0.09150000000000004,0.08571109050236728,0.08498314161423909,0.000727948888128188,-0.00015269276308334842
NBIO,2020-08-05,0.09699999999999999,0.09699999999999999,0.094,0.09699999999999999,30100,0.09700000000000006,0.08744784580969539,0.08587327927244359,0.001574566537251798,0.0001927590969836809
NBIO,2020-08-04,0.095,0.1,0.0925,0.095,67340,0.09500000000000007,0.08860971568512686,0.08654933265966999,0.0020603830254568717,0.0005662838826783191
