Symbol,Date,Open,High,Low,Close,Volume,CHKKF SMA,CHKKF spanTwelveEMA,CHKKF spanTwntySixEMA,CHKKF_x,CHKKF_y
CHKKF,2020-08-17,0.400806,0.41,0.3856,0.4095,11631,0.4095,0.4095,0.4095,0.0,0.0
CHKKF,2020-08-17,0.400806,0.41,0.3856,0.4095,11631,0.4095,0.4095,0.4095,0.0,0.0
CHKKF,2020-08-17,0.400806,0.41,0.3856,0.4095,11631,0.4095,0.4095,0.4095,0.0,0.0
CHKKF,2020-08-14,0.40399999999999997,0.40399999999999997,0.4,0.4,2300,0.4,0.4080384615384615,0.40879629629629627,-0.0007578347578347523,-0.00015156695156695046
CHKKF,2020-08-13,0.42925,0.4347,0.41229,0.42,13500,0.42,0.4098786982248521,0.4096262002743484,0.00025249795050369395,-7.075397115282158e-05
CHKKF,2020-08-12,0.44143000000000004,0.44154,0.43,0.43,52597,0.4300000000000001,0.4129742831133364,0.4111353706243967,0.0018389124889397481,0.0003111793208656924
CHKKF,2020-08-11,0.46,0.47,0.4348,0.4348,47900,0.4348000000000001,0.4163320857112847,0.4128883061337006,0.003443779577584072,0.0009376993722093683
CHKKF,2020-08-10,0.5,0.506,0.48,0.4887,14200,0.4887000000000002,0.4274656109864717,0.41850398716083387,0.00896162382563781,0.0025424842628950567
CHKKF,2020-08-10,0.5,0.506,0.48,0.4887,14200,0.4887000000000002,0.4368862862193222,0.4237036918155869,0.01318259440373526,0.004670506291063098
CHKKF,2020-08-10,0.5,0.506,0.48,0.4887,14200,0.4887000000000002,0.44485762680096497,0.4285182331625805,0.016339393638384492,0.007004283760527377
CHKKF,2020-08-07,0.442,0.4526,0.42996,0.45,24720,0.4500000000000003,0.4456487611392781,0.4301094751505375,0.015539285988740603,0.008711284206170023
CHKKF,2020-08-06,0.48,0.504,0.4778600000000001,0.4952,32219,0.4952000000000002,0.4532720286563122,0.43493099550975695,0.018341033146555275,0.010637233994247073
CHKKF,2020-08-05,0.42,0.42,0.41,0.41848,3350,0.4184800000000003,0.4479194088630334,0.43371240324977495,0.01420700561325844,0.011351188318049347
CHKKF,2020-08-04,0.397,0.397,0.375,0.3805,50500,0.3805000000000002,0.4375471921148744,0.4297707437497916,0.007776448365082789,0.010636240327456036
CHKKF,2020-08-03,0.3859,0.4079,0.3859,0.395,49775,0.3950000000000003,0.4310014702510476,0.4271951331016589,0.003806337149388717,0.009270259691842574
CHKKF,2020-08-03,0.3859,0.4079,0.3859,0.395,49775,0.3950000000000001,0.4254627825201173,0.42481030842746204,0.0006524740926552862,0.007546702572005117
CHKKF,2020-08-03,0.3859,0.4079,0.3859,0.395,49775,0.3950000000000001,0.4207762005939454,0.4226021374328352,-0.0018259368388897637,0.005672174689826141
CHKKF,2020-07-31,0.37,0.37,0.35270999999999997,0.3652,8655,0.3652000000000002,0.41222601588718455,0.4183501272526251,-0.0061241113654405535,0.003312917478772802
CHKKF,2020-07-30,0.3725,0.3725,0.355,0.355,9000,0.3550000000000001,0.4034220134430023,0.41365752523391214,-0.010235511790909813,0.0006032316248362792
CHKKF,2020-07-29,0.364944,0.37906,0.36,0.37345300000000003,33300,0.37345300000000026,0.3988113959902328,0.4106794122536224,-0.011868016263389623,-0.0018910179528089015
CHKKF,2020-07-28,0.3338,0.3338,0.3338,0.3338,316,0.3338000000000002,0.3888096427609661,0.4049846409755763,-0.01617499821461016,-0.004747814005169154
CHKKF,2020-07-27,0.32,0.3235,0.312,0.31775,32643,0.3177500000000002,0.3778773900285098,0.3985228157181262,-0.02064542568961641,-0.007927336342058606
CHKKF,2020-07-27,0.32,0.3235,0.312,0.31775,32643,0.3177500000000002,0.3686270223318159,0.39253964418345016,-0.02391262185163423,-0.01112439344397373
CHKKF,2020-07-27,0.32,0.3235,0.312,0.31775,32643,0.3177500000000002,0.3607997881269212,0.3869996705402316,-0.02619988241331045,-0.014139491237841074
