Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-11-24,3.18,3.188,3.01,3.1,339123,3.1,2.85406091433998,2.7527446704766296,0.10131624386335014,0.019444734091428093
GLOG,2020-11-23,3.07,3.23,3.06,3.23,211444,3.23,2.809344716947249,2.7249642441147595,0.08438047283248906,-0.0010231433515525343
GLOG,2020-11-20,2.96,3.02,2.96,2.9863,71496,2.9863000000000004,2.7328619382103847,2.6845613836439406,0.04830055456644411,-0.022374047397563043
GLOG,2020-11-19,2.89,2.935,2.83,2.93,58372,2.9300000000000006,2.686782290612274,2.660422294335456,0.02635999627681773,-0.04004269788856483
GLOG,2020-11-18,2.96,3.01,2.96,2.9969,108851,2.996900000000001,2.642560888905414,2.6388560778822927,0.0037048110231219225,-0.056643371429910466
GLOG,2020-11-17,2.84,2.89,2.76,2.805,126704,2.8050000000000006,2.5781355959791266,2.610212564112876,-0.032076968133749606,-0.07173041704316845
GLOG,2020-11-16,2.74,2.79,2.68,2.72,234019,2.72,2.5368875225207863,2.5946295692419064,-0.05774204672112049,-0.08164377927052316
GLOG,2020-11-13,2.52,2.57,2.45,2.5601,133466,2.5601,2.503594344797292,2.5845999347812585,-0.08100558998396634,-0.08761921240787393
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,2.5000000000000004,2.493320589305891,2.58655992956376,-0.09323934025786862,-0.08927261801385082
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,2.545,2.4921061509978717,2.5934847239288605,-0.10137857293098927,-0.08828093745284626
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,2.41,2.482489087542939,2.5973635018431693,-0.11487441430023047,-0.0850065285833106
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,2.45,2.4956689216416548,2.6123525819906233,-0.11668366034896804,-0.07753955715408063
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,2.319,2.503972361940137,2.6253407885498725,-0.121368426609735,-0.06775353135535866
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,2.29,2.5376037004747083,2.649848051633862,-0.11224435115915377,-0.05434980754176447
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,2.3500000000000005,2.582622555106473,2.678635895764571,-0.0960133406580974,-0.039876171637417135
GLOG,2020-11-03,2.45,2.465,2.43,2.435,100006,2.435,2.6249175651258323,2.7049267674257367,-0.08000920229990438,-0.025841879382246958
GLOG,2020-11-02,2.4,2.45,2.37,2.3968,83417,2.3968,2.6594480315123468,2.726520908819796,-0.06707287730744849,-0.012300048652832601
GLOG,2020-10-30,2.51,2.54,2.42,2.465,79440,2.464999999999999,2.7072022190600467,2.7528985815253795,-0.04569636246533282,0.0013931585108215919
GLOG,2020-10-29,2.53,2.5364,2.43,2.48,152602,2.4799999999999978,2.751238986161874,2.7759304680474104,-0.02469148188553616,0.013165538754860194
GLOG,2020-10-28,2.59,2.66,2.5653,2.585,170888,2.5849999999999977,2.8005551654640333,2.799604905491203,0.0009502599728299367,0.02262979391495939
GLOG,2020-10-27,2.7,2.7433,2.67,2.69,60764,2.6899999999999986,2.8397470137302205,2.8167732979305,0.022973715799721184,0.028049677400491642
GLOG,2020-10-26,2.87,2.87,2.78,2.78,76071,2.779999999999999,2.866973743499351,2.82691516176494,0.040058581734411465,0.029318667800684366
GLOG,2020-10-23,3.0,3.06,2.9899,3.01,108814,3.01,2.8827871514083236,2.8306683747061347,0.05211877670218934,0.0266336893172527
GLOG,2020-10-22,2.96,3.0,2.94,2.975,66116,2.975,2.8596575425734736,2.816321844682625,0.04333569789084857,0.020262417471018646
GLOG,2020-10-21,2.95,3.03,2.93,3.02,72666,3.0199999999999987,2.8386861866777418,2.803627592257236,0.035058594420506406,0.014494097366061165
GLOG,2020-10-20,2.8,2.9,2.8,2.8815,91568,2.8814999999999986,2.805720038800968,2.786317799637814,0.019402239163153645,0.009352973102449966
GLOG,2020-10-19,2.87,2.87,2.8,2.83,51773,2.8299999999999987,2.7919418640375078,2.7787032236088387,0.01323864042866818,0.006840656587273935
GLOG,2020-10-16,2.85,2.86,2.77,2.85,103912,2.85,2.7850222029534177,2.7745994814975465,0.010422721455871198,0.005241160626925151
GLOG,2020-10-15,2.72,2.8,2.6882,2.7915,84281,2.7915,2.7732080580358573,2.76856744001735,0.0046406180185072365,0.003945770419688639
GLOG,2020-10-14,2.75,2.8,2.75,2.7602,39743,2.7602,2.769882250406013,2.7667328352187384,0.003149415187275295,0.00377205851998399
GLOG,2020-10-13,2.75,2.7999,2.72,2.735,50111,2.7350000000000003,2.7716426595707437,2.7672554620362364,0.004387197534506448,0.003927719353161274
GLOG,2020-10-12,2.79,2.8309,2.75,2.76,100086,2.76,2.7783049613108783,2.7698358989991356,0.00846906231174227,0.0038128498078247586
GLOG,2020-10-09,2.92,2.92,2.865,2.8710000000000004,22505,2.8710000000000004,2.7816331360946744,2.7706227709190667,0.011010365175607271,0.002648796681845269
GLOG,2020-10-08,2.77,2.82,2.77,2.795,35325,2.795,2.7653846153846158,2.7625925925925925,0.002792022792022841,0.0005584045584046571
GLOG,2020-10-07,2.77,2.8178,2.74,2.76,35190,2.76,2.76,2.76,0.0,0.0
