Symbol,Date,Open,High,Low,Close,Volume,RUBY SMA,RUBY spanTwelveEMA,RUBY spanTwntySixEMA,RUBY_x,RUBY_y
RUBY,2020-11-24,5.99,6.16,5.9301,6.1,9574,6.1,5.259994939959753,5.083929565969979,0.1760653739897755,0.02439740838728977
RUBY,2020-11-23,5.6,5.76,5.56,5.76,25895,5.76,5.107266747225163,5.002643931247576,0.10462281597758682,-0.013519583013331449
RUBY,2020-11-20,5.37,5.37,5.2648,5.31,12225,5.3100000000000005,4.988587973993375,4.942055445747382,0.04653252824599274,-0.04305518276106102
RUBY,2020-11-19,5.23,5.263999999999999,5.01,5.21,5971,5.21,4.930149423810351,4.912619881407172,0.017529542403179832,-0.06545211051282446
RUBY,2020-11-18,5.28,5.33,5.18,5.28,25399,5.28,4.8792675008667805,4.888829471919745,-0.009561971052965744,-0.0861975237418253
RUBY,2020-11-17,4.98,5.0,4.9238,4.94,7664,4.94,4.806407046478922,4.857535829673326,-0.05112878319440384,-0.1053564119140404
RUBY,2020-11-16,5.04,5.1013,4.935,4.935,44613,4.935,4.782117418565999,4.850938696047192,-0.06882127748119249,-0.11891331909394953
RUBY,2020-11-13,4.94,5.0469,4.86,4.97,87574,4.97,4.754320585577998,4.844213791730967,-0.08989320615296759,-0.1314363294971388
RUBY,2020-11-12,4.7,4.815,4.5985,4.5985,3093,4.5985000000000005,4.7151061465921815,4.834150895069444,-0.11904474847726297,-0.14182211033318137
RUBY,2020-11-11,4.8,4.82,4.755,4.82,2676,4.820000000000002,4.736307264154394,4.8530029666750005,-0.11669570252060435,-0.1475164507971612
RUBY,2020-11-10,4.76,4.81,4.64,4.64,17730,4.6400000000000015,4.721090403091559,4.855643204008999,-0.13455280091744104,-0.15522163786629994
RUBY,2020-11-09,5.07,5.2373,4.7401,4.9401,42346,4.940100000000002,4.735834112744569,4.872894660329719,-0.13706054758515052,-0.1603888471035149
RUBY,2020-11-06,4.57,4.619,4.51,4.619,1337,4.6190000000000015,4.698694860516309,4.867518233156097,-0.16882337263978808,-0.16622092198310598
RUBY,2020-11-05,4.82,4.89,4.64,4.64,3813,4.6400000000000015,4.713184835155636,4.887399691808584,-0.17421485665294778,-0.16557030931893543
RUBY,2020-11-04,4.91,5.17,4.77,4.89,62702,4.8900000000000015,4.7264911688202975,4.907191667153271,-0.18070049833297294,-0.16340917248543235
RUBY,2020-11-03,4.73,4.83,4.61,4.78,16497,4.780000000000002,4.6967622904239885,4.908567000525532,-0.21180471010154456,-0.159086341023547
RUBY,2020-11-02,4.33,4.33,4.2432,4.32,3546,4.320000000000001,4.681628161410168,4.918852360567575,-0.2372241991574073,-0.1459067487540478
RUBY,2020-10-30,4.35,4.405,4.2,4.23,20791,4.23,4.747378736212016,4.966760549412982,-0.21938181320096373,-0.12307738615320793
RUBY,2020-10-29,4.63,4.63,4.52,4.56,6523,4.559999999999999,4.841447597341475,5.025701393366019,-0.1842537960245441,-0.09900127939126854
RUBY,2020-10-28,4.61,4.78,4.5,4.665,12862,4.664999999999998,4.8926198877671965,5.062957504835301,-0.17033761706810413,-0.07768815023294966
RUBY,2020-10-27,4.57,4.5792,4.5,4.54,52758,4.539999999999998,4.934005321906686,5.094794105222125,-0.16078878331543756,-0.054525783524161035
RUBY,2020-10-26,4.51,4.665,4.51,4.555,9182,4.554999999999999,5.0056426531624485,5.139177633639894,-0.13353498047744686,-0.027960033576341678
RUBY,2020-10-23,4.68,4.78,4.6,4.6,8818,4.599999999999998,5.087577681010167,5.185911844331088,-0.09833416332092072,-0.0015662968510656086
RUBY,2020-10-22,4.65,4.6999,4.6,4.66,1297,4.659999999999998,5.176228168466562,5.232784791877575,-0.05655662341101397,0.022625669766398168
RUBY,2020-10-21,4.65,4.8,4.62,4.74,18951,4.739999999999998,5.2700878354604805,5.27860757522778,-0.008519739767299583,0.04242124306075098
RUBY,2020-10-20,5.05,5.15,5.05,5.13,5240,5.129999999999997,5.366467441907841,5.3216961812460015,0.044771260661838674,0.05515648876776362
RUBY,2020-10-19,5.45,5.46,5.3,5.425,48038,5.424999999999996,5.409461522254722,5.337031875745684,0.07242964650903794,0.05775279579424463
RUBY,2020-10-16,5.4,5.44,5.3533,5.44,8307,5.439999999999998,5.406636344482851,5.329994425805337,0.07664191867751491,0.05408358311554608
RUBY,2020-10-15,5.57,5.69,5.33,5.33,31346,5.329999999999996,5.400570225297916,5.321193979869762,0.07937624542815236,0.04844399922505409
RUBY,2020-10-14,5.64,5.8,5.64,5.6975,3621,5.697499999999996,5.4134011753520825,5.320489498259343,0.0929116770927374,0.04071093767427907
RUBY,2020-10-13,5.64,5.8138,5.64,5.7164,5413,5.7163999999999975,5.361746843597914,5.290328658120092,0.07141818547782286,0.027660752819664042
RUBY,2020-10-12,5.42,5.44,5.04,5.36,8305,5.359999999999996,5.297264451524806,5.256242950769699,0.041021500755108235,0.01672139465512456
RUBY,2020-10-09,5.4,5.5,5.2524,5.5,2869,5.4999999999999964,5.285857988165682,5.2479423868312765,0.0379156013344053,0.010646368130128857
RUBY,2020-10-08,5.48,5.48,5.39,5.45,1943,5.4499999999999975,5.2469230769230775,5.227777777777779,0.01914529914529872,0.0038290598290597446
RUBY,2020-10-07,5.26,5.26,5.21,5.21,2299,5.209999999999996,5.21,5.21,0.0,0.0
