Symbol,Date,Open,High,Low,Close,Volume,NCTY SMA,NCTY spanTwelveEMA,NCTY spanTwntySixEMA,NCTY_x,NCTY_y
NCTY,2020-11-24,3.96,3.96,3.28,3.5298,569989,3.5298,2.7528695924947413,2.635106444728881,0.1177631477658605,-0.02967930068051339
NCTY,2020-11-23,3.55,4.09,3.5,3.5798,2294035,3.5798000000000005,2.611609518402876,2.563530960307191,0.04807855809568462,-0.06653991279210686
NCTY,2020-11-20,2.63,2.74,2.61,2.6369,231276,2.6369,2.4355748853852166,2.4822294371317666,-0.04665455174654953,-0.09519453051405471
NCTY,2020-11-19,2.42,2.42,2.38,2.38,20864,2.38,2.39897031909162,2.469855792102308,-0.0708854730106876,-0.10732952520593089
NCTY,2020-11-18,2.31,2.3798,2.31,2.31,21831,2.31,2.4024194680173694,2.477044255470493,-0.07462478745312362,-0.1164405382547416
NCTY,2020-11-17,2.34,2.42,2.2827,2.37,122625,2.37,2.4192230076568912,2.490407795908132,-0.07118478825124086,-0.12689447595514608
NCTY,2020-11-16,2.55,2.58,2.36,2.4376,103608,2.4376,2.428172645412689,2.5000404195807824,-0.07186777416809331,-0.14082189788112237
NCTY,2020-11-13,2.74,2.82,2.6,2.69,260364,2.6899999999999986,2.4264585809422687,2.505035653147245,-0.07857707220497634,-0.15806042880937962
NCTY,2020-11-12,2.4746,2.59,2.4746,2.5643,38477,2.564299999999999,2.378541959295408,2.4902385053990246,-0.11169654610361636,-0.17793126796048042
NCTY,2020-11-11,2.41,2.55,2.405,2.53,107873,2.529999999999999,2.344767770076392,2.484313585830946,-0.13954581575455505,-0.1944899484246963
NCTY,2020-11-10,2.3,2.32,2.255,2.2839,24669,2.2838999999999987,2.3110891828175544,2.4806586726974227,-0.16956948987986875,-0.20822598159223182
NCTY,2020-11-09,2.25,2.38,2.24,2.36,42855,2.3599999999999985,2.316032670602564,2.4963993665132165,-0.18036669591065246,-0.2178901045203227
NCTY,2020-11-06,2.5,2.61,2.42,2.4995,153507,2.499499999999999,2.308038610712121,2.507311315834274,-0.1992727051221528,-0.22727095667274025
NCTY,2020-11-05,2.235,2.2999,2.18,2.23,49294,2.229999999999999,2.273227449023416,2.507936221101016,-0.23470877207760002,-0.23427051956038708
NCTY,2020-11-04,2.22,2.27,2.119,2.119,85855,2.119,2.2810869852094906,2.530171118789097,-0.2490841335796059,-0.23416095643108384
NCTY,2020-11-03,2.2,2.2399,2.16,2.2,29465,2.1999999999999997,2.310557346156671,2.563064808292225,-0.25250746213555386,-0.23043016214395318
NCTY,2020-11-02,2.14,2.19,2.12,2.14,33961,2.1399999999999992,2.3306586818215203,2.592109992955603,-0.2614513111340826,-0.224910837146053
NCTY,2020-10-30,2.11,2.28,2.04,2.2279,420966,2.2278999999999987,2.36532389669816,2.628278792392051,-0.26295489569389074,-0.2157757186490456
NCTY,2020-10-29,2.14,2.15,2.11,2.13,24416,2.129999999999999,2.390310059734189,2.6603090957834152,-0.2699990360492257,-0.2039809243878342
NCTY,2020-10-28,2.2,2.35,2.08,2.09,327519,2.089999999999999,2.4376391615040425,2.7027338234460885,-0.265094661942046,-0.18747639647248618
NCTY,2020-10-27,2.15,2.2,2.12,2.1201,29800,2.120099999999999,2.500846281777505,2.7517525293217755,-0.2509062475442709,-0.1680718301050962
NCTY,2020-10-26,2.28,2.28,2.23,2.24,20612,2.24,2.570072878464323,2.802284731667517,-0.23221185320319426,-0.14736322574530258
NCTY,2020-10-23,2.37,2.37,2.3,2.3179,12614,2.317899999999999,2.6300861290942,2.847267510200919,-0.2171813811067187,-0.12615106888082975
NCTY,2020-10-22,2.18,2.3,2.18,2.26,47346,2.259999999999999,2.686847243474964,2.8896169110169923,-0.2027696675420283,-0.1033934908243575
NCTY,2020-10-21,2.26,2.35,2.21,2.29,49544,2.289999999999999,2.764455833197685,2.939986263898352,-0.17553043070066687,-0.07854944664493979
NCTY,2020-10-20,2.36,2.48,2.3201,2.3999,65888,2.3999,2.8507205301427185,2.9919851650102203,-0.1412646348675013,-0.05430420063100802
NCTY,2020-10-19,2.26,2.55,2.16,2.36,243086,2.36,2.9326878992595766,3.039351978211037,-0.10666407895146036,-0.032564092071884584
NCTY,2020-10-16,2.784,2.8369999999999997,2.615,2.835,52517,2.8350000000000004,3.0368129718522274,3.0937001364679197,-0.056887164615692765,-0.01403909535199064
NCTY,2020-10-15,2.7560000000000002,2.7880000000000003,2.51,2.6439999999999997,252553,2.644,3.0735062394617234,3.1143961473853534,-0.04088990792363045,-0.0033270780360652183
NCTY,2020-10-14,3.076,3.0989999999999998,3.043,3.052,34001,3.052,3.1515982830002187,3.1520278391761822,-0.0004295561759635192,0.00606362943582598
NCTY,2020-10-13,3.165,3.165,3.08,3.12767,71200,3.12767,3.169707061727531,3.1600300663102767,0.009676995417254195,0.007686925838773355
NCTY,2020-10-12,3.134,3.145,3.08,3.112,105871,3.112,3.1773501638598085,3.162618871615099,0.014731292244710037,0.007189408444153145
NCTY,2020-10-09,3.199,3.44,3.141,3.38,508320,3.38,3.18923201183432,3.1666683813443064,0.02256363049001253,0.005303937494014033
NCTY,2020-10-08,3.2089999999999996,3.23,3.13,3.207,90837,3.207,3.1545469230769227,3.149601851851852,0.0049450712250709294,0.0009890142450141859
NCTY,2020-10-07,3.2,3.21999,3.112,3.1450099999999996,121285,3.14501,3.14501,3.14501,0.0,0.0
