Symbol,Date,Open,High,Low,Close,Volume,SESN SMA_x,SESN spanTwelveEMA_x,SESN spanTwntySixEMA_x,SESN_x,SESN_y,SESN SMA_y,SESN spanTwelveEMA_y,SESN spanTwntySixEMA_y,SESN_x,SESN_y
SESN,2021-06-15,4.29,4.29,4.2615,4.2695,28855,4.2695,3.9138842720377833,3.5284365058060843,0.3854477662316991,0.3034716746612844,4.2695,3.920556909731677,3.589696321439413,0.3308605882922641,0.30347167466128444
SESN,2021-06-14,4.35,4.37,4.3,4.33,176703,4.33,3.849226866953744,3.4691514262705714,0.3800754406831728,0.2829776517686807,4.33,3.857112711501073,3.535312027154566,0.3218006843465071,0.2829776517686807
SESN,2021-06-11,4.279,4.279,4.22,4.22,42041,4.22,3.761813570036243,3.400283540372217,0.361530029664026,0.2587032045400577,4.22,3.771133204501268,3.4717369893269314,0.2993962151743368,0.2587032045400577
SESN,2021-06-10,4.19,4.22,4.17,4.17,43520,4.17,3.678506946406469,3.3347062236019944,0.3438007228044748,0.2329964982590655,4.17,3.689521059865135,3.4118759484730856,0.2776451113920495,0.23299649825906557
SESN,2021-06-09,4.17,4.18,4.14,4.14,107186,4.14,3.589144573025827,3.267882721490154,0.3212618515356729,0.2052954421227133,4.14,3.602161252567887,3.3512260243509324,0.2509352282169548,0.20529544212271333
SESN,2021-06-08,3.9971,4.04,3.9971,4.02,47357,4.02,3.488989040848704,3.198113339209366,0.2908757016393379,0.1763038397694734,4.02,3.5043723893984127,3.288124106299007,0.2162482830994054,0.17630383976947345
SESN,2021-06-07,3.81,3.85,3.81,3.85,85575,3.85,3.392441593730287,3.1323624063461155,0.2600791873841714,0.1476608743020073,3.85,3.4106219147435786,3.229574034802928,0.1810478799406505,0.1476608743020073
SESN,2021-06-04,3.74,3.75,3.73,3.75,30396,3.75,3.3092491562267026,3.0749513988538046,0.2342977573728979,0.1195562960314662,3.75,3.3307349901515018,3.179939957587162,0.1507950325643396,0.11955629603146625
SESN,2021-06-03,3.61,3.61,3.585,3.6074,71202,3.6074,3.229112639177012,3.020947510762109,0.2081651284149028,0.0908709306961083,3.6074,3.254504988360865,3.1343351541941358,0.1201698341667301,0.09087093069610833
SESN,2021-06-02,3.9,3.93,3.88,3.88,83529,3.88,3.160333119027378,2.9740313116230777,0.1863018074043001,0.0615473812664096,3.88,3.190342258971932,3.096489966529666,0.093852292442266,0.061547381266409684
SESN,2021-06-01,3.47,3.475,3.44,3.455,116527,3.455,3.0294845952141736,2.901553816552924,0.1279307786612498,0.030358774731937,3.455,3.064949942421374,3.0338091638520392,0.0311407785693349,0.03035877473193706
SESN,2021-06-01,3.47,3.475,3.44,3.455,116527,3.455,2.952118157980387,2.857278121877158,0.0948400361032288,0.0059657737496089,3.455,2.994031750134351,3.000113896960203,-0.0060821468258516,0.005965773749608988
SESN,2021-05-28,3.2,3.2,3.14,3.14,64387,3.14,2.8606850957950027,2.8094603716273308,0.0512247241676719,-0.016252791838796,3.14,2.9102193410678696,2.963723008717019,-0.0535036676491493,-0.016252791838795987
SESN,2021-05-27,2.9812,3.01,2.9812,3.0001,29101,3.0001,2.8099005677577304,2.783017201357517,0.0268833664002134,-0.0331221708404129,3.0001,2.868441039443846,2.9496208494143805,-0.0811798099705343,-0.03312217084041298
SESN,2021-05-26,2.95,2.9639,2.95,2.955,40736,2.955,2.77531885280459,2.765650577466118,0.009668275338472,-0.0481235551505696,2.955,2.844503046615455,2.945582517367531,-0.1010794707520759,-0.04812355515056959
SESN,2021-05-25,2.92,2.929,2.91,2.9217,19087,2.9217,2.742649553314515,2.750502623663408,-0.0078530703488923,-0.06257151277283,2.9217,2.8244126914546284,2.944829118756933,-0.1204164273023051,-0.06257151277282999
SESN,2021-05-24,2.97,2.98,2.97,2.98,14106,2.98,2.7100949266444267,2.7368068335564804,-0.0267119069120536,-0.0762511233788143,2.98,2.806724089900924,2.9466794482574885,-0.1399553583565644,-0.07625112337881428
SESN,2021-05-21,2.95,2.95,2.91,2.91,55816,2.91,2.661021276943413,2.7173513802409985,-0.0563301032975855,-0.0886359274955044,2.91,2.775219378973819,2.944013804118087,-0.1687944251442683,-0.08863592749550445
SESN,2021-05-20,2.83,2.84,2.83,2.8385,17058,2.8385,2.615752418205852,2.7019394906602785,-0.0861870724544267,-0.0967123835449842,2.8385,2.7507138115145136,2.9467349084475343,-0.1960210969330207,-0.09671238354498415
SESN,2021-05-19,2.6,2.6,2.54,2.57,63538,2.57,2.5752528578796428,2.6910146499131007,-0.1157617920334579,-0.0993437113176235,2.57,2.734752686335334,2.955393701123337,-0.2206410147880024,-0.09934371131762351
SESN,2021-05-18,2.69,2.69,2.65,2.673,34154,2.673,2.576207922948669,2.7006958219061485,-0.1244878989574793,-0.0952391911386649,2.673,2.7647077202144867,2.986225197213204,-0.2215174769987173,-0.09523919113866489
SESN,2021-05-17,2.34,2.35,2.34,2.35,14061,2.35,2.558609363484792,2.7029114876586404,-0.1443021241738491,-0.0879270141839613,2.35,2.781381851162576,3.01128321299026,-0.2299013618276846,-0.08792701418396126
SESN,2021-05-14,2.3,2.32,2.3,2.31,30949,2.31,2.5965383386638443,2.731144406671332,-0.1346060680074874,-0.0738332366864895,2.31,2.8598149150103165,3.064185870029481,-0.2043709550191645,-0.07383323668648951
SESN,2021-05-13,2.4,2.47,2.4,2.4425,11713,2.4425,2.648636218420908,2.764835959205038,-0.1161997407841308,-0.0586400288562399,2.4425,2.95978126319401,3.1245207396318397,-0.1647394764378291,-0.05864002885623992
SESN,2021-05-12,2.4,2.4557,2.4,2.435,29242,2.435,2.686115530861072,2.7906228359414413,-0.1045073050803693,-0.0442501008742672,2.435,3.0538324019565573,3.1790823988023864,-0.1252499968458291,-0.04425010087426729
SESN,2021-05-11,2.25,2.28,2.225,2.225,128439,2.225,2.73177290010854,2.819072662816757,-0.0872997627082172,-0.0291857998227417,2.225,3.166347384130477,3.2386089907065774,-0.0722616065761005,-0.029185799822741783
