Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA_x,SPPI spanTwelveEMA_x,SPPI spanTwntySixEMA_x,SPPI_x,SPPI_y,SPPI SMA_y,SPPI spanTwelveEMA_y,SPPI spanTwntySixEMA_y,SPPI_x,SPPI_y
SPPI,2021-06-15,4.42,4.42,4.39,4.4,24594,4.4,4.089487209174877,3.7733619311316735,0.3161252780432031,0.2419447898247442,4.4,4.095944079570227,3.8382912970371263,0.2576527825331007,0.24194478982474427
SPPI,2021-06-14,4.44,4.45,4.4336,4.4418,58051,4.4418,4.033030338115763,3.723230885622207,0.3097994524935559,0.2233996677701294,4.4418,4.040661184946632,3.793354600800096,0.247306584146536,0.2233996677701295
SPPI,2021-06-11,4.4,4.42,4.38,4.38,23656,4.38,3.958708581409538,3.665745356471984,0.2929632249375542,0.2017997215892728,4.38,3.9677268549369287,3.741478968864104,0.2262478860728247,0.2017997215892729
SPPI,2021-06-10,4.38,4.42,4.37,4.42,64105,4.42,3.8821101416658177,3.6086049849897424,0.2735051566760753,0.1790088457522026,4.42,3.892768101289098,3.690397286373232,0.2023708149158656,0.17900884575220266
SPPI,2021-06-09,4.2149,4.26,4.2144,4.245,27870,4.245,3.784311985605057,3.5436933837889217,0.2406186018161351,0.1553847680212344,4.245,3.7969077560689337,3.632029069283091,0.1648786867858427,0.1553847680212345
SPPI,2021-06-08,4.32,4.34,4.31,4.32,58979,4.32,3.70055052844234,3.4875888544920355,0.2129616739503044,0.1340763095725093,4.32,3.7154364389905594,3.5829913948257386,0.1324450441648199,0.13407630957250932
SPPI,2021-06-07,3.8568,3.88,3.85,3.8501,42307,3.8501,3.5879233517954923,3.4209959628513986,0.1669273889440936,0.1143549684780605,3.8501,3.605515791534296,3.5240307064117977,0.0814850851224986,0.11435496847806054
SPPI,2021-06-04,3.85,3.8582,3.8,3.81,35331,3.81,3.540254870303764,3.3866676398795104,0.1535872304242529,0.1012118633615522,3.81,3.5610459354496227,3.4979451629247413,0.0631007725248813,0.10121186336155226
SPPI,2021-06-03,3.85,3.85,3.84,3.84,49023,3.84,3.491210301268084,3.352801051069871,0.138409250198213,0.0881180215958769,3.84,3.5157815600768263,3.472980775958721,0.0428007841181057,0.08811802159587687
SPPI,2021-06-02,3.75,3.79,3.69,3.69,74896,3.69,3.427793992407736,3.3138251351554606,0.1139688572522752,0.0755452144452928,3.69,3.456832752818068,3.443619238035418,0.0132135147826497,0.07554521444529283
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,3.568,3.380120172845506,3.2837311459678973,0.0963890268776088,0.0659393037435472,3.568,3.4144387078758984,3.4239087770782515,-0.009470069202353,0.06593930374354721
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,3.568,3.345960204271962,3.260989637645329,0.0849705666266329,0.0583268729600318,3.568,3.3865184729442435,3.4123814792445115,-0.025863006300268,0.05832687296003179
SPPI,2021-05-28,3.4964,3.4964,3.48,3.4808,26012,3.4808,3.3055893323214094,3.236428808656956,0.0691605236644541,0.0516659495433815,3.4808,3.353521831661378,3.3999319975840723,-0.0464101659226936,0.0516659495433815
SPPI,2021-05-27,3.3,3.32,3.2832,3.32,61705,3.32,3.273732847288938,3.216879113349512,0.0568537339394259,0.0472923060131135,3.32,3.330380346508902,3.3934625573907984,-0.0630822108818964,0.047292306013113565
SPPI,2021-05-26,3.25,3.28,3.25,3.28,15637,3.28,3.2653206377051087,3.208629442417473,0.0566911952876356,0.0449019490315354,3.28,3.332267682237793,3.399339561982062,-0.0670718797442688,0.04490194903153547
SPPI,2021-05-25,3.21,3.239,3.21,3.21,32467,3.21,3.2626516627424014,3.2029197978108708,0.0597318649315306,0.0419546374675104,3.21,3.341770897190119,3.408886726940627,-0.0671158297505081,0.041954637467510415
