Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA_x,AAPL spanTwelveEMA_x,AAPL spanTwntySixEMA_x,AAPL_x,AAPL_y,AAPL SMA_y,AAPL spanTwelveEMA_y,AAPL spanTwntySixEMA_y,AAPL_x.1,AAPL_y.1,AAPL SMA_x.1,AAPL spanTwelveEMA_x.1,AAPL spanTwntySixEMA_x.1,AAPL_x.1.1,AAPL_y.1.1,AAPL SMA_y.1,AAPL spanTwelveEMA_y.1,AAPL spanTwntySixEMA_y.1,AAPL_x,AAPL_y
AAPL,2021-06-15,129.94,130.2,129.92,130.01,1411098,130.01,126.98087317092345,126.8654143705324,0.115458800391039,-0.3731998454939236,130.01,126.9642287656294,126.60558382495287,0.358644940676541,-0.3731998454939236,130.01,126.96411791242085,126.5797625584182,0.3843553540026221,-0.3731998454939236,130.01,126.96411717412867,126.57719650982692,0.3869206643017406,-0.3731998454939236
AAPL,2021-06-14,127.82,127.98,127.57,127.63,1064912,127.63,126.43012283836408,126.613847520175,-0.1837246818109292,-0.4953645069651642,127.63,126.41045217756204,126.3332305309491,0.0772216466129407,-0.4953645069651642,127.63,126.41032116922464,126.30534356309168,0.1049776061329623,-0.4953645069651642,127.63,126.41032029669752,126.30257223061308,0.1077480660844543,-0.4953645069651642
AAPL,2021-06-11,126.53,126.69,126.25,126.27,978765,126.27,126.21196335443028,126.532555321789,-0.3205919673587232,-0.5732744632537264,126.27,126.18871620984604,126.22948897342502,-0.0407727635789854,-0.5732744632537264,126.27,126.18856138181091,126.199371048139,-0.0108096663280718,-0.5732744632537264,126.27,126.18856035064256,126.19637800906212,-0.007817658419583,-0.5732744632537264
AAPL,2021-06-10,127.02,127.13,126.93,127.06,1024701,127.06,126.20141123705396,126.55355974753212,-0.352148510478159,-0.6364450872274772,127.06,126.17393733890896,126.226248091299,-0.0523107523900563,-0.6364450872274772,127.06,126.17375436032202,126.19372073199013,-0.0199663716680902,-0.6364450872274772,127.06,126.17375314166848,126.19048824978712,-0.0167351081186382,-0.6364450872274772
AAPL,2021-06-09,127.18,127.53,127.18,127.495,977613,127.495,126.0453041892456,126.5130445273347,-0.4677403380891007,-0.7075192314148067,127.495,126.0128350368924,126.15954793860294,-0.1467129017105293,-0.7075192314148067,127.495,126.01261878947147,126.12441839054932,-0.1117996010778341,-0.7075192314148067,127.495,126.01261734924456,126.12092730977008,-0.1083099605255171,-0.7075192314148067
AAPL,2021-06-08,126.62,126.775,126.59,126.665,1319215,126.665,125.7817231327448,126.43448808952148,-0.6527649567766787,-0.7674639547462331,126.665,125.74335049814556,126.05271177369116,-0.3093612755455979,-0.7674639547462331,126.665,125.74309493301176,126.01477186179326,-0.2716769287815168,-0.7674639547462331,126.665,125.7430932309254,126.01100149455168,-0.2679082636262961,-0.7674639547462331
AAPL,2021-06-07,126.18,126.32,125.94,126.305,1342609,126.305,125.6211273386984,126.4160471366832,-0.7949197979848037,-0.7961387042386217,126.305,125.57577786144476,126.00372871558648,-0.4279508541417129,-0.7961387042386217,126.305,125.57547582992298,125.96275361073673,-0.3872777808137471,-0.7961387042386217,126.305,125.57547381836638,125.95868161411585,-0.3832077957494562,-0.7961387042386217
AAPL,2021-06-04,124.07,124.1,123.85,124.03,919725,124.03,125.49678685482536,126.42493090761783,-0.9281440527924758,-0.796443430802076,124.03,125.44319201807107,125.9796270128334,-0.5364349947623168,-0.796443430802076,124.03,125.44283507172716,125.93537389959566,-0.4925388278685005,-0.796443430802076,124.03,125.44283269443298,125.93097614324508,-0.4881434488121101,-0.796443430802076
AAPL,2021-06-03,124.66,124.85,124.51,124.65,1468684,124.65,125.76347537388452,126.61652538022726,-0.8530500063427411,-0.7635182753044761,124.65,125.70013602135673,126.13559717386006,-0.4354611525033505,-0.7635182753044761,124.65,125.69971417567754,126.08780381156332,-0.3880896358857768,-0.7635182753044761,124.65,125.69971136614808,126.0830542347047,-0.3833428685566247,-0.7635182753044761
AAPL,2021-06-02,124.29,124.59,124.11,124.51,1124439,124.51,125.96592544186352,126.77384741064544,-0.8079219687819261,-0.7411353425449099,124.51,125.89106984342158,126.25444494776886,-0.3633751043472841,-0.7411353425449099,124.51,125.89057129852802,126.20282811648838,-0.3122568179603604,-0.7411353425449099,124.51,125.890567978175,126.19769857348108,-0.3071305953060772,-0.7411353425449099
