Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA_x,AGEN spanTwelveEMA_x,AGEN spanTwntySixEMA_x,AGEN_x,AGEN_y,AGEN SMA_y,AGEN spanTwelveEMA_y,AGEN spanTwntySixEMA_y,AGEN_x,AGEN_y
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.677532748535446,4.243000701050357,0.4345320474850895,0.3665771542339827,5.1115,4.689038269140006,4.371495661705766,0.3175426074342402,0.36657715423398274
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.598629611905528,4.173520757134385,0.4251088547711426,0.349588430921206,5.2,4.6122270453472805,4.312295314642228,0.2999317307050528,0.34958843092120606
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.489289541342896,4.091402417705137,0.3978871236377594,0.3307083249587219,5.09,4.505359235410422,4.241278939813606,0.2640802955968162,0.33070832495872193
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.380069457950696,4.011514611121548,0.3685548468291477,0.3139136252889625,5.0718,4.399060914575953,4.173381254998694,0.225679659577259,0.3139136252889625
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.254300268487186,3.926691780011272,0.3276084884759136,0.3002533199039161,4.96,4.276744717226126,4.10150775539859,0.1752369618275366,0.3002533199039161
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.125991226393947,3.8440271224121743,0.2819641039817728,0.2934145277609166,4.47,4.152516483994513,4.032828375830476,0.1196881081640368,0.2934145277609166
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.063444176647392,3.793949292205149,0.2694948844422438,0.2962771337057025,4.07,4.094792208357152,3.997854645896914,0.0969375624602379,0.2962771337057025
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.0622522087651,3.77186523558156,0.2903869731835402,0.3029726960215673,4.0461,4.099299882603907,3.992083017568667,0.1072168650352396,0.3029726960215673
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.065188973995118,3.749926454428085,0.3152625195670335,0.306119126731074,4.06,4.10897258853189,3.98776165897416,0.1212109295577303,0.30611912673107405
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.066132423812412,3.725120570782332,0.3410118530300807,0.3038332785220842,4.235,4.117876695537689,3.981982591692093,0.1358941038455956,0.3038332785220842
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.035429228141942,3.684330216444918,0.3510990116970243,0.2945386348950851,4.36,4.096581549271813,3.9617411990274607,0.1348403502443527,0.29453863489508514
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,3.9764163605313865,3.630276633760512,0.346139726770875,0.2803985406946003,4.36,4.048687285503052,3.9298804949496575,0.118806790553394,0.2803985406946003
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,3.906673880628002,3.571898764461352,0.3347751161666501,0.2639632441755317,4.24,3.992084973776333,3.8954709345456298,0.0966140392307033,0.2639632441755317
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,3.846069131651275,3.51845066561826,0.327618466033015,0.246260276177752,4.1682,3.947009514462939,3.86790860930928,0.079100905153659,0.24626027617775206
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,3.787499882860598,3.466470718867721,0.3210291639928768,0.2259207287139363,4.05,3.9067930625471097,3.843885298054022,0.0629077644930875,0.22592072871393631
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,3.739772588835252,3.419788376377139,0.3199842124581131,0.2021436198942011,4.039,3.880755437555675,3.827396121898344,0.0533593156573308,0.20214361989420118
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,3.685367604987116,3.37025144648731,0.3151161584998059,0.1726834717532231,4.22,3.851983698929434,3.810467811650212,0.041515887279222,0.17268347175322318
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,3.588161714984773,3.3022715622062946,0.2858901527784785,0.1370753000665774,4.241,3.7850716441893306,3.777705236582229,0.0073664076071016,0.13707530006657748
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,3.469463844982005,3.227173287182798,0.2422905577992069,0.0998715868886022,4.2629,3.7021755794964815,3.7406416555088073,-0.0384660760123258,0.0998715868886022
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,3.325202725887824,3.144315150157422,0.1808875757304022,0.064266844160951,4.0,3.600225684859478,3.698860987949512,-0.0986353030900337,0.064266844160951
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,3.202512312412883,3.075860362170016,0.1266519502428678,0.0351116612685881,4.1699,3.52753944574302,3.6747698669854727,-0.1472304212424533,0.03511166126858819
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,3.25,3.026623641942498,2.988337191143617,0.0382864507988811,0.0122265890250183,3.25,3.4107466176962955,3.635159456344311,-0.2244128386480151,0.012226589025018393
AGEN,2021-05-14,3.05,3.05,3.03,3.03,13973,3.03,2.986009758659316,2.9674041664351063,0.0186055922242096,0.0057116235815527,3.03,3.4399732754592582,3.6659722128518553,-0.225998937392597,0.0057116235815527034
AGEN,2021-05-13,3.07,3.07,3.0521,3.07,13479,3.07,2.97801153296101,2.962396499749915,0.0156150332110951,0.0024881314208884,3.07,3.5145138709973054,3.716849989880004,-0.2023361188826982,0.002488131420888465
