Symbol,Date,Open,High,Low,Close,Volume,GSKY SMA,GSKY spanTwelveEMA,GSKY spanTwntySixEMA,GSKY_x,GSKY_y
GSKY,2020-12-10,4.35,4.39,4.29,4.33,45604,4.33,4.353605952159971,4.348038038713469,0.005567913446504313,-0.036150889218016534
GSKY,2020-12-09,4.45,4.5,4.415,4.49,48478,4.49,4.3578979434617855,4.349481081810547,0.008416861651238783,-0.046580589884146296
GSKY,2020-12-08,4.44,4.51,4.41,4.5,31815,4.5,4.3338793877275625,4.338239568355388,-0.004360180627825727,-0.060329952767992565
GSKY,2020-12-07,4.45,4.489,4.36,4.38,47362,4.379999999999999,4.303675640041666,4.3252987338238205,-0.021623093782154438,-0.07432239580303426
GSKY,2020-12-04,4.33,4.42,4.33,4.4199,35941,4.419899999999998,4.289798483685605,4.320922632529726,-0.03112414884412118,-0.08749722130825421
GSKY,2020-12-03,4.4,4.43,4.31,4.3545,32375,4.3545,4.266143662537533,4.313004443132104,-0.04686078059457088,-0.10159048942428746
GSKY,2020-12-02,4.22,4.22,4.13,4.18,47590,4.18,4.250078873907993,4.309684798582672,-0.05960592467467851,-0.1152729166317166
GSKY,2020-12-01,4.31,4.43,4.23,4.425,77760,4.425000000000002,4.2628204873458095,4.320059582469287,-0.05723909512347625,-0.1291896646209761
GSKY,2020-11-30,4.44,4.4554,4.3,4.3089,88517,4.308900000000002,4.233333303226866,4.311664349066828,-0.07833104583996242,-0.14717730699535084
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.325600000000001,4.219593903813569,4.311885496992175,-0.09229159317860612,-0.16438887228419793
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.325600000000003,4.200320068143308,4.310788336751549,-0.11046826860824056,-0.18241319206059586
GSKY,2020-11-25,4.42,4.46,4.36,4.42,59519,4.420000000000004,4.177541898714819,4.309603403691673,-0.13206150497685432,-0.20039942292368468
GSKY,2020-11-24,4.3,4.31,4.2299,4.31,198665,4.310000000000004,4.1334586075720585,4.300771675987007,-0.16731306841494842,-0.21748390241039225
GSKY,2020-11-23,4.16,4.3,4.12,4.29,489963,4.2900000000000045,4.10136017258516,4.300033410065967,-0.1986732374808069,-0.2300266109092532
GSKY,2020-11-20,4.19,4.2499,4.16,4.195,124131,4.1950000000000065,4.067062022146098,4.3008360828712435,-0.23377406072514614,-0.23786495426636475
GSKY,2020-11-19,4.1,4.22,4.01,4.21,182559,4.210000000000006,4.043800571627207,4.309302969500943,-0.2655023978737363,-0.23888767765166963
GSKY,2020-11-18,3.8994,4.2,3.86,4.1911,1263594,4.191100000000007,4.013582493741246,4.317247207061018,-0.3036647133197743,-0.23223399759615296
GSKY,2020-11-17,3.6,3.6069999999999998,3.45,3.47,110094,3.4700000000000064,3.98130658351238,4.327338983625902,-0.3460324001135211,-0.21437631866524803
GSKY,2020-11-16,3.69,3.71,3.58,3.6199,309463,3.619900000000007,4.0742714168782665,4.395926102315973,-0.32165468543770626,-0.18146229830317967
GSKY,2020-11-13,3.52,3.52,3.4189999999999996,3.42,214260,3.4200000000000066,4.156884401765224,4.458008190501252,-0.3011237887360272,-0.146414201519548
GSKY,2020-11-12,3.52,3.65,3.51,3.54,701333,3.5400000000000063,4.290863383904355,4.541048845741352,-0.2501854618369963,-0.10773680471542799
GSKY,2020-11-11,3.81,3.82,3.6,3.6001,114928,3.6001000000000056,4.4273839991596935,4.6211327534006585,-0.19374875424096685,-0.07212464043503591
GSKY,2020-11-10,4.26,4.34,3.72,3.955,254475,3.955000000000007,4.5777992717341816,4.7028153736727125,-0.12501610193853008,-0.041718611983553616
GSKY,2020-11-09,4.4,4.5419,4.33,4.335,186259,4.335000000000006,4.691035502958579,4.7626406035665285,-0.07160510060795032,-0.02089423949480928
GSKY,2020-11-06,4.54,4.63,4.32,4.32,72107,4.3200000000000065,4.75576923076923,4.7968518518518515,-0.04108262108262206,-0.008216524216524235
GSKY,2020-11-05,4.88,5.04,4.81,4.835,85719,4.835000000000006,4.835,4.835,0.0,0.0
