Symbol,Date,Open,High,Low,Close,Volume,SFET SMA,SFET spanTwelveEMA,SFET spanTwntySixEMA,SFET_x,SFET_y
SFET,2020-12-10,1.26,1.26,1.18,1.23,237597,1.23,1.162732699242627,1.0900307830871798,0.07270191615544719,0.04988374847764994
SFET,2020-12-09,1.3,1.32,1.26,1.2987,211736,1.2986999999999995,1.1505022809231047,1.0788332457341543,0.0716690351889504,0.04417920655820062
SFET,2020-12-08,1.35,1.35,1.3,1.32,315418,1.3199999999999996,1.1235572410909418,1.0612439053928866,0.0623133356980552,0.03730674940051318
SFET,2020-12-07,1.3981,1.45,1.3358,1.36,1532924,1.3599999999999997,1.0878403758347497,1.0405434178243176,0.047296958010431885,0.031055102826127674
SFET,2020-12-04,1.03,1.0494,1.03,1.035,11194,1.0349999999999997,1.038356807804704,1.014986891250263,0.023369916554440758,0.026994639030051566
SFET,2020-12-03,1.06,1.06,1.04,1.0455,13000,1.0455,1.0389671364964683,1.0133858425502842,0.025581293946184136,0.02790081964895421
SFET,2020-12-02,1.01,1.06,1.01,1.03,150540,1.0299999999999998,1.0377793431321898,1.0108167099543068,0.026962633177882944,0.028480701074646727
SFET,2020-12-01,1.04,1.065,1.03,1.06,91689,1.0599999999999998,1.0391937691562243,1.0092820467506514,0.029911722405572938,0.02886021804883767
SFET,2020-11-30,1.06,1.0632,0.9801,1.0197,233465,1.0196999999999998,1.0354108180937196,1.0052246104907034,0.03018620760301616,0.02859734195965385
SFET,2020-11-27,1.09,1.09,1.05,1.06,60621,1.0599999999999998,1.0382673304743961,1.0040665793299597,0.034200751144436214,0.028200125548813272
SFET,2020-11-27,1.09,1.09,1.05,1.06,60621,1.06,1.0343159360151952,0.9995919056763566,0.03472403033883864,0.02669996914990748
SFET,2020-11-25,1.2,1.2,1.06,1.075,651058,1.0749999999999995,1.029646106199776,0.9947592581304652,0.03488684806931108,0.02469395385267469
SFET,2020-11-24,1.09,1.11,1.06,1.0884,110319,1.0883999999999998,1.0213999436906445,0.9883399987809024,0.03305994490974218,0.022145730298515673
SFET,2020-11-23,1.06,1.08,1.04,1.0501,35600,1.0500999999999996,1.0092181152707616,0.9803351986833744,0.028882916587387175,0.01941717664570907
SFET,2020-11-20,1.08,1.1,1.062,1.07,18304,1.0699999999999998,1.001785045319991,0.9747540145780444,0.027031030741946682,0.017050741660289543
SFET,2020-11-19,1.07,1.07,1.04,1.05,28716,1.05,0.989382326287262,0.967134335744288,0.022247990542974216,0.014555669389875285
SFET,2020-11-18,1.02,1.02,0.9905,1.0087,26614,1.0087,0.9783609310667644,0.9605050826038308,0.017855848462933418,0.012632589101600606
SFET,2020-11-17,1.0,1.0094,0.99,0.9949,21128,0.9949,0.9728447367152672,0.9566494892121374,0.016195247503129617,0.011326774261267374
SFET,2020-11-16,0.9946,1.02,0.9902,0.9902,35666,0.9902,0.9688346888453157,0.9535894483491084,0.015245240496207124,0.010109655950801783
SFET,2020-11-13,0.99,1.0,0.98,0.9867,12478,0.9867,0.9649500868171912,0.9506606042170372,0.01428948260015406,0.008825759814450421
SFET,2020-11-12,0.98,1.0,0.9797,0.9837,7910,0.9837,0.9609955571475896,0.9477774525544002,0.013218104593189395,0.007459829118024539
SFET,2020-11-11,0.9851,1.0,0.97,0.97,5221,0.97,0.9568674766289696,0.9449036487587522,0.011963827870217323,0.0060202602492333245
SFET,2020-11-10,1.0,1.02,0.9841,0.9851,22882,0.9851,0.954479745106964,0.9428959406594524,0.011583804447511723,0.0045343683439872965
SFET,2020-11-09,1.08,1.08,0.9701,0.9937,85943,0.9937,0.9489124260355032,0.9395196159122086,0.009392810123294515,0.002772009318106217
SFET,2020-11-06,1.03,1.03,0.99,1.0,100565,1.0,0.9407692307692308,0.9351851851851852,0.005584045584045572,0.0011168091168091143
SFET,2020-11-05,0.922,0.955,0.922,0.93,66292,0.9300000000000002,0.93,0.93,0.0,0.0
