Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA,REI spanTwntySixEMA,REI_x,REI_y
REI,2020-12-10,0.77,0.78,0.7501,0.7777,495209,0.7777,0.7025777252635895,0.6403096672812948,0.062268057982294726,0.05060884433080471
REI,2020-12-09,0.77,0.83,0.76,0.8151,936564,0.8151,0.6889191298569695,0.6293184406637984,0.059600689193171075,0.047694040917932196
REI,2020-12-08,0.76,0.76,0.7202,0.7361,498289,0.7361000000000001,0.6659771534673274,0.6144559159169023,0.05152123755042515,0.044717378849122476
REI,2020-12-07,0.73,0.81,0.7,0.7252,729229,0.7252000000000001,0.6532275450068415,0.6047243891902544,0.04850315581658715,0.043016414173796806
REI,2020-12-04,0.66,0.7,0.66,0.6968,349887,0.6968000000000002,0.6401416440989945,0.5950863403254748,0.04505530377351974,0.041644728763099215
REI,2020-12-03,0.6432,0.6592,0.64,0.6526,189804,0.6526000000000002,0.6298401248442663,0.5869492475515128,0.04289087729275354,0.040792085010494084
REI,2020-12-02,0.63,0.63,0.612,0.615051,79332,0.6150510000000003,0.625701965725042,0.5816971873556339,0.04400477836940808,0.04026738693992922
REI,2020-12-01,0.6597,0.6633,0.6301,0.6376,354602,0.6376000000000002,0.627638504947777,0.5790288823440847,0.04860962260369228,0.0393330390825595
REI,2020-11-30,0.71,0.71,0.665,0.6686,278360,0.6686000000000001,0.6258273240291911,0.5743431929316114,0.05148413109757954,0.037013893202276306
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7005,0.6180504738526802,0.5668026483661404,0.05124782548653983,0.03339633372845047
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7005,0.6030596509168038,0.5561068602354315,0.046952790681372265,0.02893346078892812
REI,2020-11-25,0.69,0.7,0.6311,0.6359,383136,0.6359,0.5853432238107681,0.5445554090542661,0.04078781475650195,0.02442862831581708
REI,2020-11-24,0.7033,0.725,0.6821,0.7146,619912,0.7146,0.5761510826854531,0.5372478417786075,0.0389032409068456,0.02033883170564586
REI,2020-11-23,0.6195,0.6494,0.6195,0.6381,275966,0.6381,0.5509785522646264,0.5230596691208962,0.027918883143730252,0.01569772940534592
REI,2020-11-20,0.63,0.64,0.61,0.62,346215,0.62,0.5351382890400131,0.5138564426505678,0.021281846389445302,0.012642440970749836
REI,2020-11-19,0.57,0.57,0.555,0.5551,69755,0.5551,0.5197088870472883,0.5053649580626133,0.01434392898467507,0.010482589616075969
REI,2020-11-18,0.53,0.54,0.5203,0.5349,171498,0.5349,0.5132741392377044,0.5013861547076224,0.011887984530081995,0.009517254773926193
REI,2020-11-17,0.515,0.522,0.505,0.510232,208995,0.5102320000000001,0.5093421645536507,0.4987050470842321,0.010637117469418532,0.008924572334887242
REI,2020-11-16,0.532,0.54,0.505,0.5076,506020,0.5076000000000003,0.509180376290678,0.4977828908509706,0.011397485439707368,0.008496436051254405
REI,2020-11-13,0.5097,0.5125,0.5005,0.5041,38220,0.5041000000000002,0.5094677174344376,0.4969975221190483,0.012470195315389343,0.007771173704141151
REI,2020-11-12,0.5479999999999999,0.55,0.5322,0.5399,80257,0.5399000000000003,0.5104436660588808,0.4964293238885722,0.014014342170308614,0.006596418301329102
REI,2020-11-11,0.55,0.5501,0.5312,0.5403,101903,0.5403000000000002,0.5050879689786772,0.492951669799658,0.01213629917901926,0.004741937334084224
REI,2020-11-10,0.5854,0.5854,0.5207,0.5496989999999999,301019,0.5496990000000002,0.4986857815202549,0.4891638033836306,0.00952197813662431,0.0028933468728504635
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,0.5300000000000002,0.489410650887574,0.484320987654321,0.005089663233252939,0.0012361890569070023
REI,2020-11-06,0.4875,0.5,0.48200000000000004,0.4965,106601,0.4965000000000002,0.4820307692307692,0.4806666666666667,0.0013641025641025204,0.0002728205128205041
REI,2020-11-05,0.4701,0.4964,0.4701,0.4794,113702,0.4794000000000002,0.4794,0.4794,0.0,0.0
