Symbol,Date,Open,High,Low,Close,Volume,LXRX SMA,LXRX spanTwelveEMA,LXRX spanTwntySixEMA,LXRX_x,LXRX_y
LXRX,2020-12-10,2.79,2.82,2.7,2.81,611947,2.81,2.013782596989929,1.7073445819490023,0.3064380150409272,0.17932759297640852
LXRX,2020-12-09,2.96,3.0473,2.71,2.7123,3396052,2.7122999999999995,1.869015796442644,1.6191321485049224,0.2498836479377213,0.14754998746027898
LXRX,2020-12-08,2.35,2.72,2.21,2.6616,20775470,2.661599999999999,1.7156913957958515,1.5316787203853162,0.1840126754105356,0.12196657234091832
LXRX,2020-12-07,1.6,1.65,1.585,1.64,210301,1.6399999999999988,1.5437080132132794,1.4412850180161414,0.10242299519713803,0.10645504657351405
LXRX,2020-12-04,1.53,1.59,1.52,1.5701,268307,1.5700999999999992,1.5262003792520575,1.4253878194574323,0.100812559794625,0.10746305941760806
LXRX,2020-12-03,1.56,1.57,1.53,1.57,98423,1.5699999999999992,1.5182186300251588,1.4138108450140268,0.1044077850111318,0.10912568432335376
LXRX,2020-12-02,1.48,1.53,1.44,1.5,302389,1.4999999999999991,1.5088038354842783,1.4013157126151492,0.10748812286912934,0.11030515915140919
LXRX,2020-12-01,1.54,1.56,1.52,1.5316,253625,1.5315999999999992,1.5104045328450564,1.3934209696243611,0.11698356322069525,0.1110094182219792
LXRX,2020-11-30,1.59,1.62,1.57,1.5786,320383,1.5785999999999991,1.5065508115441577,1.3823666471943101,0.12418416434984758,0.10951588197230018
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6217999999999988,1.4934509590976406,1.3666679789698546,0.126782980127786,0.10584881137791333
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.621799999999999,1.4701147698426662,1.3462574172874429,0.12385735255522334,0.10061526919044515
LXRX,2020-11-25,1.62,1.64,1.55,1.6,408000,1.5999999999999992,1.4425356370867872,1.3242140106704379,0.11832162641634912,0.0948047483492506
LXRX,2020-11-24,1.48,1.49,1.45,1.46,207275,1.459999999999999,1.4139057529207486,1.3021511315240732,0.11175462139667536,0.08892552883247588
LXRX,2020-11-23,1.49,1.5,1.44,1.4534,384289,1.4533999999999994,1.405524980724521,1.2895232220459991,0.1160017586785218,0.083218255691426
LXRX,2020-11-20,1.53,1.56,1.48,1.5019999999999998,384058,1.5019999999999991,1.396820431765343,1.2764130798096789,0.1204073519556641,0.07502237994465205
LXRX,2020-11-19,1.57,1.58,1.49,1.51,764881,1.5099999999999991,1.377696873904496,1.2583661261944532,0.11933074771004293,0.06367613694189903
LXRX,2020-11-18,1.8,1.815,1.65,1.65,2690293,1.6499999999999992,1.35364176006895,1.238235416290009,0.11540634377894075,0.0497624842498631
LXRX,2020-11-17,2.25,2.38,1.88,1.95,36859392,1.9499999999999995,1.2997584437178502,1.20529424959321,0.09446419412464024,0.03335151936759362
LXRX,2020-11-16,1.28,1.31,1.27,1.285,77966,1.2849999999999997,1.181532706212005,1.1457177895606667,0.03581491665133818,0.018073350678331955
LXRX,2020-11-13,1.23,1.23,1.19,1.2101,72206,1.2100999999999995,1.162720470977824,1.13457521272552,0.028145258252304076,0.013637959185080395
LXRX,2020-11-12,1.25,1.26,1.23,1.23,51671,1.2299999999999989,1.1541060111556103,1.1285332297435615,0.02557278141204855,0.010011134418274475
LXRX,2020-11-11,1.29,1.29,1.225,1.235,151521,1.2349999999999994,1.1403071040929942,1.1204158881230466,0.01989121596994736,0.0061207226698309
LXRX,2020-11-10,1.17,1.23,1.1666,1.2234,162467,1.2233999999999992,1.1230902139280838,1.1112491591728904,0.011841054755193479,0.0026780993448017286
LXRX,2020-11-09,1.03,1.14,1.03,1.14,241796,1.139999999999999,1.104852071005917,1.1022770919067215,0.002574979099195573,0.0003873604922037899
LXRX,2020-11-06,1.11,1.1245,1.069,1.09,107673,1.0899999999999992,1.0984615384615386,1.0992592592592594,-0.0007977207977207801,-0.00015954415954415603
LXRX,2020-11-05,1.11,1.13,1.08,1.1,50088,1.0999999999999994,1.1,1.1,0.0,0.0
