Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA,AAPL spanTwelveEMA,AAPL spanTwntySixEMA,AAPL_x,AAPL_y
AAPL,2021-04-28,134.29,134.67,134.25,134.62,1340836,134.62,133.05477789870213,129.98568824251473,3.0690896561874013,3.072815731949098
AAPL,2021-04-27,135.06,135.41,135.01,135.1895,1303363,135.1895,132.77019206210252,129.6149433019159,3.1552487601866237,3.0737472508895225
AAPL,2021-04-26,134.83,134.96,134.5,134.925,1617712,134.925,132.3303178915757,129.16897876606916,3.161339125506544,3.0533718735652466
AAPL,2021-04-23,132.19,132.75,132.16,132.72,896678,132.72,131.85855750822583,128.7084970673547,3.1500604408711297,3.026380060579922
AAPL,2021-04-22,132.86,133.26,132.7,132.99,1253185,132.99,131.70193160063053,128.3875768327431,3.314354767887437,2.99545996550712
AAPL,2021-04-21,132.39,132.75,132.21,132.585,1187563,132.585,131.46773734619973,128.01938297936255,3.4483543668371794,2.9157362649120406
AAPL,2021-04-20,135.02,135.43,134.92,135.395,1455455,135.395,131.2645986818724,127.65413361771157,3.6104650641608487,2.7825817394307553
AAPL,2021-04-19,133.47,133.75,133.34,133.73,1226999,133.73,130.51361662403102,127.03486430712849,3.4787523169025434,2.575610908248235
AAPL,2021-04-16,134.3,134.67,134.24,134.32,4465876,134.32,129.9288196465821,126.49925345169876,3.42956619488335,2.349825556084661
AAPL,2021-04-15,133.82,134.25,133.64,134.1338,1506507,134.1338,129.13042321868795,125.87359372783465,3.256829490853306,2.0798903963849926
AAPL,2021-04-14,134.94,135.0,134.37,134.4796,1548127,134.4796,128.22071834935846,125.21277722606142,3.0079411232970443,1.7856556227679143
AAPL,2021-04-13,132.49,132.5374,131.93,132.365,1640580,132.365,127.08273986742364,124.47143140414634,2.6113084632772825,1.4800842476356317
AAPL,2021-04-12,132.57,132.85,132.3,132.61,1768894,132.61,126.12232893422792,123.83994591647804,2.282383017749879,1.1972781937252153
AAPL,2021-04-09,129.9,130.19,129.8,130.02,1630606,130.02,124.9427523768148,123.13834158979628,1.8044107870185255,0.9260019877190491
AAPL,2021-04-08,128.91,129.05,128.81,128.9299,1578055,128.9299,124.0196164453266,122.58780891697998,1.4318075283466245,0.7063997878941835
AAPL,2021-04-07,125.82,125.92,125.68,125.765,1028640,125.765,123.12683761720416,122.08044163033838,1.0463959868657895,0.5250478527810731
AAPL,2021-04-06,126.49,126.61,126.01,126.24,1714545,126.24,122.64717172942312,121.78567696076546,0.8614947686576642,0.3947108192598976
AAPL,2021-04-05,123.74,123.93,123.29,123.5001,1513005,123.5001,121.99393022568188,121.4293311176267,0.5645991080551767,0.27801483191045595
AAPL,2021-04-05,123.74,123.93,123.29,123.5001,1513005,123.5001,121.72008117580586,121.26366960703685,0.4564115687690275,0.20636876287427575
AAPL,2021-04-01,123.64,123.79,123.53,123.773,1413080,123.773,121.39644138958874,121.08475517559978,0.3116862139889633,0.14385806140059132
AAPL,2021-03-31,121.65,121.75,121.22,121.3392,1744535,121.3392,120.96433982405942,120.86969558964776,0.0946442344116604,0.1019010232534983
AAPL,2021-03-30,120.11,120.4031,120.0,120.14,1184395,120.14,120.89618342843386,120.83213523681958,0.0640481916142761,0.10371522046395774
AAPL,2021-03-29,121.65,121.8,121.4,121.69,1254606,121.69,121.03367132451274,120.88750605576516,0.1461652687475805,0.11363197767637814
AAPL,2021-03-26,120.39,120.59,120.32,120.5201,997893,120.5201,120.91433883806052,120.82330654022635,0.0910322978341469,0.10549865490857753
AAPL,2021-03-25,119.5,119.59,119.0,119.207,1976362,119.207,120.9860186267988,120.84756306344448,0.1384555633543129,0.10911524417718162
AAPL,2021-03-24,122.79,122.9,122.57,122.61,879688,122.61,121.30947655894404,120.97880810852004,0.3306684504239854,0.10178016438289877
AAPL,2021-03-23,123.31,123.69,123.165,123.48,1028760,123.48,121.0730177514793,120.84831275720164,0.2247049942776442,0.04455809287262355
AAPL,2021-03-22,120.31,120.66,120.26,120.61,1841212,120.61,120.63538461538462,120.6377777777778,-0.0023931623931616,-0.000478632478635177
AAPL,2021-03-19,119.89,120.75,119.73,120.64,11375791,120.64,120.64,120.64,0.0,0.0
