Symbol,Date,Open,High,Low,Close,Volume,LCTX SMA,LCTX spanTwelveEMA,LCTX spanTwntySixEMA,LCTX_x,LCTX_y
LCTX,2021-06-18,2.8,2.8488,2.8,2.8488,7991,2.8488,2.813735953050469,2.7269154280280667,0.0868205250224027,0.07354857427141304
LCTX,2021-06-17,2.85,2.86,2.8,2.8123,85374,2.8123,2.8073606717869186,2.717164662270312,0.0901960095166067,0.0702305865836657
LCTX,2021-06-16,2.9,2.9,2.9,2.9,8967,2.9,2.806462612111813,2.7095538352519366,0.0969087768598764,0.06523923085043043
LCTX,2021-06-15,2.98,2.98,2.95,2.9689,14165,2.9689,2.7894558143139605,2.6943181420720914,0.095137672241869,0.05732184434806892
LCTX,2021-06-14,2.89,2.9,2.88,2.9,44204,2.9,2.7568295987346807,2.6723515934378588,0.0844780052968219,0.04786788737461886
LCTX,2021-06-11,2.84,2.84,2.82,2.82,5309,2.82,2.7307986166864406,2.6541397209128874,0.0766588957735532,0.03871535789406809
LCTX,2021-06-10,2.81,2.81,2.81,2.81,29087,2.81,2.7145801833567025,2.6408708985859186,0.0737092847707838,0.0292294734241968
LCTX,2021-06-09,2.76,2.799,2.76,2.78,24463,2.78,2.6972311257851938,2.6273405704727923,0.0698905553124014,0.018109520587550033
LCTX,2021-06-08,2.87,2.899,2.86,2.86,9423,2.86,2.68218223956432,2.615127816110616,0.0670544234537042,0.005164261906337193
LCTX,2021-06-07,2.82,2.8288,2.81,2.8288,27145,2.8288,2.6498517376669235,2.595538041399465,0.0543136962674584,-0.010308278480504467
LCTX,2021-06-04,2.85,2.85,2.844,2.844,22487,2.844,2.6173156899700007,2.5768770847114224,0.0404386052585783,-0.026463772167495184
LCTX,2021-06-03,2.73,2.735,2.7201,2.723,22083,2.723,2.576100360873637,2.5555072514883364,0.0205931093853006,-0.04318936652401356
LCTX,2021-06-02,3.0,3.0,2.981,2.985,76679,2.985,2.549391335577935,2.5421078316074035,0.0072835039705316,-0.05913498550134212
LCTX,2021-06-01,2.64,2.659,2.64,2.6423,72157,2.6423,2.470189760228469,2.506676458135996,-0.0364866979075269,-0.07573960786931057
LCTX,2021-06-01,2.64,2.659,2.64,2.6423,72157,2.6423,2.438896989360918,2.4958265747868755,-0.0569295854259577,-0.08555283535975648
LCTX,2021-05-28,2.42,2.42,2.4139,2.4139,6067,2.4139,2.401914623790176,2.4841087007698253,-0.0821940769796496,-0.09270864784320616
LCTX,2021-05-27,2.36,2.4,2.36,2.4,11397,2.4,2.3997354644792983,2.4897253968314117,-0.0899899323521129,-0.0953372905590954
LCTX,2021-05-26,2.32,2.32,2.32,2.32,5623,2.32,2.399687367111898,2.4969034285779244,-0.0972160614660264,-0.09667413011084089
LCTX,2021-05-25,2.43,2.43,2.43,2.43,3926,2.43,2.414175979314061,2.5110557028641582,-0.0968797235500971,-0.09653864727204449
LCTX,2021-05-24,2.42,2.42,2.42,2.42,6057,2.42,2.4112988846438905,2.517540159093291,-0.1062412744494003,-0.09645337820253132
LCTX,2021-05-21,2.38,2.38,2.38,2.38,1526,2.38,2.4097168636700528,2.525343371820754,-0.1156265081507013,-0.09400640414081406
LCTX,2021-05-20,2.34,2.34,2.34,2.34,1927,2.34,2.4151199297918806,2.5369708415664145,-0.1218509117745338,-0.08860137813834225
LCTX,2021-05-19,2.24,2.25,2.23,2.25,10025,2.25,2.42877809884495,2.5527285088917275,-0.1239504100467776,-0.08028899472929434
LCTX,2021-05-18,2.35,2.36,2.35,2.35,7511,2.35,2.4612832077258497,2.576946789603066,-0.1156635818772162,-0.0693736408999235
LCTX,2021-05-17,2.22,2.2301,2.22,2.2301,11588,2.2301,2.4815165182214587,2.5951025327713118,-0.1135860145498526,-0.0578011556556003
LCTX,2021-05-14,2.3,2.31,2.26,2.27,33100,2.27,2.527228612443542,2.6243027353930164,-0.0970741229494742,-0.04385494093203711
LCTX,2021-05-13,2.3,2.35,2.3,2.35,12521,2.35,2.5739974510696406,2.652646954224458,-0.0786495031548173,-0.030550145427677818
LCTX,2021-05-12,2.36,2.36,2.33,2.33,8237,2.33,2.61472426035503,2.6768587105624144,-0.0621344502073846,-0.018525305995892936
LCTX,2021-05-11,2.34,2.36,2.26,2.2622,78206,2.2622,2.666492307692308,2.704607407407408,-0.0381150997150996,-0.007623019943020015
LCTX,2021-05-10,2.72,2.74,2.71,2.74,16603,2.74,2.74,2.74,0.0,0.0
