Symbol,Date,Open,High,Low,Close,Volume
AGEN,2021-06-25,5.45,5.4611,5.42,5.4562,22757
AGEN,2021-06-24,5.46,5.5,5.4501,5.4699,143195
AGEN,2021-06-23,5.18,5.23,5.18,5.2095,41990
AGEN,2021-06-22,5.3,5.35,5.3,5.34,38048
AGEN,2021-06-21,5.28,5.3119,5.2784,5.29,45311
AGEN,2021-06-18,5.22,5.27,5.2,5.21,285294
AGEN,2021-06-17,5.21,5.22,5.14,5.16,129379
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496
