Symbol,Date,Open,High,Low,Close,Volume
EGLX,2021-06-25,5.63,5.666,5.61,5.61,3084
EGLX,2021-06-24,5.78,5.83,5.76,5.76,11675
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588
EGLX,2021-05-19,5.79,5.79,5.75,5.78,4983
EGLX,2021-05-18,5.86,6.02,5.86,5.99,16342
EGLX,2021-05-17,6.39,6.39,6.34,6.3619,6832
