Symbol,Date,Open,High,Low,Close,Volume
GALT,2021-06-25,3.37,3.37,3.37,3.37,3502
GALT,2021-06-24,3.27,3.285,3.27,3.285,3238
GALT,2021-06-23,3.28,3.28,3.271,3.278,2313
GALT,2021-06-22,3.13,3.145,3.13,3.145,3657
GALT,2021-06-21,3.14,3.14,3.0616,3.102,12803
GALT,2021-06-18,3.3,3.3,3.3,3.3,39000
GALT,2021-06-17,3.47,3.47,3.47,3.47,2390
GALT,2021-06-16,3.46,3.48,3.45,3.45,9411
GALT,2021-06-15,3.63,3.67,3.63,3.67,10470
GALT,2021-06-14,3.7,3.745,3.7,3.745,4276
GALT,2021-06-11,3.79,3.82,3.79,3.8,2738
GALT,2021-06-10,3.88,3.88,3.88,3.88,1730
GALT,2021-06-09,4.05,4.05,4.0058,4.0388,6608
GALT,2021-06-08,3.97,3.98,3.9597,3.98,4526
GALT,2021-06-07,3.88,3.89,3.88,3.89,1266
GALT,2021-06-04,4.02,4.02,4.02,4.02,2275
GALT,2021-06-03,4.0,4.045,4.0,4.045,4146
GALT,2021-06-02,4.02,4.02,4.02,4.02,3209
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647
GALT,2021-05-28,4.07,4.0931,4.07,4.0931,2308
GALT,2021-05-27,4.1,4.1,4.075,4.075,4334
GALT,2021-05-26,3.82,3.82,3.78,3.78,11266
GALT,2021-05-25,4.03,4.07,4.03,4.07,6381
GALT,2021-05-24,4.26,4.26,4.25,4.25,7877
GALT,2021-05-21,4.35,4.42,4.2789,4.32,13799
GALT,2021-05-20,4.18,4.18,4.18,4.18,3644
GALT,2021-05-19,4.45,4.45,4.36,4.36,11750
GALT,2021-05-18,4.42,4.46,4.42,4.43,11279
GALT,2021-05-17,4.2,4.2125,4.171,4.171,16615
