Symbol,Date,Open,High,Low,Close,Volume,OCX SMA,OCX spanTwelveEMA,OCX spanTwntySixEMA,OCX_x,OCX_y
OCX,2020-07-31,1.46,1.46,1.41,1.43,43115,1.43,1.43,1.43,0.0,0.0
OCX,2020-07-30,1.31,1.3335,1.25,1.3107,140253,1.3107,1.4116461538461538,1.4211629629629627,-0.009516809116808966,-0.0019033618233617934
OCX,2020-07-29,1.45,1.47,1.38,1.3998,69574,1.3997999999999995,1.4098236686390533,1.4195805212620023,-0.00975685262294923,-0.0034740599832792807
OCX,2020-07-28,1.36,1.4,1.33,1.3601,67415,1.3601,1.4021738734638145,1.4151745567240763,-0.013000683260262269,-0.005379384638675879
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.2999999999999998,1.3864548160078427,1.4066431080778488,-0.020188292070006053,-0.008341166124941913
OCX,2020-07-24,1.31,1.31,1.27,1.281,45739,1.2809999999999997,1.3702309981604823,1.3973362111831933,-0.027105213022710958,-0.012093975504495723
OCX,2020-07-23,1.33,1.37,1.3274,1.37,43628,1.37,1.3701954599819466,1.395311306651105,-0.025115846669158337,-0.014698349737428246
OCX,2020-07-22,1.41,1.42,1.39,1.4,61500,1.3999999999999997,1.374780773830878,1.3956586172695415,-0.02087784343866361,-0.01593424847767532
OCX,2020-07-21,1.47,1.48,1.43,1.44,53508,1.4399999999999995,1.3848145009338195,1.3989431641384644,-0.014128663204644676,-0.015573131423069193
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3799999999999994,1.3840738084824629,1.3975399667948745,-0.0134661583124116,-0.015151736800937675
OCX,2020-07-17,1.45,1.48,1.4,1.41,135643,1.4099999999999993,1.3880624533313148,1.3984629322174762,-0.010400478886161356,-0.014201485217982413
OCX,2020-07-16,1.3,1.32,1.28,1.306,76345,1.3059999999999994,1.3754374605111126,1.3916138261272928,-0.016176365616180192,-0.014596461297621969
OCX,2020-07-15,1.28,1.28,1.25,1.26,24463,1.2599999999999991,1.3576778512017105,1.381864653821567,-0.02418680261985684,-0.016514529562068943
OCX,2020-07-14,1.26,1.27,1.22,1.23,123369,1.2299999999999989,1.338035104862986,1.370615420205155,-0.0325803153421691,-0.019727686718088975
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2824999999999993,1.3294912425763727,1.36408835204181,-0.03459710946543737,-0.022701571267558656
OCX,2020-07-10,1.31,1.32,1.28,1.29,135718,1.2899999999999994,1.3234156667953922,1.358600325964639,-0.03518465916924685,-0.025198188847896298
OCX,2020-07-09,1.3,1.37,1.2819,1.34,189205,1.3399999999999994,1.3259671026730242,1.3572225240413325,-0.03125542136830828,-0.026409635351978697
OCX,2020-07-08,1.28,1.3,1.24,1.265,113661,1.2649999999999997,1.316587548415636,1.3503912259641966,-0.03380367754856062,-0.027888443791295084
OCX,2020-07-07,1.33,1.35,1.3,1.33,186683,1.3299999999999998,1.3186510025055382,1.3488807647816634,-0.030229762276125168,-0.028356707488261104
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299,1.3357662328893016,1.3548821896126513,-0.019115956723349647,-0.026508557335278814
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299,1.350248350906332,1.3604390644561586,-0.01019071354982648,-0.023244988578188346
OCX,2020-07-02,1.7,1.7,1.65,1.6680000000000001,122412,1.6680000000000001,1.3991332199976656,1.3832213559779247,0.015911864019740873,-0.015413618058602502
OCX,2020-07-01,1.76,1.8,1.702,1.73,482668,1.73,1.4500358015364865,1.4089086629425231,0.04112713859396333,-0.004105466728089336
OCX,2020-06-30,1.6,1.83,1.55,1.78,1807321,1.7799999999999998,1.500799524377027,1.4363969101319658,0.06440261424506111,0.009596149466540752
OCX,2020-06-29,3.37,3.42,3.09,3.33,105151,3.3299999999999987,1.7822149821651767,1.576663805677746,0.2055511764874307,0.048787154870718746
OCX,2020-06-26,3.49,3.49,3.3,3.39,54181,3.389999999999999,2.029566523370534,1.7109850052571722,0.3185815181133618,0.10274602751924736
OCX,2020-06-25,3.29,3.29,3.18,3.22,59464,3.22,2.2127101351596825,1.8227638937566408,0.3899462414030415,0.1601860702960062
OCX,2020-06-24,3.16,3.34,3.15,3.165,50628,3.165,2.3592162682120392,1.9221887905154085,0.4370274776966308,0.21555435177613114
OCX,2020-06-23,3.25,3.36,3.18,3.2,63964,3.2,2.4885676115640334,2.0168414726994524,0.4717261388645806,0.266788709193821
OCX,2020-06-22,3.17,3.3,3.13,3.185,153598,3.185,2.5957110559387973,2.1033717339809743,0.4923393219578229,0.3118988317466214
OCX,2020-06-19,2.78,3.12,2.77,3.09,266093,3.0899999999999994,2.6717555088712897,2.1764553092416428,0.4953001996296469,0.34857910532322656
