Symbol,Date,Open,High,Low,Close,Volume,EVOK SMA,EVOK spanTwelveEMA,EVOK spanTwntySixEMA,EVOK_x,EVOK_y
EVOK,2020-07-31,3.7,3.78,3.7,3.7101,44303,3.7101,3.7101,3.7101,0.0,0.0
EVOK,2020-07-30,3.52,3.54,3.47,3.52,27568,3.52,3.6808538461538474,3.6960185185185184,-0.015164672364671894,-0.003032934472934379
EVOK,2020-07-29,3.46,3.5,3.4469,3.4469,18624,3.4469,3.6448609467455615,3.6775652949245536,-0.032704348178991705,-0.008967217214145845
EVOK,2020-07-28,3.49,3.535,3.47,3.485,17783,3.485,3.6202669549385527,3.663301199004217,-0.04303424406566414,-0.015780622584449504
EVOK,2020-07-27,3.47,3.62,3.47,3.52,23978,3.52,3.604841269563391,3.6526862953742745,-0.04784502581088379,-0.02219350322973636
EVOK,2020-07-24,3.5,3.51,3.44,3.44,58142,3.44,3.579481074245946,3.6369317549761804,-0.05745068073023374,-0.02924493872983584
EVOK,2020-07-23,3.59,3.6899,3.52,3.6129,49720,3.6128999999999993,3.584622447438877,3.635151624977945,-0.05052917753906705,-0.03350178649168208
EVOK,2020-07-22,3.67,3.68,3.6124,3.615,31295,3.615,3.589295917063666,3.633658912016616,-0.04436299495294982,-0.035674028183935634
EVOK,2020-07-21,3.73,3.7404,3.67,3.67,38955,3.67,3.601711929823102,3.636350844459829,-0.034638914636727414,-0.035467005474493996
EVOK,2020-07-20,3.85,3.9,3.77,3.8,46654,3.8,3.632217786773394,3.648473004129472,-0.016255217356077708,-0.03162464785081074
EVOK,2020-07-17,3.81,3.88,3.75,3.7595,72568,3.7595,3.6517996657313336,3.6566972260458073,-0.004897560314473637,-0.02627923034354332
EVOK,2020-07-16,3.5,3.63,3.5,3.61,52266,3.61,3.645368947926513,3.653238172264636,-0.007869224338123093,-0.022597229142459277
EVOK,2020-07-15,3.67,3.73,3.6,3.6773,140675,3.6773,3.6502814174762808,3.655020529874664,-0.004739112398382872,-0.019025605793643995
EVOK,2020-07-14,3.4,3.4399,3.34,3.34,89402,3.3400000000000007,3.6025458147876224,3.6316856758098734,-0.029139861022251082,-0.021048456839365414
EVOK,2020-07-13,3.47,3.53,3.42,3.4302,101558,3.430200000000001,3.576031074051065,3.616760810935068,-0.040729736884002936,-0.02498471284829292
EVOK,2020-07-10,3.56,3.5646,3.46,3.472,96505,3.4720000000000004,3.560026293427825,3.6060377879028414,-0.04601149447501607,-0.029190069173637555
EVOK,2020-07-09,3.62,3.66,3.59,3.6573,40690,3.6573000000000007,3.5749914790543134,3.6098349887989274,-0.034843509744613144,-0.030320757287832675
EVOK,2020-07-08,3.61,3.6409,3.52,3.6409,84625,3.6409,3.5851312515074962,3.6121361007397472,-0.027004849232250997,-0.02965757567671634
EVOK,2020-07-07,3.59,3.59,3.46,3.51,60078,3.51,3.57357259742942,3.6045704636479137,-0.030997866218493982,-0.029925633785071872
EVOK,2020-07-06,3.76,3.79,3.69,3.69,152333,3.69,3.5914845055172013,3.610898577451772,-0.01941407193457056,-0.027823321414971614
EVOK,2020-07-06,3.76,3.79,3.69,3.69,152333,3.690000000000001,3.606640735437632,3.6167579420849743,-0.010117206647342504,-0.024282098461445793
EVOK,2020-07-02,3.59,3.705,3.5582,3.7,176642,3.7000000000000006,3.6210036992164576,3.62292402044905,-0.00192032123259267,-0.01980974301567517
EVOK,2020-07-01,3.59,3.5929,3.4,3.4489,114213,3.4489000000000014,3.5945262070293102,3.6100333522676387,-0.015507145238328857,-0.01894922346020591
EVOK,2020-06-30,3.3942,3.52,3.3942,3.46,96451,3.4600000000000013,3.57382986748634,3.5989197706181844,-0.025089903131844785,-0.020177359394533686
EVOK,2020-06-29,3.58,3.66,3.38,3.43,133468,3.4300000000000006,3.5517021955653636,3.586407195016837,-0.034704999451473206,-0.02308288740592159
EVOK,2020-06-26,3.72,3.73,3.51,3.5999,239068,3.5999000000000003,3.559117242401462,3.587406662052627,-0.028289419651164938,-0.02412419385497026
EVOK,2020-06-25,3.46,3.61,3.41,3.5839999999999996,262504,3.5839999999999996,3.5629453589550835,3.5871543167153948,-0.02420895776031173,-0.024141146636038554
EVOK,2020-06-24,3.43,3.5511,3.41,3.4399,384569,3.4399,3.5440153037312245,3.576246589551292,-0.03223128582006751,-0.02575917447284435
EVOK,2020-06-23,3.62,3.76,3.42,3.56,1717413,3.56,3.5464744877725747,3.5750431384734185,-0.0285686507008438,-0.026321069718444244
EVOK,2020-06-22,4.53,5.0,4.14,4.1999,10880317,4.1999,3.6470014896537166,3.621328831919832,0.025672657733884833,-0.01592232422797843
EVOK,2020-06-19,2.43,2.44,2.32,2.34,232666,2.339999999999999,3.4459243373992985,3.526415585110956,-0.08049124771165682,-0.02883610892471411
