Symbol,Date,Open,High,Low,Close,Volume,NCPCF SMA,NCPCF spanTwelveEMA,NCPCF spanTwntySixEMA,NCPCF_x,NCPCF_y
NCPCF,2021-02-04,0.08275,0.0859,0.08275,0.0859,3620,0.0859,0.09696199449223733,0.10465799372643136,-0.007695999234194048,-0.0060129421554426556
NCPCF,2021-02-03,0.0821,0.0859,0.0821,0.084288,41872,0.084288,0.09897326621809864,0.10615863322454587,-0.007185367006447244,-0.00559217788575481
NCPCF,2021-02-02,0.0916,0.0939,0.083,0.08800000000000001,241000,0.08800000000000001,0.1016433146213893,0.10790828388250956,-0.0062649692611202465,-0.005193880605581705
NCPCF,2021-02-01,0.0997,0.0997,0.0937,0.0937,16250,0.0937,0.10412391727982373,0.1095009465931103,-0.005377029313286583,-0.004926108441697066
NCPCF,2021-01-29,0.0999,0.109,0.0999,0.1083,24847,0.10829999999999998,0.10601917496706438,0.11076502232055913,-0.004745847353494731,-0.00481337822379969
NCPCF,2021-01-28,0.095,0.1057,0.09300000000000001,0.09300000000000001,74885,0.09300000000000001,0.10560447950653064,0.11096222410620384,-0.005357744599673198,-0.004830260941375926
NCPCF,2021-01-27,0.10478,0.1057,0.10478,0.1057,10000,0.10569999999999996,0.10789620305317256,0.11239920203470016,-0.004502998981527576,-0.004698390026801609
NCPCF,2021-01-26,0.111,0.111,0.10830799999999999,0.1109,7300,0.11089999999999996,0.10829551269920394,0.11293513819747615,-0.004639625498272224,-0.0047472377881201105
NCPCF,2021-01-25,0.1119,0.1119,0.1051,0.1109,134316,0.11089999999999994,0.10782196955360464,0.11309794925327425,-0.0052759796996696,-0.004774140860582085
NCPCF,2021-01-22,0.1127,0.1127,0.0974,0.1023,15337,0.10229999999999996,0.10726232765426004,0.1132737851935362,-0.006011457539276149,-0.004648681150810203
NCPCF,2021-01-21,0.1005,0.1005,0.1,0.1,3728,0.09999999999999996,0.1081645690459437,0.11415168800901908,-0.005987118963075383,-0.004307987053693712
NCPCF,2021-01-20,0.0983,0.102551,0.0981,0.0981,11325,0.09809999999999994,0.1096490361452062,0.1152838230497406,-0.0056347869045344215,-0.003888204076348294
NCPCF,2021-01-19,0.1025,0.106,0.1,0.102,303471,0.10199999999999994,0.11174886089888003,0.11665852889371985,-0.004909667994839814,-0.003451558369301769
NCPCF,2021-01-19,0.1025,0.106,0.1,0.102,303471,0.10199999999999994,0.11352138106231276,0.11783121120521745,-0.004309830142904661,-0.0030870309629172574
NCPCF,2021-01-15,0.121,0.121,0.111,0.1155,25890,0.11549999999999995,0.1156161776190969,0.11909770810163485,-0.003481530482537937,-0.0027813311679203995
NCPCF,2021-01-14,0.122,0.122,0.1071,0.1144,11650,0.11439999999999992,0.11563730082256908,0.11938552474976565,-0.003748223927196565,-0.0026062813392660118
NCPCF,2021-01-13,0.1094,0.1094,0.10800000000000001,0.10800000000000001,12300,0.10799999999999993,0.11586226460849072,0.11978436672974688,-0.0039221021212561685,-0.0023207956922833735
NCPCF,2021-01-12,0.1122,0.1122,0.10815,0.10815,2100,0.10814999999999993,0.11729176726457992,0.12072711606812665,-0.0034353488035467057,-0.0019204690850401778
NCPCF,2021-01-11,0.1236,0.1236,0.11,0.11,40000,0.1099999999999999,0.11895390676723085,0.12173328535357678,-0.002779378586345943,-0.0015417491554135384
NCPCF,2021-01-08,0.138,0.138,0.1179,0.12205,39700,0.12204999999999992,0.12058188981581827,0.12267194818186293,-0.0020900583660446587,-0.0012323417976804407
NCPCF,2021-01-07,0.1221,0.12300000000000001,0.1174,0.1183,23200,0.11829999999999992,0.1203149606914216,0.12272170403641194,-0.0024067433449903863,-0.001017912655589386
NCPCF,2021-01-06,0.1111,0.1111,0.1009,0.1011,44333,0.10109999999999993,0.12068131718077098,0.12307544035932495,-0.002394123178553961,-0.0006707049832391464
NCPCF,2021-01-05,0.1135,0.127,0.1128,0.1231,48546,0.12309999999999993,0.12424155666818387,0.12483347558807092,-0.0005919189198870384,-0.0002398504344104391
NCPCF,2021-01-04,0.1151,0.1218,0.1151,0.1218,18825,0.12179999999999995,0.1244491124260355,0.1249721536351166,-0.0005230412090810876,-0.0001518333130412858
NCPCF,2021-01-04,0.1151,0.1218,0.1151,0.1218,18825,0.12179999999999995,0.12493076923076925,0.1252259259259259,-0.00029515669515667314,-5.903133903133184e-05
NCPCF,2020-12-31,0.1178,0.129,0.1165,0.1255,62700,0.12549999999999994,0.1255,0.1255,0.0,0.0
