Symbol,Date,Open,High,Low,Close,Volume,SCOR SMA,SCOR spanTwelveEMA,SCOR spanTwntySixEMA,SCOR_x,SCOR_y
SCOR,2021-02-04,3.89,4.02,3.84,3.965,59953,3.965,3.484189904196596,3.2513049802507346,0.23288492394586105,0.19385015621206683
SCOR,2021-02-03,3.81,4.2,3.81,4.145,321882,4.145,3.396769886777796,3.1942093786707937,0.20256050810700146,0.18409146427861817
SCOR,2021-02-02,3.24,3.275,3.24,3.25,54335,3.25,3.2607280480101224,3.1181461289644576,0.14258191904566475,0.1794742033215221
SCOR,2021-02-01,3.23,3.2769,3.2,3.22,46814,3.2200000000000006,3.2626786021937813,3.1075978192816143,0.15508078291216654,0.18869727439048642
SCOR,2021-01-29,3.27,3.28,3.2,3.25,63538,3.2500000000000004,3.2704383480471955,3.0986056448241435,0.171832703223052,0.19710139726006626
SCOR,2021-01-28,3.24,3.35,3.16,3.24,220427,3.24,3.274154411328504,3.0864940964100747,0.18766031491842927,0.20341857076931982
SCOR,2021-01-27,3.37,3.37,3.2,3.25,142937,3.25,3.2803643042973225,3.0742136241228804,0.20615068017444216,0.20735813473204243
SCOR,2021-01-26,3.4,3.42,3.33,3.42,38072,3.42,3.2858850868968363,3.0601507140527104,0.22573437284412545,0.20765999837144247
SCOR,2021-01-25,3.51,3.53,3.41,3.44,57913,3.4399999999999995,3.2615005572417144,3.0313627711769278,0.2301377860647875,0.20314140475327158
SCOR,2021-01-22,3.27,3.355,3.21,3.3361,42158,3.3361,3.2290461131038453,2.998671792871081,0.2303743202327633,0.19639230942539282
SCOR,2021-01-21,3.38,3.38,3.3,3.34,30589,3.34,3.209581770031817,2.9716775363007684,0.2379042337310491,0.18789680672354997
SCOR,2021-01-20,3.43,3.46,3.33,3.41,48755,3.41,3.185869364583056,2.9422117392048293,0.2436576253782268,0.17539494997167526
SCOR,2021-01-19,3.59,3.635,3.45,3.48,142550,3.4800000000000004,3.145118339961793,2.904788678341216,0.2403296616205779,0.15832928112003739
SCOR,2021-01-19,3.59,3.635,3.45,3.48,142550,3.4800000000000013,3.084230765409393,2.858771772608513,0.22545899280087944,0.13782918599490246
SCOR,2021-01-15,3.3,3.38,3.3,3.3,72962,3.300000000000001,3.012272722756555,2.8090735144171943,0.20319920833936056,0.11592173429340812
SCOR,2021-01-14,3.28,3.37,3.25,3.28,76596,3.280000000000001,2.959958672348656,2.7697993955705695,0.19015927677808572,0.09410236578192
SCOR,2021-01-13,3.38,3.46,3.17,3.26,153022,3.260000000000001,2.9017693400484115,2.7289833472162157,0.1727859928321962,0.07008813803287833
SCOR,2021-01-12,3.49,3.5,3.35,3.44,213864,3.4400000000000013,2.8366364927844865,2.6865020149935113,0.15013447779097433,0.04441367433304897
SCOR,2021-01-11,3.39,3.5,3.33,3.38,282633,3.3800000000000012,2.72693403692712,2.6262221761929934,0.10071186073412708,0.017983473468567407
SCOR,2021-01-08,3.57,3.6,3.15,3.3129,804104,3.3129000000000017,2.6081947709138693,2.5659199502884324,0.042274820625436416,-0.0026986233478224018
SCOR,2021-01-07,2.43,2.49,2.42,2.44,14904,2.440000000000002,2.480066547443663,2.506161546311507,-0.02609499886784361,-0.013941984341137217
SCOR,2021-01-06,2.44,2.485,2.42,2.46,21818,2.460000000000002,2.487351374251602,2.5114544700164267,-0.02410309576482517,-0.010903730709460616
SCOR,2021-01-05,2.35,2.4398,2.35,2.3707,41360,2.370700000000002,2.4923243513882567,2.5155708276177413,-0.023246476229484614,-0.007603889445619587
SCOR,2021-01-04,2.57,2.58,2.45,2.45,93436,2.4500000000000024,2.5144378698224847,2.5271604938271612,-0.012722624004675607,-0.0036932427496533297
SCOR,2021-01-04,2.57,2.58,2.45,2.45,93436,2.450000000000002,2.526153846153846,2.5333333333333337,-0.007179487179487688,-0.0014358974358975375
SCOR,2020-12-31,2.5,2.61,2.5,2.54,48080,2.5400000000000023,2.54,2.54,0.0,0.0
