Symbol,Date,Open,High,Low,Close,Volume,GNCA SMA,GNCA spanTwelveEMA,GNCA spanTwntySixEMA,GNCA_x,GNCA_y
GNCA,2021-02-04,3.35,3.38,3.29,3.375,27993,3.375,3.0633529006124705,2.8976599644126084,0.16569293619986206,0.13011299294215264
GNCA,2021-02-03,3.19,3.24,3.103,3.24,111507,3.24,3.00668979163292,2.8594727615656166,0.1472170300673028,0.12121800712772528
GNCA,2021-02-02,3.18,3.37,3.12,3.2802,550606,3.2802,2.9642697537479963,2.8290305824908666,0.1352391712571297,0.11471825139283078
GNCA,2021-02-01,2.88,2.98,2.85,2.9396,94508,2.9395999999999995,2.9068278907930867,2.7929370290901363,0.11389086170295035,0.10958802142675603
GNCA,2021-01-29,2.91,3.12,2.91,3.0402,109803,3.0401999999999987,2.9008693254827387,2.7812039914173465,0.11966533406539215,0.10851231135770745
GNCA,2021-01-28,2.91,2.99,2.85,2.8609,144829,2.8609,2.875536475570509,2.7604843107307344,0.1150521648397751,0.10572405568078627
GNCA,2021-01-27,2.89,2.89,2.71,2.8,71099,2.8,2.8781976529469664,2.752451055589193,0.12574659735777294,0.10339202839103917
GNCA,2021-01-26,2.94,3.03,2.92,2.9999,50974,2.9999,2.8924154080282323,2.7486471400363284,0.1437682679919039,0.09780338614935562
GNCA,2021-01-25,3.1,3.1583,3.0736,3.09,45347,3.0899999999999994,2.8728727549424558,2.7285469112392344,0.14432584370322174,0.08631216568871854
GNCA,2021-01-22,3.21,3.21,3.02,3.02,89847,3.02,2.8333950740229032,2.699630664138373,0.13376440988452964,0.07180874618509284
GNCA,2021-01-21,3.3035,3.4,3.06,3.4,296234,3.4,2.7994669056634307,2.674001117269443,0.1254657883939876,0.05631983026023352
GNCA,2021-01-20,2.83,2.89,2.82,2.86,55155,2.86,2.690279070329509,2.6159212066509983,0.07435786367851094,0.03903334072679499
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,2.7301,2.659420719480329,2.5963949031830778,0.06302581629725124,0.030202209988866
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,2.7301,2.6465699412040253,2.585698495437724,0.060871445766301324,0.02199630841176969
GNCA,2021-01-15,2.97,2.97,2.88,2.9,45893,2.9000000000000004,2.6313826577865758,2.5741463750727416,0.057236282713833735,0.012277524073136781
GNCA,2021-01-14,2.93,3.1,2.81,3.09,159536,3.0900000000000003,2.5825431410204978,2.548078085078561,0.03446505594193683,0.0010378344129624286
GNCA,2021-01-13,2.45,2.5,2.41,2.4522,18459,2.4522000000000004,2.49027825756968,2.504724331884846,-0.014446074315166426,-0.007318970969281171
GNCA,2021-01-12,2.43,2.46,2.38,2.4444,69610,2.4444000000000004,2.4972015771278033,2.508926278435633,-0.011724701307830545,-0.005537195132809968
GNCA,2021-01-11,2.45,2.485,2.4,2.43,34461,2.4300000000000006,2.5068018638783127,2.5140883807104837,-0.007286516832171408,-0.003990318589055046
GNCA,2021-01-08,2.5,2.59,2.5,2.555,17851,2.555000000000001,2.520765839128915,2.5208154511673233,-4.961203840769812e-05,-0.0031662690282760657
GNCA,2021-01-07,2.49,2.5916,2.47,2.55,20047,2.5500000000000003,2.514541446243264,2.5180806872607087,-0.0035392410174450717,-0.003945433275743046
GNCA,2021-01-06,2.6,2.63,2.45,2.53,81011,2.53,2.508094436469312,2.5155271422415657,-0.007432705772254078,-0.004046981340317651
GNCA,2021-01-05,2.38,2.4452,2.37,2.4439,38103,2.4439000000000006,2.5041116067364597,2.514369313620891,-0.010257706884431615,-0.0032005502323336544
GNCA,2021-01-04,2.44,2.51,2.38,2.49,37968,2.490000000000001,2.5150591715976334,2.520006858710562,-0.004947687112928811,-0.0014362610693092748
GNCA,2021-01-04,2.44,2.51,2.38,2.49,37968,2.490000000000001,2.519615384615385,2.5224074074074068,-0.002792022792022397,-0.0005584045584043906
GNCA,2020-12-31,2.61,2.64,2.51,2.525,24748,2.5250000000000004,2.525,2.525,0.0,0.0
