Symbol,Date,Open,High,Low,Close,Volume,BXRX SMA,BXRX spanTwelveEMA,BXRX spanTwntySixEMA,BXRX_x,BXRX_y
BXRX,2021-02-04,1.58,1.63,1.5,1.52,930541,1.52,1.3948212851392712,1.3185207639634031,0.07630052117586827,0.08457604777416793
BXRX,2021-02-03,1.45,1.46,1.43,1.44,400974,1.44,1.3720615188009568,1.302402425080475,0.06965909372048174,0.08664492942374288
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185,1.315,1.359709067673858,1.291394619086913,0.06831444858694513,0.09089138834955816
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101,1.3000000000000005,1.367837989069105,1.289506188613866,0.07833180045523891,0.09653562329021148
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574,1.3499000000000003,1.3801721688998514,1.2886666837029754,0.09150548519687596,0.10108657899895457
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948,1.3350000000000006,1.3856761996089153,1.2837680183992135,0.1019081812097018,0.10348185244947422
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126,1.3702000000000003,1.3948900540832636,1.2796694598711509,0.11522059421211295,0.10387527025941731
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982,1.5000000000000004,1.399379154825675,1.2724270166608431,0.1269521381648322,0.10103893927124345
BXRX,2021-01-25,1.5,1.57,1.5,1.52,605701,1.5200000000000005,1.3810844557030706,1.2542211779937102,0.12686327770936034,0.09456063954784631
BXRX,2021-01-22,1.51,1.53,1.39,1.4601,1338293,1.4601000000000002,1.3558270840127198,1.232958872233207,0.1228682117795128,0.08648498000746781
BXRX,2021-01-21,1.72,1.85,1.64,1.65,2807947,1.65,1.3368683720150325,1.2147875820118634,0.12208079000316907,0.07738917206445656
BXRX,2021-01-20,1.5507,1.59,1.46,1.5090000000000001,1964191,1.5090000000000003,1.2799353487450384,1.1799705885728125,0.099964760172226,0.06621626757977843
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312000000000002,1.2382872303350454,1.1536482356586375,0.0846389946764079,0.057779144431666526
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312,1.2213939994868717,1.1394440945113284,0.08194990497554322,0.05106418187048119
BXRX,2021-01-15,1.31,1.37,1.3,1.35,416923,1.35,1.2014292721208482,1.124103622072235,0.07732565004861347,0.043342751094215676
BXRX,2021-01-14,1.29,1.3,1.27,1.285,532913,1.2849999999999997,1.174416412506457,1.1060319118380133,0.06838450066844359,0.034847026355616276
BXRX,2021-01-13,1.37,1.38,1.3,1.32,903747,1.3199999999999996,1.154310305689449,1.0917144647850543,0.06259584090439474,0.02646265777740945
BXRX,2021-01-12,1.41,1.44,1.33,1.345,2912102,1.3449999999999995,1.1241849067238945,1.0734516219678587,0.050733284756035564,0.017429361995663126
BXRX,2021-01-11,1.23,1.3,1.22,1.2787,2528722,1.2786999999999995,1.0840367079464204,1.0517277517252874,0.032308956221132945,0.00910338130556996
BXRX,2021-01-08,1.18,1.18,1.12,1.125,475093,1.1249999999999998,1.0486433821184968,1.0335699718633105,0.015073410255186381,0.003301987576679214
BXRX,2021-01-07,1.19,1.19,1.14,1.1413,1152287,1.1412999999999998,1.0347603606854965,1.0262555696123754,0.008504791073120854,0.00035913190705242227
BXRX,2021-01-06,1.05,1.08,1.02,1.04,1414758,1.0399999999999998,1.0153895171737684,1.0170520151813651,-0.0016624980075969908,-0.0016772828844647412
BXRX,2021-01-05,1.02,1.02,1.0,1.0,348085,1.0,1.0109148839326354,1.0152161763958745,-0.00430129246323907,-0.0016809791036817342
BXRX,2021-01-04,1.01,1.01,0.995,0.995,227645,0.995,1.0128994082840237,1.0164334705075444,-0.0035340622235207064,-0.0010259007637924001
BXRX,2021-01-04,1.01,1.01,0.995,0.995,227645,0.9950000000000002,1.0161538461538462,1.0181481481481478,-0.001994301994301839,-0.00039886039886032347
BXRX,2020-12-31,1.04,1.04,1.0,1.02,425989,1.02,1.02,1.02,0.0,0.0
