Symbol,Date,Open,High,Low,Close,Volume,EOD SMA,EOD spanTwelveEMA,EOD spanTwntySixEMA,EOD_x,EOD_y
EOD,2021-02-04,5.02,5.03,5.02,5.02,20439,5.02,4.986289061849125,4.956649307207751,0.029639754641373806,0.03428963906701501
EOD,2021-02-03,5.02,5.03,5.01,5.02,16289,5.02,4.980159800367146,4.951581251784372,0.0285785485827752,0.035452110173425304
EOD,2021-02-02,4.95,5.0,4.94,4.99,43908,4.99,4.972916127706628,4.946107751927122,0.026808375779506118,0.037170500571088054
EOD,2021-02-01,4.94,4.94,4.86,4.9,122012,4.9,4.969809969107834,4.942596372081291,0.02721359702654258,0.03976103176898353
EOD,2021-01-29,4.97,4.9814,4.95,4.955,16115,4.955,4.982502690763804,4.946004081847795,0.03649860891600909,0.042897890454593766
EOD,2021-01-28,4.95,4.97,4.95,4.9658,51749,4.9658,4.987503179993586,4.945284408395618,0.04221877159796783,0.04449771083923993
EOD,2021-01-27,5.0,5.01,4.98,4.99,25797,4.99,4.991449212719691,4.943643161067267,0.04780605165242502,0.045067445649557954
EOD,2021-01-26,5.04,5.05,5.03,5.0371,15542,5.0371000000000015,4.991712705941454,4.939934613952649,0.05177809198880645,0.04438279414884141
EOD,2021-01-25,5.02,5.0298,5.02,5.02,10656,5.0200000000000005,4.983460470658081,4.932161383068858,0.051299087589223184,0.042533969688850363
EOD,2021-01-22,5.06,5.06,5.01,5.0249,34628,5.0249000000000015,4.976816919868643,4.925134293714368,0.051682626154274665,0.04034269021375715
EOD,2021-01-21,5.06,5.06,5.04,5.04,8105,5.040000000000002,4.968074541662942,4.917153037211518,0.050921504451423516,0.03750770622862777
EOD,2021-01-20,5.04,5.043,5.02,5.0302,15624,5.030200000000002,4.954997185601659,4.907325280188441,0.047671905413219307,0.03415425667292884
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.941323946620144,4.897495302603515,0.043828644016628,0.03077484448785644
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.929091936914714,4.8886069268117955,0.04048501010291794,0.027511394605663323
EOD,2021-01-15,4.97,4.97,4.9502,4.96,8110,4.960000000000002,4.914635925444663,4.879007480956741,0.03562844448792202,0.024267990731349443
EOD,2021-01-14,4.97,4.98,4.96,4.97,5148,4.9700000000000015,4.906387911889147,4.87252807943328,0.033859832455866545,0.0214278772922063
EOD,2021-01-13,4.94,4.96,4.94,4.95,11918,4.950000000000002,4.8948220776871745,4.864730325787944,0.030091751899230523,0.018319888501291237
EOD,2021-01-12,4.94,4.945,4.92,4.94,18703,4.940000000000002,4.8847897281757495,4.857908751850979,0.026880976324771492,0.015376922651806416
EOD,2021-01-11,4.9,4.92,4.9,4.91,18858,4.910000000000001,4.874751496934978,4.8513414519990565,0.023410044935920915,0.01250090923356537
EOD,2021-01-08,4.94,4.97,4.9339,4.9501,30237,4.950100000000001,4.868342678195884,4.846648768158981,0.0216939100369018,0.00977362530797626
EOD,2021-01-07,4.91,4.95,4.9,4.9168,31367,4.916800000000001,4.8534777105951346,4.838372669611702,0.015105040983434568,0.0067935541257446545
EOD,2021-01-06,4.87,4.899,4.87,4.875,23422,4.875000000000002,4.841964567066979,4.832098483180637,0.009866083886342024,0.004715682411322619
EOD,2021-01-05,4.8,4.83,4.79,4.83,50660,4.830000000000002,4.83595812471552,4.828666361835087,0.007291762880432094,0.003428082042567766
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,4.880000000000001,4.837041420118342,4.828559670781893,0.008481749336447741,0.0024621618331014616
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,4.880000000000002,4.829230769230769,4.824444444444445,0.004786324786323347,0.0009572649572646696
EOD,2020-12-31,4.83,4.83,4.82,4.82,6919,4.820000000000003,4.82,4.82,0.0,0.0
