Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-02-04,3.88,4.08,3.87,3.9795,342499,3.9795,3.4038849630540056,3.2341319356960248,0.16975302735798034,0.11781652088366767
REPH,2021-02-03,3.54,3.82,3.54,3.6889,262597,3.6889,3.2992276836092795,3.174502490551707,0.12472519305757235,0.10483239426508939
REPH,2021-02-02,3.29,3.35,3.2,3.34,77884,3.3400000000000003,3.2283781715382402,3.133350689795844,0.09502748174239617,0.09985919456696865
REPH,2021-02-01,3.13,3.15,3.1,3.15,31582,3.1500000000000004,3.208083293636101,3.1168187449795117,0.09126454865659016,0.10106712277311175
REPH,2021-01-29,3.07,3.14,3.04,3.14,32555,3.140000000000001,3.2186438924790286,3.1141642445778723,0.10447964790115673,0.10351776630224237
REPH,2021-01-28,3.14,3.185,3.1075,3.13,47019,3.1300000000000012,3.2329427820206713,3.112097384144102,0.12084539787656867,0.10327729590251387
REPH,2021-01-27,3.25,3.25,3.07,3.2157,127999,3.2157000000000013,3.2516596514789744,3.1106651748756304,0.14099447660334394,0.09888527040900007
REPH,2021-01-26,3.55,3.57,3.4867,3.5423,121925,3.5423000000000013,3.2581977699296973,3.1022623888656815,0.15593538106401628,0.08835796886041408
REPH,2021-01-25,3.71,3.75,3.57,3.6,48918,3.6000000000000005,3.2065428190078236,3.0670593799749355,0.1394834390328885,0.07146361580951364
REPH,2021-01-22,3.5,3.65,3.45,3.62,148881,3.620000000000001,3.13500514973652,3.0244241303729305,0.11058101936358923,0.054458660003670036
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121,3.4357000000000006,3.0468242678704316,2.976778060802765,0.07004620706766708,0.04042807016369013
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,3.065,2.9761195893014194,2.940064305666986,0.03605528363443344,0.033023535937696
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.9599595146289506,2.9300694501203446,0.02989006450860598,0.032265599013511635
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.9544976081978507,2.9252750061299717,0.029222602067878526,0.03285948263973804
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,2.96,2.9480426278701874,2.9200970066203698,0.027945621249817698,0.03376870278270281
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.91,2.9458685602102217,2.91690476715,0.028963793060222013,0.035224473165924086
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.8537,2.9523901166120803,2.917457148522,0.034932968090080514,0.03678964319234971
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686000000000003,2.970333774177913,2.92255772040376,0.047776053774153386,0.03725381196791712
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,2.9706490058466244,2.91887433803606,0.05177466781056417,0.03462325151635816
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,2.96349427963692,2.9115842850789444,0.05190999455797485,0.03033539744280655
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,2.9504932395709047,2.90171102788526,0.04878221168564467,0.02494174816401425
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,2.9433101922201605,2.8946479101160807,0.04866228210407941,0.018981632283606643
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,2.909366590805644,2.875819742925367,0.03354684788027695,0.011561469828488338
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.881978698224852,2.861085322359396,0.0208933758654557,0.0060651253155411845
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.862738461538461,2.8509481481481482,0.011790313390313669,0.002358062678062556
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,2.84,2.84,0.0,0.0
