Symbol,Date,Open,High,Low,Close,Volume,SNCA SMA,SNCA spanTwelveEMA,SNCA spanTwntySixEMA,SNCA_x,SNCA_y
SNCA,2021-02-04,1.5,1.5081,1.4,1.45,198426,1.45,1.4253136061678784,1.3234861500495123,0.10182745611836587,0.11171840982081056
SNCA,2021-02-03,1.53,1.56,1.48,1.5115,222545,1.5115,1.4208251709256745,1.3133650420534737,0.1074601288722008,0.11419114824642167
SNCA,2021-02-02,1.41,1.43,1.38,1.4,121569,1.4,1.4043388383667061,1.2975142454177513,0.10682459294895463,0.11587390308997687
SNCA,2021-02-01,1.47,1.48,1.38,1.41,309941,1.41,1.4051277180697432,1.2893153850511714,0.11581233301857186,0.11813623062523236
SNCA,2021-01-29,1.53,1.5479,1.47,1.5,324986,1.5000000000000002,1.4042418486278785,1.2796606158552652,0.12458123277261303,0.11871720502689748
SNCA,2021-01-28,1.46,1.48,1.45,1.4539,453580,1.4539,1.3868312756511287,1.2620334651236864,0.12479781052744232,0.11725119809046852
SNCA,2021-01-27,1.35,1.41,1.3,1.37,421254,1.37,1.3746369621331522,1.2466841423335813,0.12795281979957074,0.11536454498122506
SNCA,2021-01-26,1.65,1.65,1.52,1.61,526437,1.6100000000000003,1.3754800461573613,1.2368188737202677,0.13866117243709364,0.11221747627663858
SNCA,2021-01-25,1.47,1.49,1.42,1.4679,154051,1.4679000000000004,1.3328400545496089,1.2069643836178892,0.1258756709317197,0.10560655223652482
SNCA,2021-01-22,1.36,1.52,1.31,1.473,1889233,1.4730000000000003,1.308283700831356,1.1860895343073203,0.1221941665240356,0.10053927256272609
SNCA,2021-01-21,1.45,1.45,1.35,1.37,178421,1.3700000000000008,1.2783352828006933,1.163136697051906,0.1151985857487874,0.0951255490723987
SNCA,2021-01-20,1.33,1.34,1.28,1.29,419365,1.2900000000000011,1.2616689705826374,1.1465876328160582,0.11508133776657915,0.09010728990330152
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.256517874324935,1.1351146434413428,0.12140323088359214,0.08386377793748212
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.2342483969294686,1.1156038149166505,0.11864458201281836,0.0744789147009546
SNCA,2021-01-15,1.34,1.42,1.29,1.3801,771563,1.380100000000001,1.2079299236439176,1.0945321201099822,0.11339780353393535,0.0634374978729887
SNCA,2021-01-14,1.44,1.44,1.3624,1.3999,425806,1.3999000000000008,1.1766262733973571,1.071686689718781,0.10493958367857624,0.05094742145775203
SNCA,2021-01-13,1.61,1.61,1.41,1.4533,2039508,1.4533000000000011,1.1360310503786948,1.0454296248962835,0.09060142548241124,0.03744938090254597
SNCA,2021-01-12,1.3269,1.36,1.27,1.2772,560156,1.277200000000001,1.0783457868111848,1.0127999948879862,0.06554579192319854,0.024161369757579647
SNCA,2021-01-11,1.37,1.47,1.33,1.3999,1601618,1.3999000000000013,1.0421904753223092,0.9916479944790252,0.05054248084328405,0.013815264216174924
SNCA,2021-01-08,1.1,1.13,1.08,1.0802,343347,1.0802000000000012,0.9771523799263654,0.9589878340373472,0.01816454588901817,0.004633460059397639
SNCA,2021-01-07,1.05,1.07,1.01,1.011,146916,1.011000000000001,0.9584164490038865,0.9492908607603352,0.00912558824355125,0.0012506886019925064
SNCA,2021-01-06,1.08,1.08,1.02,1.0205,416703,1.0205000000000013,0.9488558033682294,0.944354129621162,0.004501673747067447,-0.0007180363083971804
SNCA,2021-01-05,0.9863,0.9899,0.9277,0.975,678825,0.9750000000000012,0.9358295857988166,0.938262459990855,-0.0024328741920384145,-0.0020229638222633095
SNCA,2021-01-04,0.9129,0.9288,0.87,0.8952,344803,0.8952000000000012,0.9287076923076923,0.9353234567901234,-0.006615764482431064,-0.0019204862298195335
SNCA,2021-01-04,0.9129,0.9288,0.87,0.8952,344803,0.8952000000000013,0.9348,0.9385333333333332,-0.003733333333333255,-0.0007466666666666511
SNCA,2020-12-31,0.86,0.9599,0.8502,0.9420000000000001,1406892,0.9420000000000016,0.942,0.942,0.0,0.0
