Symbol,Date,Open,High,Low,Close,Volume,PHAS SMA,PHAS spanTwelveEMA,PHAS spanTwntySixEMA,PHAS_x,PHAS_y
PHAS,2021-02-04,4.2,4.25,4.2,4.22,10978,4.22,4.055982115581439,3.9714423179890392,0.0845397975923996,0.11161358969765771
PHAS,2021-02-03,4.11,4.1774,4.11,4.135,14586,4.135000000000002,4.026160682050792,3.951557703428162,0.07460297862262966,0.11838203772397222
PHAS,2021-02-02,3.85,3.98,3.85,3.95,20031,3.950000000000001,4.006371715150936,3.936882319702416,0.06948939544852095,0.12932680249930786
PHAS,2021-02-01,3.9,3.99,3.79,3.8199,21489,3.8199000000000014,4.016621117905652,3.935832905278609,0.08078821262704361,0.1442861542620047
PHAS,2021-01-29,3.79,3.8499,3.77,3.83,7032,3.8300000000000014,4.052388593888498,3.945107537700897,0.10728105618760077,0.16016063967074506
PHAS,2021-01-28,3.93,3.93,3.83,3.9,12705,3.9000000000000012,4.092822883686407,3.9543161407169687,0.13850674296943755,0.17338053554153104
PHAS,2021-01-27,4.02,4.06,3.84,3.98,63581,3.980000000000001,4.127881589811208,3.958661431974327,0.1692201578368815,0.1820989836845543
PHAS,2021-01-26,4.33,4.37,4.3086,4.3299,17521,4.3299,4.1547691515950635,3.9569543465322727,0.1978148050627917,0.18531869014647256
PHAS,2021-01-25,4.33,4.36,4.2517,4.3349,9361,4.334899999999998,4.122927179157803,3.9271186942548537,0.1958084849029489,0.182194661417393
PHAS,2021-01-22,4.16,4.2473,4.16,4.24,10231,4.239999999999998,4.084386666277403,3.8944961897952415,0.18989047648216092,0.17879120554600392
PHAS,2021-01-21,4.0,4.1899,4.0,4.065,37481,4.065,4.056093332873295,3.8668558849788615,0.18923744789443345,0.17601638781196444
PHAS,2021-01-20,4.21,4.24,4.18,4.205,40612,4.204999999999999,4.054473938850259,3.8510043557771705,0.20346958307308727,0.1727111227913472
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.027105564095759,3.822684704239344,0.20442085985641525,0.16502150772091195
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.001124757567715,3.794899480578492,0.20622527698922344,0.15517166968703613
PHAS,2021-01-15,4.4,4.45,4.3,4.3001,126003,4.300099999999999,3.970420168034572,3.7648914390247716,0.20552872900980068,0.1424082678614894
PHAS,2021-01-14,4.0,4.2,4.0,4.1901,54842,4.190099999999998,3.910478380404494,3.7220747541467527,0.18840362625774126,0.12662815257441168
PHAS,2021-01-13,4.17,4.17,4.1,4.135,8197,4.134999999999999,3.859638085932584,3.6846327344784933,0.1750053514540908,0.11118428415357925
PHAS,2021-01-12,4.06,4.1398,4.0406,4.1398,16766,4.139799999999998,3.8095722833748713,3.648603353236772,0.16096893013809901,0.09522901732845135
PHAS,2021-01-11,4.0,4.1,3.89,4.0,55127,3.999999999999999,3.749530880352121,3.6093076214957134,0.1402232588564063,0.07879403912603933
PHAS,2021-01-08,4.14,4.23,4.13,4.14,65119,4.139999999999999,3.703991040416143,3.5780522312153717,0.12593880920077138,0.06343673419344725
PHAS,2021-01-07,3.76,3.81,3.76,3.81,17190,3.81,3.6247166841281686,3.533096409712601,0.09162027441556743,0.047811215441616206
PHAS,2021-01-06,3.81,3.8998,3.69,3.7494,49256,3.7494,3.5910288085151074,3.510944122489609,0.0800846860254989,0.036858950698128404
PHAS,2021-01-05,3.74,3.82,3.68,3.802,49354,3.802,3.5622340464269464,3.4918676522887777,0.07036639413816825,0.026052516866285885
PHAS,2021-01-04,3.4,3.78,3.36,3.7799,115553,3.7799,3.5186402366863905,3.4670570644718794,0.05158317221451058,0.014974047548315179
PHAS,2021-01-04,3.4,3.78,3.36,3.7799,115553,3.7799,3.471138461538461,3.44202962962963,0.02910883190883151,0.005821766381766214
PHAS,2020-12-31,3.5,3.54,3.38,3.415,27778,3.4150000000000005,3.415,3.415,0.0,0.0
