Symbol,Date,Open,High,Low,Close,Volume,NEOS SMA,NEOS spanTwelveEMA,NEOS spanTwntySixEMA,NEOS_x,NEOS_y
NEOS,2021-02-04,0.9111,0.93,0.88,0.885,822476,0.885,0.8271854514088365,0.7872173268971284,0.039968124511708066,0.043843478876238795
NEOS,2021-02-03,0.818,0.83,0.8,0.822499,693241,0.8224989999999999,0.8166737153013522,0.7793947130488986,0.03727900225245362,0.04481231746737148
NEOS,2021-02-02,0.82,0.82,0.785,0.795,290676,0.795,0.8156145726288708,0.7759463700928105,0.039668202536060286,0.04669564627110094
NEOS,2021-02-01,0.8148,0.82,0.7707,0.7824,488005,0.7823999999999999,0.819362676743211,0.7744220797002354,0.0449405970429756,0.048452507204861106
NEOS,2021-01-29,0.8311,0.8311,0.8006,0.80401,310832,0.8040099999999999,0.8260831634237947,0.7737838460762542,0.052299317347540564,0.04933048474533248
NEOS,2021-01-28,0.8455,0.8798,0.8415,0.878,291303,0.878,0.8300964658644847,0.7713657537623545,0.05873071210213021,0.048588276594780454
NEOS,2021-01-27,0.8498,0.85,0.82,0.845,572816,0.8449999999999999,0.8213867323853001,0.7628350140633429,0.058551718321957276,0.04605266771794301
NEOS,2021-01-26,0.938,0.97,0.938,0.9627,1158057,0.9627,0.8170934110008092,0.7562618151884102,0.06083159581239905,0.04292790506693944
NEOS,2021-01-25,0.86,0.8885,0.85,0.870001,348982,0.8700009999999999,0.7906194857282292,0.7397467604034829,0.05087272532474618,0.03845198238057454
NEOS,2021-01-22,0.8585,0.8585,0.833,0.839699,325210,0.8396989999999998,0.7761864831333617,0.7293264212357616,0.046860061897600065,0.035346796644531595
NEOS,2021-01-21,0.8608,0.89,0.82,0.8340000000000001,1395238,0.8339999999999999,0.7646387527939731,0.7204966149346226,0.0441421378593504,0.032468480331264475
NEOS,2021-01-20,0.77,0.857,0.76,0.8358,2797739,0.8357999999999999,0.7520276169383316,0.7114163441293924,0.04061127280893928,0.02955006594924297
NEOS,2021-01-19,0.7606,0.765,0.7509999999999999,0.759699,260551,0.7596989999999998,0.7367962745634828,0.7014656516597437,0.03533062290373912,0.02678476423431889
NEOS,2021-01-19,0.7606,0.765,0.7509999999999999,0.759699,260551,0.7596989999999998,0.7326321426659342,0.6968069837925231,0.03582515887341109,0.02464829956696383
NEOS,2021-01-15,0.77,0.7990520000000001,0.77,0.794,280979,0.7939999999999999,0.7277108958779223,0.691775622495925,0.03593527338199731,0.02185408474035201
NEOS,2021-01-14,0.79,0.7979999999999999,0.75,0.7523,509267,0.7523,0.7156583314920899,0.683597672295599,0.032060659196490926,0.018333787579940683
NEOS,2021-01-13,0.79,0.8549,0.7829999999999999,0.81,1727066,0.81,0.7089962099451972,0.6781014860792469,0.03089472386595027,0.01490206967580312
NEOS,2021-01-12,0.7709999999999999,0.7899,0.753,0.7609999999999999,463806,0.7609999999999999,0.6906318844806877,0.6675496049655867,0.023082279515101,0.010903906128266333
NEOS,2021-01-11,0.75,0.75,0.710601,0.719599,465045,0.7195989999999999,0.6778376816589945,0.6600735733628336,0.01776410829616093,0.007859312781557666
NEOS,2021-01-08,0.72,0.7297,0.71,0.7199,204163,0.7198999999999999,0.6702447146879026,0.6553115392318603,0.014933175456042337,0.005383113902906849
NEOS,2021-01-07,0.721,0.73,0.69,0.707499,342979,0.7074989999999999,0.6612164809947939,0.6501444623704091,0.011072018624384785,0.002995598514622977
NEOS,2021-01-06,0.6759999999999999,0.75,0.66,0.7290000000000001,3333910,0.7290000000000001,0.6528014775393021,0.6455560993600419,0.007245378179260077,0.0009764934871825249
NEOS,2021-01-05,0.68,0.68,0.66,0.6652,146177,0.6652,0.6389472007282659,0.6388805873088452,6.661341942071353e-05,-0.0005907276858368906
NEOS,2021-01-04,0.61,0.6299,0.61,0.621,125092,0.621,0.6341739644970414,0.6367750342935529,-0.0026010697965114238,-0.0007550629621512917
NEOS,2021-01-04,0.61,0.6299,0.61,0.621,125092,0.621,0.6365692307692308,0.6380370370370371,-0.0014678062678062929,-0.00029356125356125865
NEOS,2020-12-31,0.63,0.64,0.6250100000000001,0.6394,106752,0.6394,0.6394,0.6394,0.0,0.0
