Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-07-15,3.72,3.72,3.72,3.72,3152,3.72,4.039613784743062,4.1950367181708055,-0.1554229334277437,-0.12742353491065253
ADAP,2021-07-14,3.88,3.9,3.88,3.9,1951,3.9,4.097725381969073,4.23303965562447,-0.1353142736553971,-0.12042368528137971
ADAP,2021-07-13,3.94,3.94,3.94,3.94,2229,3.94,4.133675451417996,4.259682828074427,-0.1260073766564318,-0.11670103818787535
ADAP,2021-07-12,4.13,4.13,4.1,4.11,5522,4.11,4.168889169857631,4.285257454320382,-0.1163682844627507,-0.11437445357073622
ADAP,2021-07-09,4.07,4.07,4.07,4.07,3648,4.07,4.179596291649927,4.299278050666013,-0.1196817590160854,-0.11387599584773259
ADAP,2021-07-08,3.89,3.89,3.87,3.87,5712,3.87,4.199522890131732,4.317620294719294,-0.1180974045875622,-0.11242455505564435
ADAP,2021-07-07,4.17,4.17,4.17,4.17,2005,4.17,4.259436142882955,4.353429918296837,-0.0939937754138817,-0.11100634267266486
ADAP,2021-07-06,4.27,4.275,4.21,4.2384,8010,4.2384,4.275697259770765,4.368104311760583,-0.0924070519898183,-0.11525948448736062
ADAP,2021-07-06,4.27,4.275,4.21,4.2384,8010,4.2384,4.282478579729086,4.37848065670143,-0.0960020769723435,-0.12097259261174619
ADAP,2021-07-02,4.37,4.37,4.301,4.301,4398,4.301,4.290492866952556,4.389687109237545,-0.0991942422849883,-0.12721522152159684
ADAP,2021-07-01,4.27,4.27,4.27,4.27,2386,4.27,4.288582479125749,4.396782077976549,-0.1081995988508,-0.13422046633074897
ADAP,2021-06-30,4.4,4.4,4.39,4.39,6200,4.39,4.291961111694067,4.406924644214673,-0.1149635325206057,-0.1407256832007362
ADAP,2021-06-29,4.38,4.38,4.3,4.33,12007,4.33,4.274135859274806,4.408278615751847,-0.1341427564770407,-0.1471662208707688
ADAP,2021-06-28,4.35,4.354,4.33,4.354,4866,4.354,4.263978742779316,4.414540905011995,-0.1505621622326787,-0.1504220869692008
ADAP,2021-06-25,4.32,4.35,4.32,4.35,2865,4.35,4.247611241466465,4.4193841774129545,-0.1717729359464899,-0.15038706815333133
ADAP,2021-06-24,4.15,4.2,4.15,4.195,8560,4.195,4.228995103551276,4.424934911605991,-0.1959398080547147,-0.1450406012050417
ADAP,2021-06-23,3.9,3.9,3.898,3.898,22432,3.898,4.23517603146969,4.44332970453447,-0.2081536730647801,-0.1323157994926234
ADAP,2021-06-22,3.91,3.95,3.91,3.95,6448,3.95,4.29648076446418,4.486956080897228,-0.1904753164330479,-0.1133563310995842
ADAP,2021-06-21,3.99,4.01,3.99,4.01,15823,4.01,4.359477267094031,4.5299125673690055,-0.170435300274975,-0.09407658476621827
ADAP,2021-06-18,4.16,4.19,4.11,4.11,12974,4.11,4.423018588383854,4.571505572758526,-0.1484869843746716,-0.0749869058890293
ADAP,2021-06-17,4.0,4.0,3.96,4.0,25227,4.0,4.479931058999101,4.608426018579209,-0.1284949595801077,-0.056611886267618705
ADAP,2021-06-16,4.07,4.16,4.07,4.15,14256,4.15,4.567191251544393,4.657100100065545,-0.0899088485211523,-0.038641117939496455
ADAP,2021-06-15,4.48,4.5289,4.48,4.5289,2211,4.5289,4.643044206370646,4.697668108070788,-0.0546239017001424,-0.02582418529408248
ADAP,2021-06-14,4.46,4.48,4.45,4.45,10033,4.45,4.663797698438036,4.711169556716451,-0.0473718582784146,-0.018624256192567492
ADAP,2021-06-11,4.65,4.66,4.6,4.61,6443,4.61,4.702670007244952,4.732063121253766,-0.0293931140088146,-0.01143735567110571
ADAP,2021-06-10,4.6,4.62,4.57,4.58,10116,4.58,4.719519099471307,4.741828170954068,-0.0223090714827609,-0.006948416086678484
ADAP,2021-06-09,4.71,4.71,4.7,4.7,6090,4.7,4.74488620846609,4.7547744246303925,-0.0098882161643025,-0.0031082522376578653
ADAP,2021-06-08,4.7,4.7,4.7,4.7,11495,4.7,4.753047337278106,4.759156378600824,-0.0061090413227171,-0.0014132612559966875
ADAP,2021-06-07,4.75,4.75,4.75,4.75,8270,4.75,4.762692307692308,4.763888888888889,-0.0011965811965817,-0.00023931623931634506
ADAP,2021-06-04,4.74,4.765,4.74,4.765,9414,4.765,4.765,4.765,0.0,0.0
