Symbol,Date,Open,High,Low,Close,Volume,ENDP SMA,ENDP spanTwelveEMA,ENDP spanTwntySixEMA,ENDP_x,ENDP_y
ENDP,2021-07-15,3.58,3.6,3.58,3.6,21104,3.6,4.073286724423586,4.563191881380609,-0.4899051569570227,-0.4085540481220792
ENDP,2021-07-14,3.62,3.65,3.61,3.61,30896,3.61,4.159338856136966,4.640247231891058,-0.4809083757540922,-0.38821627091334326
ENDP,2021-07-13,3.67,3.71,3.63,3.71,45156,3.71,4.259218648161869,4.722667010442343,-0.4634483622804737,-0.365043244703156
ENDP,2021-07-12,3.76,3.84,3.76,3.82,40993,3.82,4.3590765841913,4.80368037127773,-0.4446037870864305,-0.34044196530882637
ENDP,2021-07-09,3.79,3.84,3.75,3.76,46215,3.76,4.457090508589718,4.882374800979949,-0.4252842923902307,-0.3144015098644253
ENDP,2021-07-08,3.69,3.69,3.68,3.6801,107561,3.6801,4.583834237424212,4.972164785058344,-0.3883305476341316,-0.28668081423297387
ENDP,2021-07-07,4.37,4.48,4.37,4.3874,29126,4.3874,4.748149553319523,5.075529967863012,-0.3273804145434882,-0.2612683808826844
ENDP,2021-07-06,4.32,4.36,4.31,4.3499,58380,4.3499,4.8137403811958,5.130580365292052,-0.3168399840962514,-0.2447403724674832
ENDP,2021-07-06,4.32,4.36,4.31,4.3499,58380,4.3499,4.898074995958673,5.193034794515416,-0.2949597985567429,-0.2267154695602911
ENDP,2021-07-02,4.71,4.74,4.71,4.74,25888,4.74,4.997743177042069,5.26048557807665,-0.2627424010345809,-0.20965438731117814
ENDP,2021-07-01,4.86,4.86,4.795,4.83,88579,4.83,5.0446055728679,5.302124424322782,-0.2575188514548827,-0.19638238388032742
ENDP,2021-06-30,4.75,4.75,4.67,4.6701,72430,4.6701,5.083624767934791,5.339894378268605,-0.2562696103338142,-0.18109826698668857
ENDP,2021-06-29,4.95,4.97,4.91,4.91,11794,4.91,5.15881108937748,5.393477928530094,-0.2346668391526138,-0.16230543114990714
ENDP,2021-06-28,5.05,5.06,4.94,5.01,85191,5.01,5.204049469264295,5.432156162812501,-0.2281066935482067,-0.14421507914923043
ENDP,2021-06-25,4.88,4.9,4.8679,4.8871,30082,4.8871,5.239331190948712,5.465928655837501,-0.2265974648887887,-0.12324217554948654
ENDP,2021-06-24,4.75,4.7692,4.7,4.75,37817,4.75,5.30337322566666,5.5122349483045,-0.2088617226378399,-0.09740335321466097
ENDP,2021-06-23,4.77,4.78,4.75,4.78,24122,4.78,5.403986539424235,5.57321374416886,-0.169227204744625,-0.0695387608588662
ENDP,2021-06-22,5.1,5.125,5.08,5.125,55379,5.125,5.517438637501368,5.636670843702369,-0.1192322062010005,-0.04461664988742649
ENDP,2021-06-21,5.18,5.19,5.16,5.16,36985,5.16,5.588791117047072,5.677604511198559,-0.0888133941514865,-0.025962760809032974
ENDP,2021-06-18,5.38,5.4315,5.33,5.4315,294473,5.4315,5.666753138328358,5.719012872094443,-0.0522597337660855,-0.01025010247341957
ENDP,2021-06-17,5.4,5.42,5.395,5.395,22362,5.395,5.70952643620624,5.7420139018619984,-0.0324874656557581,0.000252305349746915
ENDP,2021-06-16,5.42,5.46,5.4,5.42,89511,5.42,5.766713060971012,5.769775014010959,-0.0030619530399471,0.00843724810112317
ENDP,2021-06-15,5.66,5.66,5.65,5.65,65250,5.65,5.829751799329377,5.797757015131835,0.0319947841975416,0.011312048386390532
ENDP,2021-06-14,6.21,6.24,6.19,6.24,112334,6.24,5.862433944661991,5.809577576342382,0.0528563683196088,0.006141364433602753
ENDP,2021-06-11,6.07,6.08,6.06,6.078,36113,6.078,5.793785570964171,5.775143782449772,0.0186417885143992,-0.0055373865378987655
ENDP,2021-06-10,5.94,5.94,5.87,5.87,38876,5.87,5.742110220230384,5.750915285045753,-0.0088050648153688,-0.011582180300973266
ENDP,2021-06-09,5.69,5.75,5.69,5.75,23293,5.75,5.718857532999546,5.741388507849413,-0.0225309748498672,-0.012276459172374382
ENDP,2021-06-08,5.64,5.695,5.64,5.68,27655,5.68,5.71319526627219,5.740699588477367,-0.0275043222051767,-0.009712830253001174
ENDP,2021-06-07,5.45,5.46,5.42,5.44,49461,5.44,5.719230769230769,5.745555555555556,-0.0263247863247864,-0.0052649572649572825
ENDP,2021-06-04,5.78,5.8,5.7501,5.77,19392,5.77,5.77,5.77,0.0,0.0
