Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-07-15,4.11,4.11,4.1,4.1,23759,4.1,4.141317140392059,4.239997622484962,-0.0986804820929032,-0.11779267359332485
AEG,2021-07-14,4.16,4.16,4.16,4.16,20714,4.16,4.148829347736069,4.251197432283759,-0.1023680845476899,-0.12257072146843023
AEG,2021-07-13,4.165,4.165,4.16,4.16,39858,4.16,4.146798320051719,4.25849322686646,-0.1116949068147405,-0.12762138069861528
AEG,2021-07-12,4.12,4.13,4.12,4.13,20688,4.13,4.144398014606577,4.266372685015776,-0.121974670409199,-0.13160299916958373
AEG,2021-07-09,4.15,4.16,4.15,4.1501,77565,4.1501,4.147015835444137,4.277282499817038,-0.1302666643729013,-0.1340100813596799
AEG,2021-07-08,4.02,4.04,4.02,4.03,68055,4.03,4.146455078252162,4.287457099802401,-0.1410020215502392,-0.13494593560637452
AEG,2021-07-07,4.02,4.04,4.02,4.03,114999,4.03,4.167628728843464,4.308053667786593,-0.1404249389431289,-0.13343191412040836
AEG,2021-07-06,4.11,4.11,4.1,4.1,44813,4.1,4.192652134087731,4.330297961209521,-0.1376458271217897,-0.13168365791472822
AEG,2021-07-06,4.11,4.11,4.1,4.1,44813,4.1,4.2094979766491365,4.348721798106282,-0.1392238214571453,-0.13019311561296282
AEG,2021-07-02,4.14,4.15,4.14,4.15,4619,4.15,4.229406699676252,4.368619541954784,-0.1392128422785319,-0.12793543915191719
AEG,2021-07-01,4.155,4.16,4.15,4.16,14478,4.16,4.24384428143557,4.386109105311166,-0.1422648238755961,-0.1251160883702635
AEG,2021-06-30,4.09,4.09,4.09,4.09,14218,4.09,4.259088696242038,4.40419783373606,-0.1451091374940221,-0.12082890449393033
AEG,2021-06-29,4.15,4.155,4.145,4.155,16984,4.155,4.289832095558772,4.429333660434945,-0.1395015648761726,-0.11475884624390736
AEG,2021-06-28,4.21,4.21,4.2,4.2,13566,4.2,4.314347022024003,4.45128035326974,-0.1369333312457374,-0.10857316658584105
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289,4.21,4.33513738966473,4.47138278153132,-0.1362453918665895,-0.10148312542086693
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065,4.19,4.357889642331045,4.492293404053825,-0.1344037617227798,-0.09279255880943627
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.388415031845781,4.516476876378131,-0.1280618445323496,-0.08238975808110037
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.428126855817742,4.544195026488381,-0.1160681706706387,-0.07097173646828805
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.475059011420967,4.574130628607451,-0.0990716171864836,-0.05969762791770036
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.521251558952052,4.602381078896046,-0.0811295199439943,-0.049854130600504545
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.576933660579698,4.63337156520773,-0.0564379046280318,-0.0420352832646321
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.578194326139643,4.638441290424348,-0.0602469642847047,-0.03843462792378215
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.596047839983214,4.651116593658296,-0.0550687536750817,-0.03298154383355149
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.613511083616526,4.66320592115096,-0.0496948375344334,-0.02745974137316891
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.630513098819531,4.674662394843037,-0.0441492960235061,-0.021900967332852538
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.648788207695809,4.68623538643048,-0.0374471787346708,-0.016338885160189134
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.663113336367775,4.695534217344918,-0.0324208809771437,-0.011061811766568484
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.688224852071007,4.709176954732511,-0.0209521026615044,-0.005722044463924654
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.711538461538463,4.721111111111111,-0.0095726495726484,-0.0019145299145296947
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.73,4.73,0.0,0.0
