Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.3697034191834816,2.5169119491799674,-0.1472085299964858,-0.12930525812665764
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.3878313135804783,2.536664905114365,-0.1488335915338865,-0.12482944015920058
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.4074370069587467,2.5571980975235142,-0.1497610905647675,-0.11882840231552909
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.446971008223973,2.5865739453253958,-0.1396029371014218,-0.11109523025321949
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.490056646082878,2.6166998609514267,-0.1266432148685488,-0.10396830354116868
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.531885127188856,2.645235849827541,-0.1133507226386849,-0.09829957570932364
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.563136968495921,2.668054717813744,-0.1049177493178232,-0.0945367889769833
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5827982354951797,2.685099095238844,-0.1023008597436647,-0.0919415488917733
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.592397914676121,2.697507022857952,-0.1051091081818307,-0.08935172117880054
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.60374299007178,2.710907584686588,-0.1071645946148085,-0.08541237442804299
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.6226053519030126,2.727780191461515,-0.1051748395585026,-0.07997431938135172
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.635806324976288,2.7420026067784367,-0.1061962818021489,-0.07367418933706399
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.664134747699249,2.762962815320712,-0.0988280676214627,-0.06554366622079287
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.703068338190022,2.7879998405463686,-0.0849315023563468,-0.057222565870625276
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.7308989451336623,2.8070398277900783,-0.076140882656416,-0.050295331749194885
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.749244207885237,2.8212030140132844,-0.0719588061280469,-0.04383394402238958
AXU,2021-06-23,2.61,2.6201,2.61,2.6201,5647,2.6201,2.765470427500736,2.834099255134347,-0.0686288276336117,-0.03680272849597513
AXU,2021-06-22,2.68,2.68,2.64,2.64,17630,2.64,2.791901414319051,2.8512191955450947,-0.0593177812260439,-0.02884620371156607
AXU,2021-06-21,2.65,2.66,2.65,2.66,37034,2.66,2.8195198532861507,2.8681167311887026,-0.0485968779025518,-0.02122830933294661
AXU,2021-06-18,2.77,2.77,2.74,2.75,38177,2.75,2.848523462974541,2.884766069683799,-0.0362426067092576,-0.014386167190545297
AXU,2021-06-17,2.71,2.73,2.7,2.71,41696,2.71,2.866436819879003,2.895547355258503,-0.0291105353795,-0.008922057310867107
AXU,2021-06-16,2.8,2.82,2.8,2.8099,6274,2.8099,2.8948798780388216,2.9103911436791834,-0.0155112656403617,-0.0038749377937088727
AXU,2021-06-15,2.8,2.82,2.8,2.82,3469,2.82,2.910330764954971,2.9184304351735184,-0.0080996702185474,-0.0009658558320456503
AXU,2021-06-14,2.88,2.9,2.88,2.8999,20524,2.8999,2.9267545404013293,2.9263048699874,0.0004496704139294,0.0008175977645797887
AXU,2021-06-11,2.99,2.99,2.97,2.97,31633,2.97,2.9316371841106617,2.928417259586392,0.0032199245242696,0.0009095796022423849
AXU,2021-06-10,2.91,2.92,2.91,2.92,9896,2.92,2.9246621266762367,2.9250906403533032,-0.0004285136770665,0.0003319933717355639
AXU,2021-06-09,2.91,2.91,2.9,2.9,5638,2.9,2.925509786071916,2.925497891581568,1.1894490348218769e-05,0.0005221201339360882
AXU,2021-06-08,2.96,2.96,2.95,2.95,8540,2.95,2.9301479289940824,2.927537722908093,0.0026102060859893,0.0006496765448331665
AXU,2021-06-07,2.92,2.97,2.92,2.935,35839,2.935,2.926538461538461,2.9257407407407405,0.0007977207977205,0.0001595441595441116
AXU,2021-06-04,2.96,2.96,2.925,2.925,34448,2.925,2.925,2.925,0.0,0.0
