Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.4476838480193464,2.687156666219732,-0.2394728182003853,-0.17093034741930363
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.4890809112955914,2.72452919951731,-0.2354482882217188,-0.1537947297240331
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.5380047133493355,2.764891535478695,-0.2268868221293596,-0.13338134009961167
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.564914661231033,2.7948828583169907,-0.2299681970859577,-0.11000496959217469
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.6276264178184934,2.84087348698235,-0.2132470691638568,-0.08001416271872892
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.718103948330947,2.8977433659409386,-0.1796394176099918,-0.046705936107446944
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.8199228480274825,2.956914835216214,-0.1369919871887313,-0.013472565731810722
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.9183997294870245,3.0112040220335112,-0.0928042925464867,0.017407289632419422
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,3.0306905893937564,3.068036343796192,-0.0373457544024358,0.04496018517714595
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.0964343329198942,3.099951251299888,-0.0035169183799936,0.06553667007204139
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.1430587570871475,3.1207473514038786,0.0223114056832689,0.08280006718505015
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.1817967129211744,3.136007139516189,0.0457895734049853,0.09792223256049544
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.22210520617957,3.1500797106774843,0.0720254955020855,0.11095539734937296
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.2352152436667643,3.1500860875316827,0.0851291561350815,0.12068787281119478
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.283436197060721,3.164492974534217,0.1189432225265045,0.12957755198022308
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.3258791419808524,3.1736524124969545,0.1522267294838979,0.13223613434365283
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.32512989506828,3.161144605496711,0.1639852895715687,0.12723848555859155
AGRX,2021-02-18,3.48,3.55,3.48,3.532,13236,3.532,3.3118444214443308,3.142180173936448,0.1696642475078831,0.11805178455534723
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.271816134434209,3.110994587851364,0.1608215465828451,0.10514866881721335
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.2121463406949737,3.071874154879473,0.1402721858155007,0.09123044937580543
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.1831184026395145,3.047880087269831,0.1352383153696834,0.0789700152658816
AGRX,2021-02-12,3.33,3.33,3.3055,3.3055,6949,3.3055,3.1488126576648807,3.021966494251418,0.1268461634134627,0.06490294023993112
AGRX,2021-02-11,3.46,3.5,3.442,3.4451,16493,3.4451,3.1203240499675866,2.999283813791531,0.1210402361760554,0.049417134446548196
AGRX,2021-02-10,3.74,3.74,3.69,3.6998,25121,3.6998,3.061273877234421,2.963618518894854,0.0976553583395665,0.03151135901417139
AGRX,2021-02-09,3.14,3.15,3.1323,3.14,38038,3.14,2.94517821854977,2.9047240004064423,0.0404542181433278,0.014975359182822497
AGRX,2021-02-08,3.0,3.0,2.99,2.99,19146,2.99,2.9097560764679105,2.885901920438957,0.0238541560289529,0.008605644442696162
AGRX,2021-02-05,3.02,3.02,3.0035,3.0035,42657,3.0035,2.895166272189349,2.877574074074074,0.0175921981152749,0.004793516546131862
AGRX,2021-02-04,3.0,3.0,2.96,2.96,41124,2.96,2.8754692307692307,2.8675,0.0079692307692309,0.0015938461538461013
AGRX,2021-02-03,2.85,2.87,2.85,2.8601,10421,2.8601,2.8601,2.8601,0.0,0.0
