Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.34161768741796,4.594950486309927,-0.2533327988919671,-0.20510666491941715
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.367366357857589,4.626546525214722,-0.2591801673571323,-0.19305013142627964
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.397796604740788,4.6606702472319,-0.2628736424911118,-0.17651762244356645
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.475577805602748,4.715923867010451,-0.2403460614077026,-0.15492861743167988
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.499755588439612,4.745789776371288,-0.2460341879316754,-0.13357425643767418
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.572438422701359,4.79745295848099,-0.2250145357796311,-0.10545927356417362
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.683790863192516,4.8644491951594695,-0.1806583319669537,-0.07557045801030923
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.788116474682065,4.924805130772228,-0.136688656090163,-0.04929848952114811
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.83868310644244,4.957989541234006,-0.1193064347915653,-0.027450947878894388
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.900225489431975,4.994612704532726,-0.0943872151007516,-0.004487076150726651
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.9529937602377885,5.025381720895345,-0.0723879606575561,0.017987958586779602
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,5.022265353008296,5.061652258566972,-0.0393869055586764,0.04058193839786354
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.111749962646167,5.1041764392523294,0.0075735233938374,0.0605741493869983
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.1866135922181975,5.136510554392515,0.0501030378256821,0.07382430588528852
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.227816063530597,5.150631398743917,0.0771846647866798,0.0797546229001901
QTNT,2021-02-22,5.46,5.46,5.32,5.32,5730,5.32,5.245600802354341,5.15228191064343,0.0933188917109104,0.08039711242856766
QTNT,2021-02-19,5.23,5.25,5.22,5.22,10326,5.22,5.232073675509676,5.1388644634949046,0.0932092120147709,0.07716666760798196
QTNT,2021-02-18,5.35,5.36,5.3208,5.3208,5705,5.3208,5.234268889238708,5.132373620574497,0.1018952686642107,0.0731560315062845
QTNT,2021-02-17,5.37,5.39,5.35,5.375,39702,5.375,5.2185359600093815,5.117299510220457,0.1012364497889244,0.06597122221680293
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.19008795273836,5.0966834710380935,0.0934044817002668,0.057154915323772565
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.142831216872608,5.0684181487211415,0.0744130681514665,0.048092523729649
QTNT,2021-02-12,5.13,5.13,5.05,5.05,5679,5.05,5.086982347213082,5.037891600618833,0.0490907465942491,0.04151238762419462
QTNT,2021-02-11,5.08,5.095,5.08,5.095,2105,5.095,5.093706410342733,5.036922928668339,0.0567834816743939,0.039617797881680974
QTNT,2021-02-10,5.11,5.11,5.11,5.11,5605,5.11,5.09347121222323,5.032276762961807,0.0611944492614231,0.03532637693350273
QTNT,2021-02-09,5.16,5.22,5.14,5.22,26829,5.22,5.090465978081999,5.026058903998751,0.064407074083248,0.028859358851522632
QTNT,2021-02-08,5.22,5.25,5.22,5.25,17443,5.25,5.066914337733272,5.010543616318651,0.0563707214146207,0.01997243004359127
QTNT,2021-02-05,5.36,5.37,5.33,5.3328,16921,5.3328,5.033626035502958,4.991387105624144,0.0422389298788141,0.0108728572008339
QTNT,2021-02-04,5.15,5.1909,5.14,5.14,14839,5.14,4.979230769230769,4.964074074074075,0.0151566951566941,0.0030313390313388314
QTNT,2021-02-03,4.98,5.04,4.95,4.95,12202,4.95,4.95,4.95,0.0,0.0
