Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-24,3.93,3.93,3.93,3.93,2604,3.93,4.140895518043672,4.374228996259647,-0.2333334782159752,-0.23285771242139003
QTNT,2021-03-23,4.07,4.07,4.07,4.07,5715,4.07,4.179240157687976,4.409767315960418,-0.2305271582724426,-0.23273877097274395
QTNT,2021-03-22,4.0784,4.08,4.04,4.06,35436,4.06,4.199102004540334,4.436948701237252,-0.2378466966969181,-0.23329167414781926
QTNT,2021-03-19,4.04,4.04,4.04,4.04,217515,4.04,4.224393278093122,4.467104597336232,-0.24271131924311,-0.23215291851054454
QTNT,2021-03-18,4.14,4.14,4.14,4.14,3756,4.14,4.257919328655508,4.50127296512313,-0.2433536364676225,-0.22951331832740315
QTNT,2021-03-17,4.08,4.1,4.08,4.1,5471,4.1,4.279359206592872,4.53017480233298,-0.2508155957401081,-0.2260532387923485
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.31196997142794,4.564588786519619,-0.2526188150916786,-0.2198626495554086
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.340509966233021,4.597355889441189,-0.2568459232081679,-0.2116736081713411
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.366057232820842,4.629144360596484,-0.2630871277756412,-0.20038052941213436
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.396249456970086,4.663475909444203,-0.2672264524741168,-0.18470387982125738
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.473749358237374,4.718953982199738,-0.2452046239623646,-0.16407323665804252
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.497594696098714,4.749062300775718,-0.2514676046770034,-0.14379038983196196
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.569884640843935,4.800987284837775,-0.2311026439938395,-0.11687108612070157
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.680772757361014,4.868266267624797,-0.1874935102637831,-0.08831319665241708
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.784549622335744,4.928927569034781,-0.1443779466990369,-0.06351811824957557
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.834467735487697,4.962441774557563,-0.1279740390698664,-0.04330316113721022
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.89524368739455,4.999421116522169,-0.1041774291276187,-0.022135441654046156
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.94710617601174,5.030574805843942,-0.0834686298322022,-0.001624944785653011
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,5.015307298922966,5.067260790311458,-0.0519534913884918,0.018835976475984305
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.10352680781805,5.110233653536374,-0.0067068457183241,0.036533343442103336
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.176895318330423,5.143052345819284,0.0338429725111382,0.047343390732210194
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.216330830754136,5.157696533484827,0.0586342972693092,0.05071849528747797
QTNT,2021-02-22,5.46,5.46,5.32,5.32,5730,5.32,5.2320273454367054,5.159912256163612,0.072115089273093,0.04873954479202014
QTNT,2021-02-19,5.23,5.25,5.22,5.22,10326,5.22,5.216032317334288,5.147105236656701,0.0689270806775868,0.04289565867175191
QTNT,2021-02-18,5.35,5.36,5.3208,5.3208,5705,5.3208,5.215310920485977,5.141273655589237,0.0740372648967397,0.03638780317029318
QTNT,2021-02-17,5.37,5.39,5.35,5.375,39702,5.375,5.196131087847063,5.126911548036376,0.0692195398106871,0.026975437738681524
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.163609467455621,5.107064471879286,0.0565449955763348,0.016414412220680106
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.111538461538461,5.079629629629629,0.031908831908832,0.0063817663817664185
QTNT,2021-02-12,5.13,5.13,5.05,5.05,5679,5.05,5.05,5.05,0.0,0.0
