Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-03-24,2.18,2.18,2.17,2.17,21187,2.17,2.160538926656651,2.202217960002686,-0.041679033346035,-0.06818907277632562
CIG,2021-03-23,2.2,2.2,2.19,2.19,25894,2.19,2.1588187315033145,2.2047953968029006,-0.0459766652995861,-0.07481658263389826
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.1531494099584623,2.2059790285471323,-0.05282961858867,-0.08202656196747629
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.1382674844963647,2.2036573508309028,-0.065389866334538,-0.08932579781217784
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.1235888453138854,2.202429938897375,-0.0788410935834895,-0.09530978068158778
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.120604999007319,2.207424334009165,-0.086819335001846,-0.09942695245611233
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.1298059079177403,2.218418280729898,-0.0886123728121579,-0.10257885681967889
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.124316072993693,2.2230917431882897,-0.0987756701945965,-0.10607047782155912
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.1223735408107283,2.230139082643353,-0.1077655418326246,-0.10789417972829976
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.1209869118672247,2.2381502092548216,-0.1171632973875969,-0.10792633920221853
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.1209663503885383,2.2475142259952072,-0.1265478756066689,-0.10561709965587393
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.1411420504591816,2.266515364074824,-0.125373313615642,-0.10038440566817516
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.1722587869063053,2.290236593200809,-0.1179778062945042,-0.0941371786813083
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.1935785663438154,2.3090555206568744,-0.1154769543130589,-0.08817702177800943
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.211501942042691,2.326179962309424,-0.1146780202667328,-0.08135203864424703
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.226320476959544,2.341874359294178,-0.115553882334634,-0.07302054323862558
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.260196927315825,2.366024308037713,-0.1058273807218874,-0.06238720846462348
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.307487277736884,2.3952982526807296,-0.0878109749438453,-0.05152716540030737
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.3452122373254087,2.418922112895188,-0.0737098755697793,-0.042456213014422754
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.3697962804754837,2.435635881926803,-0.0658396014513198,-0.034642797375583595
CIG,2021-02-24,2.28,2.28,2.26,2.265,42688,2.265,2.389759240561935,2.449686752480948,-0.0599275119190125,-0.02684359635664964
CIG,2021-02-23,2.24,2.25,2.23,2.23,77094,2.23,2.4124427388459235,2.464461692679423,-0.0520189538334996,-0.018572617466058795
CIG,2021-02-22,2.2,2.22,2.19,2.21,185247,2.21,2.4456141459088188,2.483218628093777,-0.0376044821849581,-0.010211033374198581
CIG,2021-02-19,2.38,2.38,2.375,2.375,8789,2.375,2.488453081528604,2.5050761183412797,-0.0166230368126751,-0.0033626711715086873
CIG,2021-02-18,2.43,2.43,2.42,2.43,65152,2.43,2.509080914533805,2.515482207808581,-0.0064012932747763,-4.757976121695195e-05
CIG,2021-02-17,2.46,2.48,2.46,2.48,70977,2.48,2.5234592626308605,2.522320784433268,0.0011384781975927,0.0015408486171727847
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.5313609467455622,2.5257064471879294,0.0056544995576328,0.0016414412220678012
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.5261538461538464,2.5229629629629637,0.0031908831908831,0.0006381766381765353
CIG,2021-02-12,2.53,2.55,2.52,2.52,188889,2.52,2.52,2.52,0.0,0.0
