Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-24,2.09,2.12,2.0804,2.0999,323635,2.0999,2.194196130990329,2.467213446800088,-0.2730173158097582,-0.2771069113039536
AGRX,2021-03-23,2.05,2.0538,2.03,2.03,59771,2.03,2.2113408820794804,2.4965985225440948,-0.2852576404646143,-0.2781293101775022
AGRX,2021-03-22,2.1,2.1,2.09,2.1,23408,2.1,2.244311951548477,2.533926404347622,-0.2896144527991451,-0.27634722760572417
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.270550488193655,2.568640516695432,-0.2980900285017771,-0.27303042130736893
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.31246875877432,2.6109317580310667,-0.2984629992567473,-0.26676551950876687
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.3565539876423776,2.654206298673552,-0.2976523110311744,-0.25884114957177184
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.410472894486446,2.701742802567436,-0.2912699080809897,-0.24913835920692118
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.452377057120345,2.7434822267728305,-0.2911051696524853,-0.238605471988404
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.4946274311422263,2.785360804914657,-0.2907333737724307,-0.22548054757238367
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.544559691349904,2.8305896693078294,-0.2860299779579258,-0.2091673410223719
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.5726614534135224,2.865836842852456,-0.2931753894389337,-0.18995168178848348
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.6367817176705266,2.9175037902806524,-0.2807220726101258,-0.16414575487587094
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.728923848156077,2.9805040935031046,-0.2515802453470277,-0.1350016754423072
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.832710002366273,3.046296420983353,-0.2135864186170804,-0.10585703296612707
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.933511820978322,3.1077361346620216,-0.1742243136836996,-0.07892468655338886
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,3.048550333883471,3.1722910254349834,-0.1237406915515122,-0.05509977977081115
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.1175413036804662,3.212546307469782,-0.0950050037893159,-0.03793955182563588
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.1680033588950964,3.2423500120673645,-0.074346653172268,-0.023673188834715857
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.211276696876024,3.2673380130327536,-0.0560613161567302,-0.011004822750327804
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.2569451872171187,3.291917054075374,-0.0349718668582554,0.0002593006012727014
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.2763897667111403,3.303270418401404,-0.0268806516902637,0.009067092466154747
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.3320969970222567,3.329932051873516,0.0021649451487406,0.018054028505259376
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.3833873601172124,3.3523266160233973,0.031060744093815,0.02202629934438905
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.3930941528657965,3.3541127453052693,0.0389814075605272,0.01976768815703254
AGRX,2021-02-18,3.48,3.55,3.48,3.532,13236,3.532,3.392165817023214,3.350585764929691,0.041580052093523,0.014964258306158856
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.366741420118344,3.336072626124066,0.0306687939942778,0.00831030985931782
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.324330769230769,3.3149584362139914,0.009372333016778,0.002720688825577824
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.3157,3.3104111111111107,0.0052888888888893,0.0010577777777778686
AGRX,2021-02-12,3.33,3.33,3.3055,3.3055,6949,3.3055,3.3055,3.3055,0.0,0.0
