Symbol,Date,Open,High,Low,Close,Volume,SNCR SMA,SNCR spanTwelveEMA,SNCR spanTwntySixEMA,SNCR_x,SNCR_y
SNCR,2021-03-24,4.02,4.02,4.02,4.02,2113,4.02,4.260723412651943,4.432252308899906,-0.1715288962479624,-0.17187335845859347
SNCR,2021-03-23,4.08,4.08,4.08,4.08,2473,4.08,4.304491305861387,4.4652324936118974,-0.16074118775051,-0.17195947401125122
SNCR,2021-03-22,4.24,4.26,4.24,4.25,5034,4.25,4.345307906927094,4.496051093100849,-0.1507431861737549,-0.1747640455764365
SNCR,2021-03-19,4.24,4.28,4.24,4.28,136029,4.28,4.362636617277476,4.515735180548917,-0.1530985632714419,-0.18076926042710684
SNCR,2021-03-18,4.37,4.37,4.36,4.36,4187,4.36,4.377661456782471,4.5345939949928304,-0.1569325382103592,-0.18768693471602327
SNCR,2021-03-17,4.22,4.22,4.22,4.22,17526,4.22,4.38087263074292,4.548561514592256,-0.167688883849336,-0.19537553384243928
SNCR,2021-03-16,4.66,4.66,4.66,4.66,2680,4.66,4.410122199968906,4.574846435759637,-0.1647242357907314,-0.2022971963407151
SNCR,2021-03-15,4.58,4.58,4.58,4.58,5077,4.58,4.364689872690525,4.5680341506204085,-0.203344277929883,-0.211690436478211
SNCR,2021-03-12,4.53,4.53,4.53,4.53,4913,4.53,4.325542576816075,4.567076882670041,-0.2415343058539658,-0.21377697611529298
SNCR,2021-03-11,4.13,4.15,4.13,4.131,7780,4.131,4.288368499873544,4.570043033283644,-0.2816745334101007,-0.20683764368062477
SNCR,2021-03-10,4.04,4.045,4.0,4.045,8719,4.045,4.316980954396006,4.605166475946336,-0.2881855215503304,-0.18812842124825574
SNCR,2021-03-09,3.65,3.65,3.3,3.49,60816,3.49,4.366432037013461,4.649979794022043,-0.2835477570085816,-0.16311414617273706
SNCR,2021-03-08,4.01,4.1,4.01,4.1,5338,4.1,4.525783316470454,4.742778177543807,-0.2169948610733527,-0.13300574346377592
SNCR,2021-03-05,4.5419,4.5419,3.98,3.98,5190,3.98,4.603198464919627,4.794200431747311,-0.1910019668276836,-0.11200846406138172
SNCR,2021-03-04,4.34,4.445,4.34,4.445,10136,4.445,4.716507276723196,4.859336466287096,-0.1428291895639004,-0.09226008836980623
SNCR,2021-03-03,4.61,4.61,4.61,4.61,1564,4.61,4.7658722361274135,4.892483383590064,-0.1266111474626505,-0.07961781307128289
SNCR,2021-03-02,4.6,4.6,4.6,4.6,984,4.6,4.794212642696034,4.91508205427727,-0.1208694115812356,-0.06786947947344096
SNCR,2021-03-01,4.5,4.52,4.5,4.51,2732,4.51,4.829524032277131,4.940288618619452,-0.1107645863423201,-0.054619496446492284
SNCR,2021-02-26,4.61,4.61,4.61,4.61,2236,4.61,4.8876193108729735,4.974711708109007,-0.0870923972360335,-0.040583223972535096
SNCR,2021-02-25,4.79,4.82,4.732,4.7912,14290,4.7912,4.9380955492135135,5.003888644757728,-0.0657930955442145,-0.02895593065666048
SNCR,2021-02-24,4.71,4.71,4.71,4.71,3331,4.71,4.964803830888698,5.020903736338346,-0.0560999054496482,-0.01974663943477197
SNCR,2021-02-23,4.83,4.83,4.8,4.8,5950,4.8,5.011131800141189,5.045776035245414,-0.034644235104225,-0.010658322931052892
SNCR,2021-02-22,5.05,5.05,5.05,5.05,6871,5.05,5.049519400166859,5.065438118065047,-0.0159187178981881,-0.004661844887759841
SNCR,2021-02-19,4.91,4.956,4.9,4.94,7055,4.94,5.049432018379015,5.066673167510251,-0.0172411491312356,-0.0018476266351527752
SNCR,2021-02-18,4.92,4.92,4.9,4.9,6097,4.9,5.069328748993382,5.076807020911071,-0.0074782719176891,0.002000753988867942
SNCR,2021-02-17,5.15,5.15,5.09,5.09,7128,5.09,5.100115794264906,5.090951582583956,0.0091642116809502,0.004370510465507209
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.101955029585799,5.091027709190672,0.010927320395127,0.003172085161646443
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.091892307692308,5.085725925925926,0.0061663817663815,0.0012332763532763025
SNCR,2021-02-12,5.01,5.08,5.01,5.08,6081,5.08,5.08,5.08,0.0,0.0
