Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-03-24,4.74,4.74,4.7201,4.73,17089,4.73,4.686171977349572,4.755188328211786,-0.0690163508622143,-0.14807825849415068
OPK,2021-03-23,4.92,4.92,4.87,4.885,37974,4.885,4.678203245958585,4.757203394468728,-0.0790001485101434,-0.16784373540213476
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.640603836132874,4.746979666026227,-0.106375829893353,-0.19005463212513254
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.584368169975214,4.7307460393083245,-0.1463778693331106,-0.21097433268307741
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.572435109970708,4.737205722452991,-0.1647706124822834,-0.22712344852056912
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.536514220874473,4.73458218024923,-0.1980679593747574,-0.24271165753014054
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.530407715578923,4.747740754669168,-0.2173330390902457,-0.25387258206898633
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.497754572956909,4.750760015042701,-0.2530054420857919,-0.26300746781367146
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.493709949858165,4.769220816246118,-0.2755108663879522,-0.2655079742456413
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.525293577105105,4.805158481545806,-0.2798649044407018,-0.2630072512100636
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.557456045669669,4.841699160069471,-0.2842431143998016,-0.25879283790240404
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.560629872155063,4.865835092875029,-0.3052052207199658,-0.25243026877805463
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.580744394365075,4.899101900305031,-0.3183575059399564,-0.23923653079257678
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.648443375158725,4.954358052329433,-0.3059146771707084,-0.21945628700573186
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.739069443369401,5.018706696515787,-0.2796372531463857,-0.1978416894644877
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.827991160345656,5.08020323223705,-0.2522120718913943,-0.17739279854401319
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.8746077349539565,5.120891490816014,-0.2462837558620574,-0.1586879802071679
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.919063686763766,5.160154810081295,-0.2410911233175285,-0.1367890362934455
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,4.981929811629906,5.207103194887798,-0.2251733832578928,-0.11071351453742471
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,5.058644322835343,5.258871450478823,-0.2002271276434806,-0.08209854735730768
OPK,2021-02-24,4.62,4.64,4.5801,4.5801,121447,4.5801,5.156579654259951,5.3179811665171295,-0.1614015122571785,-0.05256640228576443
OPK,2021-02-23,4.6,4.63,4.48,4.52,332229,4.52,5.261394136852669,5.377011659838499,-0.11561752298583,-0.02535762479291089
OPK,2021-02-22,4.97,5.0,4.95,4.98,241529,4.98,5.396193070825881,5.445572592625579,-0.0493795217996977,-0.002792650244681092
OPK,2021-02-19,5.09,5.15,5.05,5.135,356496,5.135,5.471864538248768,5.482818400035626,-0.0109538617868576,0.00885406764407307
OPK,2021-02-18,5.49,5.5,5.46,5.49,41688,5.49,5.533112636112181,5.510643872038476,0.0224687640737046,0.013806050001805747
OPK,2021-02-17,5.64,5.66,5.541,5.595,103764,5.595,5.5409512972234864,5.512295381801555,0.0286559154219316,0.011640371483831012
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.531124260355029,5.505679012345679,0.0254452480093503,0.007386485499305841
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.507692307692308,5.493333333333334,0.0143589743589735,0.0028717948717947197
OPK,2021-02-12,5.52,5.53,5.45,5.48,77057,5.48,5.48,5.48,0.0,0.0
