Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-03-24,5.05,5.05,5.05,5.05,3253,5.05,5.071334595229455,5.424720702624458,-0.3533861073950026,-0.43921649862478496
TCDA,2021-03-23,5.05,5.05,4.9,4.91,8544,4.91,5.075213612543902,5.454698358834414,-0.3794847462905126,-0.4606740964322305
TCDA,2021-03-22,5.37,5.375,5.37,5.375,3787,5.375,5.105252451188247,5.498274227541168,-0.3930217763529207,-0.48097143396765996
TCDA,2021-03-19,5.09,5.09,5.035,5.05,94513,5.05,5.056207442313383,5.508136165744461,-0.4519287234310782,-0.5029588483713447
TCDA,2021-03-18,5.01,5.01,4.96,5.0,3211,5.0,5.057336068188544,5.544787059004018,-0.487450990815474,-0.5157163796064114
TCDA,2021-03-17,4.81,4.82,4.8,4.82,5275,4.82,5.067760807859188,5.588370023724339,-0.520609215865151,-0.5227827268041456
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,5.112808227469949,5.649839625622286,-0.5370313981523367,-0.5233261045388942
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,5.129500632464485,5.700146795672068,-0.5706461632075825,-0.5198997811355336
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,5.173046202003484,5.764958539325834,-0.5919123373223503,-0.5072131856175214
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,5.231781875095026,5.838155222471901,-0.6063733473768753,-0.4860383976913143
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,5.303014943294121,5.918007640269653,-0.6149926969755315,-0.455954660269924
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,5.412654023893053,6.015448251491224,-0.6027942275981717,-0.41619515109352206
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,5.491318391873607,6.098284111610522,-0.6069657197369152,-0.3695453819673596
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,5.635194463123354,6.210146840539364,-0.5749523774160101,-0.3101902975249707
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.8525025473276,6.351758587782514,-0.4992560404549131,-0.24399977755221083
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,6.096593919568982,6.499099274805115,-0.4025053552361326,-0.18018571182653503
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,6.274029177672434,6.609371216789524,-0.3353420391170907,-0.12460580097413562
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,6.520216300885603,6.744520914132687,-0.2243046132470834,-0.07192174143839684
TCDA,2021-02-26,5.19,5.36,5.0,5.31,120619,5.31,6.772982901046621,6.873682587263302,-0.1006996862166804,-0.03382602348622498
TCDA,2021-02-25,7.78,7.78,7.68,7.751,12244,7.751,7.038979792146007,6.998777194244366,0.0402025979016409,-0.01710760780361111
TCDA,2021-02-24,7.08,7.08,7.03,7.03,5519,7.03,6.909521572536191,6.9385993697839154,-0.0290777972477247,-0.03143515922992412
TCDA,2021-02-23,7.0,7.0,6.94,6.975,8379,6.975,6.887616403906407,6.9312873193666285,-0.0436709154602219,-0.03202449972547396
TCDA,2021-02-22,6.9,6.93,6.83,6.83,14262,6.83,6.871728477343935,6.927790304915959,-0.0560618275720239,-0.029112895791787177
TCDA,2021-02-19,6.63,6.63,6.61,6.61,4548,6.61,6.879315473224651,6.9356135293092365,-0.0562980560845858,-0.022375662846727984
TCDA,2021-02-18,6.9,6.9,6.84,6.84,4958,6.84,6.92828192290186,6.961662611653976,-0.0333806887521159,-0.01389506453726352
TCDA,2021-02-17,6.8,6.86,6.8,6.81,8913,6.81,6.944333181611289,6.971395620586294,-0.0270624389750047,-0.009023658483550407
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,6.968757396449705,6.984307270233197,-0.0155498737834918,-0.00451396336068683
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,6.983076923076924,6.991851851851852,-0.0087749287749279,-0.001754985754985583
TCDA,2021-02-12,7.06,7.06,7.0,7.0,5056,7.0,7.0,7.0,0.0,0.0
