Symbol,Date,Open,High,Low,Close,Volume,TV SMA,TV spanTwelveEMA,TV spanTwntySixEMA,TV_x,TV_y
TV,2021-03-12,8.56,8.56,8.54,8.54,4204,8.54,7.854327308466175,7.896194779426612,-0.0418674709604367,-0.10693335769384603
TV,2021-03-11,7.98,7.98,7.98,7.98,7772,7.98,7.729659546369115,7.84469036178074,-0.1150308154116253,-0.12319982937719834
TV,2021-03-10,7.69,7.73,7.69,7.73,2134,7.73,7.684143100254408,7.833865590723199,-0.1497224904687915,-0.1252420828685916
TV,2021-03-09,7.74,7.75,7.715,7.74,11022,7.74,7.675805482118846,7.842174837981056,-0.1663693558622103,-0.11912198096854182
TV,2021-03-08,7.48,7.48,7.4,7.42,8865,7.42,7.664133751594999,7.850348825019541,-0.1862150734245418,-0.10731013724512467
TV,2021-03-05,7.53,7.53,7.44,7.44,7002,7.44,7.708521706430454,7.884776731021104,-0.1762550245906506,-0.08758390320027037
TV,2021-03-04,7.59,7.59,7.52,7.52,8061,7.52,7.757343834872354,7.920358869502793,-0.1630150346304386,-0.0654161228526755
TV,2021-03-03,7.54,7.55,7.54,7.55,3860,7.55,7.800497259394601,7.952387579063016,-0.1518903196684151,-0.04101639490823472
TV,2021-03-02,7.41,7.45,7.4,7.45,6664,7.45,7.846042215648165,7.984578585388057,-0.1385363697398922,-0.013297913718189613
TV,2021-03-01,7.57,7.57,7.52,7.52,7954,7.52,7.918049891220559,8.027344872219102,-0.109294980998543,0.018011700287236046
TV,2021-02-26,7.41,7.43,7.18,7.265,80357,7.265,7.990422598715206,8.06793246199663,-0.0775098632814241,0.04983837060868082
TV,2021-02-25,7.91,7.91,7.91,7.91,1210,7.91,8.122317616663425,8.13216705895636,-0.0098494422929356,0.08167542908120706
TV,2021-02-24,7.71,7.8,7.71,7.73,14213,7.73,8.160920819693139,8.149940423672868,0.0109803960202707,0.10455664692474272
TV,2021-02-23,7.79,7.8,7.79,7.79,4516,7.79,8.239270059637345,8.183535657566697,0.055734402070648,0.1279507096508607
TV,2021-02-22,8.0,8.0,7.9406,7.9406,7069,7.9406,8.320955525025953,8.215018510172033,0.1059370148539198,0.14600478654591384
TV,2021-02-19,8.22,8.31,8.15,8.18,4452,8.18,8.39011107503067,8.236971990985795,0.1531390840448754,0.15602172946891232
TV,2021-02-18,8.5,8.5,8.5,8.5,3058,8.5,8.428313088672612,8.24152975026466,0.1867833384079524,0.15674239082492156
TV,2021-02-17,8.58,8.63,8.5,8.5,6666,8.5,8.415279104794905,8.220852130285833,0.1944269745090725,0.1492321539291638
TV,2021-02-16,8.53,8.56,8.53,8.56,3737,8.56,8.399875305666706,8.198520300708699,0.2013550049580068,0.13793344878418662
TV,2021-02-16,8.53,8.56,8.53,8.56,3737,8.56,8.370761724878834,8.169601924765395,0.2011598001134391,0.12207805974073156
TV,2021-02-12,8.75,8.75,8.75,8.75,2651,8.75,8.336354765765895,8.138370078746627,0.197984687019268,0.10230762464755465
TV,2021-02-11,8.79,8.8,8.775,8.775,2493,8.775,8.261146541359695,8.089439685046358,0.171706856313337,0.07838835905462628
TV,2021-02-10,8.63,8.68,8.63,8.68,3463,8.68,8.16771863978873,8.034594859850067,0.1331237799386624,0.05505873473994859
TV,2021-02-09,8.43,8.45,8.405,8.43,6734,8.43,8.07457657429577,7.982962448638073,0.0916141256576974,0.035542473440270124
TV,2021-02-08,8.22,8.32,8.1838,8.32,20520,8.32,8.009954133258638,7.947199444529119,0.0627546887295196,0.021524560385913293
TV,2021-02-05,8.13,8.19,8.13,8.15,2780,8.15,7.953582157487482,7.917375400091449,0.0362067573960338,0.011217028300011714
TV,2021-02-04,8.05,8.05,8.05,8.05,2218,8.05,7.917869822485207,7.898765432098765,0.0191043903864418,0.0049695960260064
TV,2021-02-03,7.96,7.97,7.95,7.97,3092,7.97,7.8938461538461535,7.886666666666666,0.0071794871794876,0.0014358974358975375
TV,2021-02-02,7.95,7.95,7.87,7.88,16679,7.88,7.88,7.88,0.0,0.0
