Symbol,Date,Open,High,Low,Close,Volume,GFI SMA,GFI spanTwelveEMA,GFI spanTwntySixEMA,GFI_x,GFI_y
GFI,2021-03-12,9.19,9.21,9.18,9.195,68719,9.195,9.121840115634653,9.055433587170404,0.0664065284642454,-0.05036922729566577
GFI,2021-03-11,9.57,9.7,9.56,9.65,218485,9.65,9.108538318477317,9.044268274144038,0.0642700443332771,-0.07956316623564447
GFI,2021-03-10,9.56,9.57,9.54,9.56,93777,9.56,9.010090740018644,8.995809736075561,0.0142810039430845,-0.11552146887787529
GFI,2021-03-09,9.75,9.78,9.74,9.775,114151,9.775,8.910107238203853,8.950674514961607,-0.0405672767577538,-0.1479720870831148
GFI,2021-03-08,9.09,9.11,9.0,9.0807,189547,9.0807,8.752854008786372,8.884728476158534,-0.1318744673721621,-0.174823289664455
GFI,2021-03-05,9.01,9.01,8.96,8.96,33122,8.96,8.693245646747531,8.869050754251218,-0.1758051075036864,-0.18556049523752824
GFI,2021-03-04,8.73,8.74,8.665,8.7,88876,8.7,8.644744855247081,8.861774814591316,-0.2170299593442344,-0.1879993421709887
GFI,2021-03-03,8.43,8.43,8.38,8.4,79258,8.4,8.634698465292006,8.874716799758621,-0.2400183344666153,-0.18074168787767728
GFI,2021-03-02,8.32,8.375,8.32,8.35,67126,8.35,8.677370913526916,8.912694143739312,-0.2353232302123959,-0.16592252623044274
GFI,2021-03-01,8.36,8.43,8.33,8.43,75754,8.43,8.736892897804537,8.957709675238457,-0.2208167774339191,-0.1485723502349544
GFI,2021-02-26,8.5,8.51,8.47,8.5,56083,8.5,8.792691606496271,8.999926449257533,-0.2072348427612613,-0.13051124343521323
GFI,2021-02-25,8.54,8.58,8.52,8.56,209309,8.56,8.845908262222865,9.039920565198136,-0.1940123029752705,-0.11133034360370118
GFI,2021-02-24,8.47,8.48,8.45,8.47,98415,8.47,8.897891582627022,9.078314210413986,-0.1804226277869638,-0.09065985376080886
GFI,2021-02-23,8.78,8.79,8.74,8.74,51107,8.74,8.97569005219557,9.126979347247104,-0.1512892950515336,-0.0682191602542701
GFI,2021-02-22,8.66,8.67,8.61,8.66,169635,8.66,9.018542788958404,9.157937695026874,-0.1393949060684711,-0.047451626554954225
GFI,2021-02-19,8.55,8.56,8.53,8.55,131673,8.55,9.08373238695084,9.197772710629025,-0.1140403236781857,-0.02446580667657543
GFI,2021-02-18,8.64,8.66,8.63,8.65,43226,8.65,9.18077463912372,9.249594527479347,-0.0688198883556285,-0.002072177426173301
GFI,2021-02-17,8.86,8.9,8.825,8.83,93065,8.83,9.277279118964394,9.297562089677696,-0.0202829707133016,0.014614750306190073
GFI,2021-02-16,9.25,9.26,9.225,9.255,85288,9.255,9.35860259513974,9.33496705685191,0.023635538287829,0.023339180561063003
GFI,2021-02-16,9.25,9.26,9.225,9.255,85288,9.255,9.377439430619692,9.341364421400062,0.0360750092196298,0.023265091129371487
GFI,2021-02-12,9.35,9.37,9.3,9.3284,51118,9.3284,9.399701145277817,9.348273575112064,0.0514275701657513,0.020062611606806904
GFI,2021-02-11,9.59,9.64,9.59,9.635,63248,9.635,9.412664989873784,9.34986346112103,0.0628015287527539,0.012221371967070339
GFI,2021-02-10,9.86,9.875,9.8,9.8032,134216,9.8032,9.372240442578107,9.327052538010712,0.0451879045673973,-0.0004236672293505533
GFI,2021-02-09,9.5,9.5,9.435,9.44,53156,9.44,9.293884159410492,9.288960741051568,0.0049234183589241,-0.011826560178537072
GFI,2021-02-08,9.59,9.63,9.5224,9.6268,51547,9.6268,9.267317642939672,9.276877600335691,-0.0095599573960196,-0.016014054812902384
GFI,2021-02-05,9.14,9.16,9.14,9.16,24596,9.16,9.20195721438325,9.248883808362548,-0.0469265939792968,-0.017627579167123063
GFI,2021-02-04,8.9,8.9,8.7799,8.78,135965,8.78,9.209585798816567,9.25599451303155,-0.0464087142149818,-0.010302825464079604
GFI,2021-02-03,9.2,9.24,9.18,9.22,42262,9.22,9.287692307692309,9.294074074074077,-0.0063817663817662,-0.0012763532763536034
GFI,2021-02-02,9.36,9.36,9.25,9.3,97048,9.3,9.3,9.3,0.0,0.0
