Symbol,Date,Open,High,Low,Close,Volume,AUY SMA,AUY spanTwelveEMA,AUY spanTwntySixEMA,AUY_x,AUY_y
AUY,2021-03-12,4.39,4.39,4.36,4.37,145301,4.37,4.375871394290015,4.468022656344275,-0.0921512620542603,-0.12002316327014254
AUY,2021-03-11,4.46,4.47,4.44,4.47,148987,4.47,4.376938920524563,4.475864468851817,-0.0989255483272542,-0.12699113857411307
AUY,2021-03-10,4.51,4.51,4.46,4.4679,120115,4.4679,4.360018724256302,4.4763336263599625,-0.1163149021036602,-0.13400753613582778
AUY,2021-03-09,4.42,4.45,4.405,4.45,244510,4.45,4.340403946848357,4.477008316468759,-0.136604369620402,-0.13843069464386965
AUY,2021-03-08,4.27,4.28,4.2502,4.26,104395,4.26,4.320477391729877,4.47916898178626,-0.1586915900563825,-0.13888727589973657
AUY,2021-03-05,4.29,4.33,4.29,4.3026,244413,4.3026,4.33147328113531,4.496702500329161,-0.1652292191938515,-0.13393619736057505
AUY,2021-03-04,4.19,4.2,4.16,4.192,132764,4.192,4.336722968614457,4.512230700355494,-0.1755077317410371,-0.12611294190225592
AUY,2021-03-03,4.12,4.13,4.09,4.096,185233,4.096,4.363036235635268,4.537849156383934,-0.1748129207486659,-0.11376424444256057
AUY,2021-03-02,4.07,4.09,4.07,4.0852,142821,4.0852,4.411588278478043,4.5731970888946485,-0.1616088104166051,-0.09850207536603423
AUY,2021-03-01,4.1,4.15,4.07,4.145,300573,4.145,4.470931601837688,4.61223685600622,-0.1413052541685324,-0.0827253916033915
AUY,2021-02-26,4.2,4.21,4.18,4.2,246738,4.2,4.530191893080904,4.649615804486718,-0.1194239114058142,-0.06808042596210648
AUY,2021-02-25,4.45,4.475,4.4473,4.448,201741,4.448,4.590226782731977,4.685585068845656,-0.0953582861136785,-0.05524455460117953
AUY,2021-02-24,4.42,4.42,4.4,4.4,189393,4.4,4.616086197774155,4.704591874353308,-0.0885056765791523,-0.04521612172305477
AUY,2021-02-23,4.55,4.57,4.52,4.5299,169199,4.5299,4.655374597369456,4.728959224301573,-0.0735846269321163,-0.034393733009030376
AUY,2021-02-22,4.48,4.5,4.43,4.46,347136,4.46,4.678188160527539,4.744883962245698,-0.0666958017181587,-0.02459600952825889
AUY,2021-02-19,4.53,4.54,4.49,4.54,354416,4.54,4.71785873516891,4.767674679225354,-0.0498159440564434,-0.014071061480783936
AUY,2021-02-18,4.59,4.59,4.55,4.5665,105827,4.5665,4.750196687017803,4.785888653563382,-0.0356919665455786,-0.005134840836869069
AUY,2021-02-17,4.59,4.61,4.53,4.54,534413,4.54,4.783596084657405,4.803439745848452,-0.0198436611910475,0.0025044405903083145
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344,4.74,4.827886281867842,4.824514925516329,0.0033713563515131,0.008091466035647274
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344,4.74,4.843865605843814,4.831276119557636,0.0125894862861786,0.009271493456680793
AUY,2021-02-12,4.87,4.88,4.82,4.8355,229222,4.8355,4.862750261451781,4.838578209122247,0.0241720523295345,0.008441995249306337
AUY,2021-02-11,4.94,4.96,4.93,4.96,370568,4.96,4.867704854443015,4.838824465852026,0.0288803885909887,0.004509480979249278
AUY,2021-02-10,4.98,5.0,4.97,4.98,121645,4.98,4.850923918887199,4.829130423120188,0.0217934957670111,-0.0015832459236855877
AUY,2021-02-09,5.03,5.05,4.99,5.0,211974,5.0,4.827455540503053,4.817060856969803,0.0103946835332493,-0.007427431346359778
AUY,2021-02-08,4.97,4.99,4.97,4.98,253605,4.98,4.796083820594517,4.802425725527388,-0.0063419049328707,-0.01188296006626206
AUY,2021-02-05,4.79,4.8,4.77,4.785,125399,4.785,4.762644515248065,4.788219783569579,-0.0255752683215133,-0.013268223849609876
AUY,2021-02-04,4.75,4.75,4.7,4.7,323542,4.7,4.758579881656805,4.788477366255145,-0.0298974845983401,-0.010191462731634005
AUY,2021-03-15,4.51,4.52,4.48,4.49,92657,4.49,4.769230769230769,4.7955555555555565,-0.0263247863247872,-0.005264957264957459
AUY,2021-02-02,4.84,4.85,4.82,4.82,309018,4.82,4.82,4.82,0.0,0.0
