Symbol,Date,Open,High,Low,Close,Volume,IAG SMA,IAG spanTwelveEMA,IAG spanTwntySixEMA,IAG_x,IAG_y
IAG,2021-03-12,3.11,3.14,3.11,3.12,37567,3.12,3.115740673739067,3.1928819215971327,-0.0771412478580657,-0.09250537792091443
IAG,2021-03-11,3.15,3.17,3.135,3.17,52489,3.17,3.1149662507825338,3.198712475324903,-0.0837462245423692,-0.09634641043662659
IAG,2021-03-10,3.14,3.15,3.125,3.1295,37249,3.1295,3.1049601145611763,3.201009473350896,-0.0960493587897191,-0.09949645691019092
IAG,2021-03-09,3.17,3.18,3.16,3.17,64574,3.17,3.100498317208663,3.206730231218967,-0.106231914010304,-0.10035823144030875
IAG,2021-03-08,3.06,3.06,3.05,3.05,32608,3.05,3.087861647610238,3.2096686497164844,-0.1218070021062462,-0.09888981079780992
IAG,2021-03-05,3.01,3.01,3.0,3.005,12612,3.005,3.094745583539372,3.2224421416938034,-0.1276965581544313,-0.09316051297070083
IAG,2021-03-04,2.97,2.97,2.94,2.96,37998,2.96,3.1110629623647124,3.239837513029308,-0.1287745506645952,-0.08452650167476819
IAG,2021-03-03,2.94,2.95,2.918,2.9199,163165,2.9199,3.138528955521933,3.2622245140716526,-0.1236955585497194,-0.07346448942731132
IAG,2021-03-02,2.88,2.9,2.88,2.89,138922,2.89,3.1782796747077398,3.289610475197385,-0.1113308004896458,-0.060906722146709266
IAG,2021-03-01,3.07,3.07,3.01,3.04,76852,3.04,3.2306941610182376,3.321579313213176,-0.0908851521949385,-0.04830070256097524
IAG,2021-02-26,3.06,3.08,3.01,3.06,197411,3.06,3.2653658266579173,3.34410565827023,-0.0787398316123129,-0.037654590152484416
IAG,2021-02-25,3.2,3.205,3.18,3.18,101190,3.18,3.302705067868448,3.366834110931849,-0.0641290430634011,-0.027383279787527283
IAG,2021-02-24,3.17,3.17,3.14,3.1497,78102,3.1497,3.325015080208165,3.381780839806397,-0.0567657595982313,-0.01819683896855892
IAG,2021-02-23,3.3,3.3,3.22,3.22,158742,3.22,3.356890549336923,3.4003473069909087,-0.0434567576539857,-0.008554608811140695
IAG,2021-02-22,3.26,3.28,3.21,3.2263,238721,3.2263,3.3817797401254546,3.4147750915501813,-0.0329953514247267,0.00017092839957056054
IAG,2021-02-19,3.23,3.24,3.21,3.21,46421,3.21,3.410048783784628,3.429853098874196,-0.0198043150895679,0.00846249835564489
IAG,2021-02-18,3.38,3.39,3.33,3.39,176279,3.39,3.4464212899272875,3.447441346784132,-0.0010200568568441,0.015529201716948096
IAG,2021-02-17,3.31,3.31,3.28,3.28,139228,3.28,3.4566797062777037,3.452036654526862,0.0046430517508411,0.019666516360396267
IAG,2021-02-16,3.46,3.46,3.44,3.45,106525,3.45,3.4888032892372856,3.4657995868890112,0.0230037023482743,0.023422382512784938
IAG,2021-02-16,3.46,3.46,3.44,3.45,106525,3.45,3.495858432734974,3.467063553840132,0.0287948788948422,0.023527052553912593
IAG,2021-02-12,3.51,3.52,3.48,3.48,54423,3.48,3.504196329595879,3.4684286381473424,0.0357676914485365,0.022210095968680184
IAG,2021-02-11,3.61,3.62,3.605,3.62,39050,3.62,3.5085956622496752,3.4675029291991297,0.0410927330505455,0.018820697098716095
IAG,2021-02-10,3.59,3.6,3.59,3.59,38545,3.59,3.488340328113253,3.4553031635350604,0.0330371645781921,0.013252688110758745
IAG,2021-02-09,3.6,3.6,3.58,3.58,21035,3.58,3.4698567514065712,3.444527416617865,0.0253293347887058,0.008306568993900275
IAG,2021-02-08,3.54,3.59,3.54,3.59,50449,3.59,3.449830706207766,3.4336896099472947,0.0161410962604713,0.004050877545198782
IAG,2021-02-05,3.49,3.5,3.46,3.46,36089,3.46,3.424345380063724,3.4211847787430782,0.0031606013206451,0.0010283228663806449
IAG,2021-02-04,3.425,3.425,3.3825,3.3825,60985,3.3825,3.417862721893491,3.4180795610425245,-0.0002168391490333,0.0004952532528144182
IAG,2021-02-03,3.44,3.46,3.44,3.46,57296,3.46,3.424292307692308,3.420925925925926,0.0033663817663818,0.0006732763532763642
IAG,2021-02-02,3.44,3.44,3.4,3.4178,75945,3.4178,3.4178,3.4178,0.0,0.0
