Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.474676575867693,2.6903544929672307,-0.2156779170995375,-0.1399208653105261
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.520981407843637,2.727982852404609,-0.2070014445609715,-0.12098160236327324
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.5447962092697534,2.755021480596978,-0.2102252713272245,-0.09947664181384852
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.6038500655006174,2.7978231990447364,-0.193973133544119,-0.07178948443550451
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.6900046228643664,2.851249054968316,-0.161244432103949,-0.041243572158350866
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.7867145542942517,2.9067009793657803,-0.119986425071529,-0.011243357171951214
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.879153564165933,2.956973057715043,-0.0778194935491098,0.015942409802943126
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,2.984308757650648,3.0094669023322465,-0.0251581446815984,0.03938288564095638
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.041619440859857,3.0366962545188265,0.0049231863410303,0.055518143221595095
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.0782775210161946,3.0524319548803325,0.025845566135862,0.06816688244173627
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.105237070291867,3.062226511270759,0.0430105590211078,0.07874721151820481
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.131625628526752,3.07039663217242,0.0612289963543317,0.08768137464247905
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.1282848337134337,3.064028362746213,0.0642564709672202,0.09429446921451576
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.157063894388604,3.0715506317659105,0.0855132626226931,0.10180396877633953
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.176530057004713,3.0732746823071837,0.1032553746975302,0.10587664531475101
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.1486264310055705,3.052736656891758,0.0958897741138122,0.10653196296905641
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,3.103249418461129,3.0250995894430988,0.07814982901803,0.10919251018286744
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.2638402218176976,3.0895075565985466,0.174332665219151,0.11695318047407677
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.2027202621481883,3.0486681611264306,0.1540521010217577,0.10260830928780819
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.171978491629677,3.022817614016545,0.1491608776131316,0.0897473613543208
AGRX,2021-02-12,3.33,3.33,3.3055,3.3055,6949,3.3055,3.1356473082896184,2.994899023137869,0.1407482851517492,0.07489398228961797
AGRX,2021-02-11,3.46,3.5,3.442,3.4451,16493,3.4451,3.1047650007059127,2.9700509449888988,0.1347140557170139,0.05843040657408515
AGRX,2021-02-10,3.74,3.74,3.69,3.6998,25121,3.6998,3.042885909925169,2.9320470205880107,0.1108388893371588,0.03935949428835296
AGRX,2021-02-09,3.14,3.15,3.1323,3.14,38038,3.14,2.923446984457019,2.8706267822350515,0.0528202022219672,0.02148964552615161
AGRX,2021-02-08,3.0,3.0,2.99,2.99,19146,2.99,2.88407370890375,2.8490769248138554,0.0349967840898943,0.013657006352197694
AGRX,2021-02-05,3.02,3.02,3.0035,3.0035,42657,3.0035,2.8648143832498865,2.837803078798964,0.0270113044509225,0.008322061917773522
AGRX,2021-02-04,3.0,3.0,2.96,2.96,41124,2.96,2.8395988165680475,2.824547325102881,0.0150514914651664,0.0036497512844862537
AGRX,2021-02-03,2.85,2.87,2.85,2.8601,10421,2.8601,2.8177076923076925,2.8137111111111115,0.0039965811965809,0.0007993162393161946
AGRX,2021-02-02,2.8,2.82,2.8,2.81,36749,2.81,2.81,2.81,0.0,0.0
