Symbol,Date,Open,High,Low,Close,Volume,AEZS SMA,AEZS spanTwelveEMA,AEZS spanTwntySixEMA,AEZS_x,AEZS_y
AEZS,2020-09-29,0.35,0.3579,0.342,0.3484,131823,0.3484,0.36656879280676574,0.3948014544358971,-0.02823266162913135,-0.029866020701753322
AEZS,2020-09-28,0.3601,0.3601,0.35,0.35539899999999996,191150,0.35539899999999996,0.3698722096807232,0.3985135707907689,-0.028641361110045668,-0.030274360469908813
AEZS,2020-09-25,0.3251,0.3489,0.3251,0.347434,255526,0.3474340000000001,0.3725037023499456,0.4019627364540304,-0.02945903410408485,-0.0306826103098746
AEZS,2020-09-24,0.344,0.3536,0.3391,0.3418,598664,0.3418000000000001,0.3770618300499357,0.4063250353703529,-0.029263205320417207,-0.030988504361322052
AEZS,2020-09-23,0.385,0.3995,0.382,0.391201,185415,0.3912010000000001,0.3834730718771967,0.41148703819998106,-0.02801396632278436,-0.03141982912154826
AEZS,2020-09-22,0.369,0.3997,0.3651,0.38299999999999995,1232672,0.3830000000000001,0.382067994036687,0.4131099212559795,-0.031041927219292494,-0.032271294821239235
AEZS,2020-09-21,0.359,0.365,0.359,0.3615,177243,0.3615000000000002,0.3818985384069938,0.41551871495645787,-0.03362017654946409,-0.032578636721725916
AEZS,2020-09-18,0.3651,0.3709,0.3651,0.3699,75862,0.3699000000000003,0.3856073635719017,0.4198402121529745,-0.03423284858107278,-0.032318251764791375
AEZS,2020-09-17,0.365,0.366,0.36,0.3627,645127,0.3627000000000004,0.388463247857702,0.4238354291252125,-0.03537218126751046,-0.031839602560721006
AEZS,2020-09-16,0.3672,0.377,0.3551,0.368792,783381,0.3687920000000003,0.3931474747409205,0.4287262634552295,-0.035578788714308966,-0.03095645788402363
AEZS,2020-09-15,0.386,0.387,0.3712,0.3713010000000001,214132,0.3713010000000003,0.3975757428756334,0.4335210045316479,-0.03594526165601447,-0.029800875176452274
AEZS,2020-09-14,0.3756,0.3769,0.34,0.3521,784966,0.3521000000000004,0.4023529688530213,0.4384986048941797,-0.036145636041158384,-0.028264778556561725
AEZS,2020-09-11,0.38,0.385,0.38,0.3847,227264,0.3847000000000003,0.4114898722808434,0.4454104932857141,-0.0339206210048707,-0.026294564185412556
AEZS,2020-09-10,0.39,0.39,0.376,0.38,533558,0.3800000000000004,0.4163607581500877,0.4502673327485712,-0.03390657459848356,-0.02438804998054802
AEZS,2020-09-09,0.3744,0.3849,0.37,0.3744,275003,0.3744000000000004,0.4229718050864673,0.4558887193684569,-0.032916914281989666,-0.02200841882606415
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.3744100000000004,0.4318030423749159,0.4624078169179335,-0.030604774543017632,-0.019281294962082793
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.3744100000000004,0.4422381409885369,0.4694476422713682,-0.027209501282831228,-0.016450425066849093
AEZS,2020-09-04,0.4,0.4095,0.396,0.4,741229,0.4000000000000005,0.45457053025918,0.4770506536530776,-0.0224801233938976,-0.013760656012853546
AEZS,2020-09-03,0.423,0.4363,0.423,0.4270000000000001,517120,0.4270000000000006,0.4644924448517582,0.4832147059453238,-0.018722261093565614,-0.011580789167592531
