Symbol,Date,Open,High,Low,Close,Volume,AHT SMA,AHT spanTwelveEMA,AHT spanTwntySixEMA,AHT_x,AHT_y
AHT,2020-09-29,1.83,1.83,1.71,1.765,282645,1.765,1.8470586700764748,2.2640131822678025,-0.4169545121913276,-0.41241564262964947
AHT,2020-09-28,1.79,1.9,1.68,1.7101,388797,1.7101,1.8619784282721976,2.303934236849227,-0.4419558085770292,-0.4112809252392299
AHT,2020-09-25,1.48,1.48,1.37,1.3889,194820,1.3889000000000002,1.889592687958052,2.351440975797165,-0.4618482878391135,-0.40361220440478
AHT,2020-09-24,1.46,1.485,1.43,1.4727,59119,1.4727,1.9806277221322428,2.4284442538609383,-0.4478165317286955,-0.3890531835461967
AHT,2020-09-23,1.72,1.72,1.35,1.5,512548,1.5000000000000002,2.0729782170653777,2.504903794169813,-0.43192557710443547,-0.374362346500572
AHT,2020-09-22,1.84,1.8689,1.77,1.78,128797,1.7800000000000002,2.1771560747136283,2.5852960977033983,-0.40814002298977,-0.3599715388496061
AHT,2020-09-21,2.0,2.0,1.82,1.87,145524,1.8700000000000003,2.249366270116106,2.64971978551967,-0.4003535154035638,-0.3479294178145651
AHT,2020-09-18,2.08,2.09,1.9823,2.01,152771,2.01,2.318341955591761,2.7120973683612437,-0.3937554127694818,-0.3348233934173154
AHT,2020-09-17,2.06,2.06,1.98,2.0049,68353,2.0049,2.3744041293357183,2.7682651578301427,-0.3938610284944244,-0.3200903885792735
AHT,2020-09-16,2.15,2.1821,1.97,1.99,138519,1.99,2.4415866983058487,2.8293343704565537,-0.3877476721507054,-0.3016477286004858
AHT,2020-09-15,1.89,2.02,1.89,1.97,55670,1.97,2.5236933707250944,2.8964811200930787,-0.3727877493679848,-0.28012274271293097
AHT,2020-09-14,1.9,1.94,1.78,1.94,132056,1.94,2.6243648926751106,2.9705996097005247,-0.3462347170254141,-0.2569564910491676
AHT,2020-09-11,2.25,2.2502,2.11,2.1116,159818,2.1116000000000006,2.7487948731614953,3.0530475784765674,-0.3042527053150725,-0.23463693455510598
AHT,2020-09-10,2.46,2.49,2.32,2.3247,254807,2.324700000000001,2.864648486463585,3.1283633847546928,-0.26371489829110795,-0.2172329918651144
AHT,2020-09-09,2.4,2.57,2.32,2.5501,262544,2.5501000000000005,2.962820938547873,3.1926564555350687,-0.22983551698719484,-0.205612515258616
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.8800000000000003,3.0378611091929413,3.244060971977873,-0.20619986278493266,-0.19955676482647108
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.88,3.066563129046203,3.2731858497361026,-0.20662272068990006,-0.1978959903368559
AHT,2020-09-04,2.92,3.0010000000000003,2.92,2.9603,13815,2.9603,3.1004836979636945,3.304640717714991,-0.20415701975129646,-0.19571430774859497
AHT,2020-09-03,2.99,3.15,2.95,3.116,84925,3.116,3.1259716430480022,3.3321879751321903,-0.2062163320841881,-0.19360362974791956
AHT,2020-09-02,3.01,3.04,2.8799,2.92,60241,2.9199999999999995,3.12778466905673,3.3494830131427658,-0.2216983440860356,-0.19045045416385242
AHT,2020-09-01,3.14,3.14,3.03,3.11,81626,3.1099999999999994,3.1655636997943173,3.383841654194187,-0.21827795439986986,-0.1826384816833066
AHT,2020-08-31,3.13,3.2162,3.07,3.13,71299,3.1299999999999994,3.175666190666011,3.4057489865297215,-0.23008279586371086,-0.17372861350416577
AHT,2020-08-28,2.84,2.9273,2.7409,2.7929,31985,2.7928999999999995,3.1839691344234677,3.4278089054521,-0.2438397710286324,-0.1596400679142796
AHT,2020-08-27,2.71,2.94,2.7,2.8564,104224,2.8563999999999994,3.255072613409552,3.4786016178882684,-0.2235290044787157,-0.13859014213569137
AHT,2020-08-26,2.92,2.9345,2.82,2.84,99340,2.839999999999999,3.32755854312038,3.5283777473193294,-0.20081920419894936,-0.11735542654993505
AHT,2020-08-25,3.13,3.14,3.03,3.09,43360,3.089999999999999,3.416205550960449,3.5834479671048767,-0.1672424161444268,-0.09648948213768146
AHT,2020-08-24,3.11,3.15,3.01,3.1001,165716,3.1000999999999994,3.475515651135076,3.622923804473266,-0.14740815333818968,-0.07880124863599491
AHT,2020-08-21,3.33,3.4,3.26,3.28,71943,3.279999999999999,3.543773042250544,3.6647497088311267,-0.12097666658058293,-0.06164952246044621
AHT,2020-08-20,3.33,3.4,3.3,3.34,96861,3.3399999999999994,3.5917317772051884,3.6955296855376174,-0.10379790833242897,-0.04681773643041203
AHT,2020-08-19,3.33,3.35,3.26,3.27,127058,3.27,3.637501191242496,3.723972060380627,-0.08647086913813151,-0.03257269345490779
AHT,2020-08-18,3.44,3.54,3.41,3.44,111972,3.4399999999999986,3.7043195896502223,3.7602898252110766,-0.05597023556085468,-0.019098149534101973
AHT,2020-08-17,3.63,3.64,3.48,3.5601,183415,3.560099999999999,3.7523776968593534,3.7859130112279633,-0.0335353143686099,-0.009880128027413903
AHT,2020-08-14,3.58,3.65,3.51,3.65,87279,3.649999999999999,3.787337278106509,3.8039780521262,-0.016640774019691662,-0.003966331442114904
AHT,2020-08-13,3.71,3.84,3.68,3.77,60941,3.769999999999999,3.812307692307692,3.8162962962962963,-0.003988603988603678,-0.0007977207977208245
AHT,2020-08-12,3.91,3.98,3.76,3.82,81055,3.819999999999999,3.82,3.82,0.0,0.0
